Title,Abstract,Author,Aggregation_Type,Publisher,Publication_Date,Institutions,Keywords
The Research of the Property Service Enterprise's Innovation Based on the Public Relations Theory,"With the rapid development of property services enterprise, there are a lot of disputes among the property service enterprises, proprietor owners, property developers, it will help the property service enterprises to mold the well image and improve various relations when the public relations theories are used. This paper analyzes the elements of public relations, points out the importance effects on the property service enterprise, preliminary studies the property services enterprises how to effectively utilize the public relations theory and some rationalize suggestions are proposed on this base.",Zang W.,Conference Proceeding,"Proceedings - 2015 7th International Conference on Measuring Technology and Mechatronics Automation, ICMTMA 2015",2015-09-11,Jilin Jianzhu University,Property management ;  property service enterprise ;  Public relations
Research and practice on teaching of software engineering professional English,"Software engineering professional English plays an important role for training international professional exchange skills. However, the current teaching and learning of software engineering professional English for undergraduate exist some urgent problems needed to be solved, such as, one-sided and outmoded teaching contents, single and monotonous teaching mode, and low learning interest of students. Based on the teaching practices, in this paper we do some researches to resolve the above existed problems to some extent. First, the teaching contents are overall to cover the reading, writing, speaking, and listening four parts. Some teaching contents are carefully selected from the up-to-date and standard knowledge of software engineering and state-of-art academic papers. Second, various and interesting teaching modes are used to enhance the studying enthusiasm of students. The teaching and learning practices testify the effectiveness of our innovations on the course of software engineering professional English.",Wang H.; Di S.; Wang J.; Fan T.,Conference Proceeding,"10th International Conference on Computer Science and Education, ICCSE 2015",2015-09-09,Shijiazhuang Tiedao University,overall contents ;  professional English ;  Software engineering ;  various teaching modes
Engineering undergraduate's science and technology competition system construction and engineering practice ability cultivation based on TRIZ-CDIO theory,"Aiming to the engineering practice ability demand for engineering undergraduate, how to cultivate the engineering practice ability of engineering undergraduate, have become a key issue of China higher education research. Based on the analysis of existing problem of engineering practice ability cultivation, the relation among TRIZ-CDIO theory, science and technology competition and engineering practice ability is analyzed. Based on the elaborating of the TRIZ traditional theoretical system and CDIO engineering educational approach, CDIO engineering education mode and TRIZ innovation theory is integrated as TRIZ-CDIO theory. And the influence of TRIZ-CDIO theory, science and technology competition on engineering practice ability is analyzed. Through the analysis of insufficient in the process of science and technology competition, integration platform of science and technology competition is established. Some achievements are obtained. Science and technology competition is an important part of the reform of CDIO engineering education and TRIZ theory, and it plays a key role in the engineering practice ability cultivation of engineering undergraduate.",Jiang J.; Han Y.; Zhang J.; Zhang Y.; Yang W.,Conference Proceeding,"10th International Conference on Computer Science and Education, ICCSE 2015",2015-09-09,Harbin University of Science and Technology,engineering practice ability cultivation ;  engineering undergraduates ;  science and technology competition system ;  TRIZ-CDIO
Design thinking research: Making design thinking foundational,"This book summarizes the results of Design Thinking Research carried out at Stanford University in Palo Alto, California, USA and Hasso Plattner Institute in Potsdam, Germany. The authors offer readers a closer look at Design Thinking with its processes of innovations and methods. The contents of the articles range from how to design ideas, methods and technologies via creativity experiments and wicked problem solutions, to creative collaboration in the real world and the connectivity of designers and engineers. But the topics go beyond this in their detailed exploration of design thinking and its use in IT systems engineering fields and even from a management perspective. The authors show how these methods and strategies work in companies, introduce new technologies and their functions and demonstrate how Design Thinking can influence as diverse a topic area as marriage. Furthermore, we see how special design thinking use functions in solving wicked problems in complex fields. Thinking and creating innovations are basically and inherently human - so is Design Thinking. Due to this, Design Thinking is not only a factual matter or a result of special courses nor of being gifted or trained: it's a way of dealing with our environment and improving techniques, technologies and life.",Plattner H.; Meinel C.; Leifer L.,Book,Design Thinking Research: Making Design Thinking Foundational,2015-09-08,Stanford Engineering;Hasso-Plattner-Institut für Softwaresystemtechnik GmbH,
Asynchronous Brainstorming in an Industrial Setting,"Objective: The goal of this study was to examine the effectiveness of brainwriting in an industrial setting. Background: Research has demonstrated that group interaction can inhibit idea generation. Written exchanges of ideas in groups have been found to be an effective way to increase idea generation. To our knowledge, no study has examined the potential of brainwriting for group idea generation in work settings or the impact of different sequences of group and individual idea generation. Method: Participants in a high-technology company participated in two brainwriting studies. In one study, participants generated ideas either first alone and then in a group or in the reverse order. In a second study, participants either generated as a group during the entire session or alternated individual ideation with a periodic review of the groups ideas. Results: In the first study, participants who generated ideas first as a group and then as individuals performed best. In the first session, group writing also tended to lead to more ideas than did individual writing. In the second study, participants with periodic reviews performed best. Conclusion: The results suggest that alternation in individual and group brainwriting can enhance the number of ideas generated. The group-to-alone sequence is also beneficial since it allows group members to build on shared ideas. Application: This research indicates that collaborative idea sessions can be beneficial in work sessions if the brainwriting paradigm is used with an appropriate alternation of group ideation or review sessions with individual idea generation sessions.",Paulus P.; Korde R.; Dickson J.; Carmeli A.; Cohen-Meitar R.,Journal,Human Factors,2015-09-08,Tel Aviv University;The University of Texas at Arlington;Tmurot Ltd.,brainstorming ;  brainwriting ;  collaborative innovation ;  creativity ;  groups ;  idea selection
"Handbook of Materials Failure Analysis with Case Studies from the Chemicals, Concrete and Power Industries","Handbook of Materials Failure Analysis: With Case Studies from the Chemicals, Concrete and Power Industries provides an in-depth examination of materials failure in specific situations, a vital component in both developing and engineering new solutions. This handbook covers analysis of materials failure in the chemical, power, and structures arenas, where the failure of a single component can result in devastating consequences and costs. Material defects, mechanical failure as a result of improper design, corrosion, surface fracture, and other failure mechanisms are described in the context of real world case studies involving steam generators, boiler tubes, gas turbine blades, welded structures, chemical conversion reactors and more. This book is an indispensable reference for engineers and scientists studying the mechanisms of failure in these fields. Introduces readers to modern analytical techniques in materials failure analysis Combines foundational knowledge with current research on the latest developments and innovations in the field Includes many compelling case studies of materials failure in chemical processing plants, concrete structures, and power generation systems",Makhlouf A.; Aliofkhazraei M.,Book,"Handbook of Materials Failure Analysis with Case Studies from the Chemicals, Concrete and Power Industries",2015-09-07,,
Welcome from the WEA-IWSECO Chairs,"Software ecosystems are becoming increasingly pervasive, leading to new research, management, and engineering challenges. Opening product architectures and platforms for third parties, designing closed innovation networks among partners through APIs and SDKs, coordinating multiple platforms, or participative engineering across organizational borders are all variants of ecosystems that come with their own opportunities and threats at the same time. The 3rd International Workshop on Ecosystem Architectures (WEA 2015) is co-organized with the 7th Workshop on Software Ecosystems (IWSECO 2015). IWSECO and WEA aim to further increase the body of knowledge on software ecosystems by providing a forum to exchange ideas and discuss the most recent innovations, trends and experiences in the field. They aim to build and shape the community of leading practitioners and research experts by providing forums for the exchange of research results and industrial practice in software ecosystems. WEA-IWSECO 2015 is a venue for both practitioners and researchers to discuss problems, solutions and lessons learned related to software development in the context of software ecosystems. The technical program covers a wide range of current research in both, business and social perspective and the technology and architecture perspective of software ecosystems.",Alves C.; Knodel J.; Bosch J.; Lungu M.; Jansen S.; Mens T.,Conference Proceeding,ACM International Conference Proceeding Series,2015-09-07,Universidade Federal de Pernambuco;University of Bern;Université de Mons;Universiteit Utrecht;Fraunhofer Institute for Experimental Software Engineering IESE;Chalmers University of Technology,
Three dimensions of learning: experiential activity for engineering innovation education and research,"This paper outlines a novel approach to engineering education research that provides three dimensions of learning through an experiential class activity. A simulated decision activity brought current research into the classroom, explored the effect of experiential activity on learning outcomes and contributed to the research on innovation decision making. The ‘decision task’ was undertaken by more than 480 engineering students. It increased their reported measures of learning and retention by an average of 0.66 on a five-point Likert scale, and revealed positive correlations between attention, enjoyment, ongoing interest and learning and retention. The study also contributed to innovation management research by revealing the influence of different data visualisation methods on decision quality, providing an example of research-integrated education that forms part of the research process. Such a dovetailing of different research studies demonstrates how engineering educators can enhance educational impact while multiplying the outcomes from their research efforts.",Killen C.,Journal,European Journal of Engineering Education,2015-09-03,University of Technology Sydney,decision simulation ;  engineering innovation ;  experiential learning ;  learning ;  retention
Successful or unsuccessful open source software projects: What is the key?,"This paper aims to analyse the key factors influencing knowledge sharing in open source software projects. Four deep cases are analyzed to develop a conceptual framework based on within-case and cross-case analysis. In terms of data collection, online (including skype meeting, email, email-list, IRC, forum, group meeting, etc) and offline (mainly with face-to-face discussion) activities are two major platforms. The research framework is that distributed innovation (independent variable) will influence shared knowledge (medium variable) and continue to affect the performance of OSS projects (dependent variable). During distributed innovation, developers located on the supply side will affect the shared knowledge from the aspects of Participative Motivation, Social Network and Organizational Culture. Meanwhile, users situated on the demand side will function from the view of user innovation.",Chen X.; Probert D.; Zhou Y.; Su J.,Conference Proceeding,"Proceedings of the 2015 Science and Information Conference, SAI 2015",2015-09-02,University of Cambridge;Tsinghua University,Influencing Factors ;  knowledge Sharing ;  Open Source Software Projects ;  User Innovation
‘Necessary to engineers of the new generation’: what is important for engineers to know?,"Interest in establishing programs of Liberal Studies in Engineering that are not designed to be accredited by Accreditation Board for Engineering and Technology (ABET) necessarily intersects with the larger issue of how understandings of the liberal arts and social sciences should be incorporated into B.S. engineering programs. Debate over how (or how much) engineering education should focus on science and mathematical instruction is a long one; it stretches back to the early twentieth century and encompasses the proselytizing of Vannevar Bush (1890–1974), a leader at Massachusetts Institute of Technology (MIT) and in the post-World War II creation of the National Science Foundation. Above all, Bush advocated ‘basic science’ as the root source of technological innovation in the modern world and he heralded science and math as the essential components of engineering education. The danger that engineering education which emphasizes – or gives credence to – the humanities and social sciences can be viewed as ‘engineering lite’ is not illusory and represents a perspective commonly held by leaders in engineering education. Unfortunately, a danger that might accompany the proliferation of programs in Liberal Studies (B.A.) in Engineering is that B.S. program administrators will perceive such programs as the only place where non-mathematical and non-scientific concerns and issues should be engaged within a broad-based engineering curriculum.",Jackson D.,Journal,Engineering Studies,2015-09-02,Lafayette College,engineering education ;  John R. Freeman ;  liberal arts ;  social sciences ;  Susan Silbey ;  Vannevar Bush
The role of serendipity in legal education: A living curriculum perspective,"This article evaluates the challenges of modular redesign and the potential contribution of serendipity in legal education by advancing a “living” curriculum model. The archaeology of the curricular redesign process is excavated by exploring the conditions influencing and constraining curricular redesign. Whilst this study is primarily located within the theoretical context of curricular redesign, it is also rooted in both the practice of law and higher education literature. A key concern of this research is to consider the under-explored interaction between serendipity and curricular design with a particular focus on how the surrounding serendipitous conditions proved timely and welcome in creating an unanticipated opportunity for such redesign. There remains a surprising dearth of research evaluating the influence of serendipity in legal education generally and, more specifically, with respect to the challenges of module redesign and delivery. This article uncovers a research agenda with themes concentrated on the role of serendipity in curricular design and how “real world” relevance can be incorporated into module redesign and delivery. It is suggested that serendipity-sensitive curricula which acknowledge current debates within law and the contemporary contexts within which law operates enhance students’ capacity to recognise the relevance and applicability of their legal knowledge. By remaining alert to the potential for serendipitous innovation in curricular redesign and by re-engineering curricula to facilitate serendipity, legal academics can enhance the incorporation of “real world” relevance into academic teaching.",Kelly G.,Journal,Law Teacher,2015-09-02,Faculty of Humanities & Social Sciences,
The impact of social capital on mass customisation and product innovation capabilities,"Social capital with customers has three dimensions: structural, relational and cognitive capital. We propose a research model on the joint effects of the three dimensions of social capital on mass customisation capability (MCC) and product innovation capability (PIC). The hypotheses are empirically tested using structural equation modelling and data collected from 276 manufacturing firms in China. The results show that the three dimensions of social capital contribute to MCC and PIC development through different mechanisms. In particular, cognitive capital has a significant impact on MCC; relational capital significantly influences PIC; and structural capital indirectly associates with both MCC and PIC. We also find that structural capital enhances both relational and cognitive capital. MCC improves PIC and fully mediates cognitive capital's effect on PIC. The findings extend current understanding about the complex interrelationships among structural, relational and cognitive capital and how to develop MCC and PIC by investing in social capital.",Zhang M.; Lettice F.; Zhao X.,Journal,International Journal of Production Research,2015-09-02,Norwich Business School;China Europe International Business School;South China University of Technology,mass customisation ;  product innovation ;  social capital
Bridge research and development for 30 years,"This book introduces 53 bridges that the author designed during his period teaching at Dalian University of Technology (1984-2014). The bridges have unique features; some bridges are the first of their kind in China, while the others are the biggest in size. For example, Jinma Bridge is the longest single concrete, single-plane, cable-stayed bridge in the world and Xinghai Bridge is the first double-deck, steel truss suspension bridge being constructed in the Sea of China. Innovation and reasonable structure designs must meet the requirements of applicability, economy, safety, artistic appearance and endurance. Innovation and rational stress are the main concern when considering bridge functionality. Only innovation can make new bridges surpass previously designed bridges. Only rational stress can save materials and reach the requirements of economy, safety and endurance. Teachers, students and engineers engaged in bridge engineering will be inspired from the designing concepts and methods within this book. The author compiles thirty years of work and dedication in the field and shares his discoveries with the readers who are interested in bridge design and functionality.",Zhe Z.,Book,Bridge Research and Development for 30 Years,2015-09-01,Dalian University of Technology,
Preparing next generation of software engineers for future societal challenges and opportunities,"As a global community we are facing number of existential challenges like global warming, deficit of basic commodities, environmental degradation and other threats to life on earth, as well as possible unintended consequences of AI, nano-technology, biotechnology, and similar. Among world-wide responses to those challenges the framework programme for European research and technological development, Horizon 2020, have formulated the Science with and for Society Work Programme, based on Responsible Research and Innovation with a goal to support research contributing to the progress of humanity and preventing catastrophic events and their consequences. This goal may only be reached if we educate responsible researchers and engineers with both deep technical knowledge and broad disciplinary and social competence. From the perspective of experiences at two Swedish Universities, this paper argues for the benefits of teaching professional ethics and sustainable development to engineering students.",Dodig-Crnkovic G.,Conference Proceeding,"7th International Workshop on Social Software Engineering, SSE 2015 - Proceedings",2015-09-01,Chalmers University of Technology,Engineering Ethics ;  Ethics ;  Innovation ;  Research Ethics Computer ;  Responsible Research and ;  Social Software Engineering ;  Sustainable Development ;  T-shaped Engineer
From Evidence to Impact: Recommendations for a Dissemination Support System,"While finding effective solutions to child and adolescent health problems is very much a scientific endeavor, getting those solutions into widespread practice largely is not. This paper applies lessons from business and engineering to highlight the shortcomings of current approaches to science translation. In challenging the status quo, the paper introduces and defends three propositions: that many evidence-based programs are not worth disseminating; most research-tested versions of programs are not ready for widespread use; and most intervention developers and testers make poor disseminators. These propositions provide the basis for recommending three components of an enhanced dissemination support system, and the conceptualization of a new model to disseminate evidence-based solutions to promote child and adolescent health.",Kreuter M.; Wang M.,Journal,New directions for child and adolescent development,2015-09-01,"Washington University in St. Louis, George Warren Brown School of Social Work;Harvard T.H. Chan School of Public Health;School of Public Health;Health Communication Research Laboratory",
Project-Based Learning versus Cooperative Learning courses in Engineering Students,"This research presents the application of Project-based learning at the School of Engineering of the Catholic University of the North. Three projects were presented to students of different levels of Industrial Engineering and Computer Engineering degree in four undergraduate courses. The innovation in the application of the method is to create transversal work groups to develop multidisciplinary and challenging projects. The planning between courses allowed integrate knowledge, experiences and interests of the various team members. These projects were organized into the following 4 stages; conception, design, implementation and operation. Finally, educational assessment of the impact of Project-based learning methodology was confronted with the method of cooperative learning. The principal advantage of PBL is obtaining better skills and competences developed by students.",Fuertes Sanchez G.; Vargas Guzman M.; Soto Gomez I.; Witker Riveros K.; Peralta Muller M.; Sabattin Ortega J.,Journal,IEEE Latin America Transactions,2015-09-01,Universidad Católica del Norte;Universidad de Santiago de Chile,Engineering education ;  Learning systems ;  Project-based learning ;  Technological innovation
Comprehensive evaluation of the technology innovation capability of China's high-tech industries based on fuzzy borda combination method,"Technology innovation capability is a main driver in improving a country's industrial competitiveness. Development prospects and development speed are strongly dependent on industry innovation capability. Therefore, how to effectively and correctly evaluate the innovation capability of industry is of great importance. On the basis of previous research, this paper establishes an index system for evaluating the technology innovation capability of China's high-tech industries. The index is characterized by the objective evaluation of objects with measurable indexes. The fuzzy Borda method uses precise digital methods to handle fuzzy evaluation objects; therefore, more scientific and pragmatic quantitative criteria are obtained with qualitative and quantitative evaluation results. This paper is the first attempt to apply the fuzzy Borda combination method to high-tech industry innovation capability evaluation. We establish a fuzzy Borda combination model based on four kinds of single evaluation models. By making a combination evaluation, the disadvantages of a single evaluation method are avoided. In the end, based on the fuzzy Borda combination evaluation model, the real technology innovation data of 2013 is analyzed and the innovation capability of individual industry is ranked, which will provide useful guidance for decision-making administrators.",Hong Y.; Niu D.; Xiao B.; Wu L.,Journal,International Journal of Innovation Science,2015-09-01,North China Electric Power University,
Intellectual capital and technological innovation: The mediating role of supply chain learning,"This paper analyzes the influence of intellectual capital on firms' technological innovation, and the intermediary effect of supply chain learning in the relationship between different dimensions of intellectual capital and technological innovation. Using a questionnaire to survey 167 Chinese high and medium-high technological manufacturing firms, our research provides a new insight with interesting results. (1) Among the four dimensions of intellectual capital, only two dimensions, internal social capital and external social capital, exert positive effect on technological innovation; (2) Among the two dimensions of supply chain learning, learning from both suppliers and customers exerts a significant effect on technological innovation, and learning from the customer has a more significant effect; (3) A complete intermediary effect occurs from supply chain learning in the relationship among human capital, structural capital and technological innovation, while an incomplete intermediary effect occurs from supply chain learning in the relationship among external social capital, internal social capital, and technological innovation.",Zhang H.; Lv S.,Journal,International Journal of Innovation Science,2015-09-01,Tianjin University,
The commercialisation of university engineering projects: Entrepreneurship processes and practices,"The wider context in which technology innovation takes place includes innovation that occurs at various levels within a national innovation network. The national innovation network recognises the role of Universities and other public sector organisations in developing more basic research. However, universities and government agencies may also contribute to more practical technological developments by better utilising students' projects. The focus of this chapter is the commercialisation of university student engineering or design projects including examples of developmental processes and practices in the UK and Malaysia. These highlight the role of universities (staff and resources) in supporting and facilitating entrepreneurship which often necessitates external networking with industry contacts.",De Coster R.; Taib S.,Book,Competitive Strategies for Academic Entrepreneurship: Commercialization of Research-Based Products,2015-09-01,Brunel University London,
The Role of Human Capital in University-Business Cooperation: The Case of Mexico,"The interaction between industrial firms and academia has long been extremely weak in Mexico in spite of the manufacturing revival sparked by NAFTA since 1994. This situation is paradoxical given the persistent efforts from the Mexican State to encourage university-industry linkages. Over the years, this uncoupling has produced two effects: on the one hand, university research has followed its own agenda, mainly driven by scientists’ interests based on their career tracks, and on the other hand, most firms lack research and development capabilities because they have preferred to seek abroad for technological advice. Because human capital plays a crucial role in this phenomenon, we then focus on answering the following question: to what extent are Mexican industrial firms able to harness university knowledge? Analyses carried out on a survey of 39,336 enterprises, which were collected by the National Institute of Statistics and Geography (INEGI), suggest that larger firms are more capable of absorbing the knowledge generated by universities thanks to their higher level of human capital, whereas smaller firms face harder challenges to harness academic knowledge because of their lack of qualified engineers and technicians that can help them to address their innovative endeavours. The implication of these results for public policy is that collaboration between industry and academia in Mexico can be encouraged by selectively supporting the hire of relatively low-trained engineering graduates and technicians, whereas universities should also be able to promote key programming skills, technical training, infrastructure skills and even sales training and negotiation skills, much earlier in the academic process.",Merritt H.,Journal,Journal of the Knowledge Economy,2015-09-01,Instituto Politécnico Nacional,Absorptive capacity ;  Human capital ;  Industrial innovation ;  Mexico ;  University-industry cooperation
Status and challenges of intellectual property rights in agriculture innovation in India,"The present study is an attempt to analyse the overview and impact of intellectual property rights (IPRs) on agricultural innovation in India. This paper examines the patenting activity to identify current innovations in crop farming in India. In the case of granted patents, majority of the patents belong to the area of plant growth. It explores the specificities of patent portfolios and its scope of future innovations in the agriculture engineering sector. But there are still unanswered questions about whether emerging and evolving IPR regimes in developing countries will contribute to enhance agricultural productivity. This paper attempts to answer some of these questions by tracing the effects of IPRs on private investment in crop genetic improvement and in turn, on agricultural productivity. However, the research looks at the prospect of India as a developing country to boost its current intellectual property (IP) framework and legislation in order to develop its agricultural technology. Hence, it focuses on whether there is a single system as a model of IP regime to enhance agriculture production in India. The research is based on secondary data.",Kumar V.; Sinha K.,Journal,Journal of Intellectual Property Rights,2015-09-01,Central University of Gujarat,Agricultural innovation ;  Intellectual property rights ;  Patent ;  Research and development ;  Technology
Security tests and attack experimentations of ProtoGENI,"Tests and experiments to investigate selected security issues through ProtoGENI are conducted throughout this paper. The ProtoGENI is through its Spiral 1 time period, which primarily focuses on developing control and aggregating functions, up to the beginning of Spiral 4 time period now. Spiral 4 focuses on the transition from a rapid-prototyping effort to a 'real GENI' that supports network research experimentation. Owing to the lack of security related functions in the ProtoGENI's initial status, there is a necessity to explore the security vulnerabilities of ProtoGENI. Throughout the past several Spiral time periods, we designed four major sets of security tests and experiments, to examine certain types of its security vulnerabilities. All of the above tests and experiments showed that it is very possible that ProtoGENI nodes may render vulnerabilities to these attacks.",Gao J.; Xiao Y.; Rao S.; Shalini F.,Journal,International Journal of Security and Networks,2015-09-01,Department of Computer Science,Attacks ;  GENI ;  Global environment for network innovations ;  ProtoGENI ;  Security
Special issue: Materials research at Tianjin collaborative innovation center of chemical science and engineering,,Gong J.; Chen J.; Zhao N.; Liu Y.,Journal,Advanced Materials,2015-09-01,Tianjin University;Nankai University,
How to thrive in the era of collaborative services entrepreneurship,"Services have been steadily displacing products in industrialized economies for a half century-which is not to say that products are going away; rather, they are going into services. Cheap sensors and ubiquitous connectivity are accelerating this trend. For technology-based firms, these conditions create many opportunities to participate in productservice business ecosystems. For industrial firms to thrive in this environment, they must be able to explore in the market with partners and customers. That is, they must learn to navigate partner uncertainty and end user uncertainty at the same time. This balancing act can be thought of as collaborative services entrepreneurship. The keys to success are establishing the fi rm's strategic boundaries and developing early business-model validation methods. This article illuminates those capabilities and shows how two (or more) firms can act in concert while each acts in its own self-interest.",Ogilvie T.,Journal,Research Technology Management,2015-09-01,Peer Insight,Business model innovation ;  Platform strategy ;  Product-services ecosystem ;  Services innovation
Innovation and Wearable Computing: A Proposed Collaborative Policy Design Framework,"The rapidly expanding market for wearable computing devices (wearables), driven by the confluence of information and communication technology and public acceptance of a design aesthetic, suggests nearly limitless potential for consumer uses. As adoption of wearables spreads, there are cultural and social impacts that represent both barriers and opportunities, with subsequent public policy ramifications. All too often designers, technologists, and policymakers operate independently; consequently, often products are out of sync, lack interoperability, or are hindered by well-meaning (but obstructive) policy. This article proposes a collaborative policy design framework, based on initial trials undertaken at a multidisciplinary collaborative engineering center, the Wireless Rehabilitation Engineering Research Center. The proposed collaborative policy design process will enhance the development of wearable devices and guide interdisciplinary collaborators as they explore the various implications and effects of device design in social, technological, and regulatory contexts.",Baker P.; Gandy M.; Zeagler C.,Journal,IEEE Internet Computing,2015-09-01,Georgia Institute of Technology,design for wearability ;  Internet/Web technologies ;  public policy issues ;  social issues ;  wearable computers
Responsibility and intellectual property in synthetic biology: A proposal for using Responsible Research and Innovation as a basic framework for intellectual property decisions in synthetic biology,IP schemes could play an important role in fostering Responsible Research and Innovation in synthetic biology to find solutions for societal problems. The iGEM could become a proving ground to test how IP and open source can influence research.,König H.; Dorado-Morales P.; Porcar M.,Journal,EMBO Reports,2015-09-01,Karlsruher Institut für Technologie;Institut Cavanilles de Biodiversitat i Biologia Evolutiva;Universitat de València,
A molecular pharmacologist's guide to G protein-coupled receptor crystallography,"G protein-coupled receptor (GPCR) structural biology has progressed dramatically in the last decade. There are now over 120 GPCR crystal structures deposited in the Protein Data Bank of 32 different receptors from families scattered across the phylogenetic tree, including class B, C, and Frizzled GPCRs. These structures have been obtained in combination with a wide variety of ligands and captured in a range of conformational states. This surge in structural knowledge has enlightened research into the molecular recognition of biologically active molecules, the mechanisms of receptor activation, the dynamics of functional selectivity, and fueled structure-based drug design efforts for GPCRs. Here we summarize the innovations in both protein engineering/molecular biology and crystallography techniques that have led to these advances in GPCR structural biology and discuss how they may influence the resulting structural models. We also provide a brief molecular pharmacologist's guide to GPCR X-ray crystallography, outlining some key aspects in the process of structure determination, with the goal to encourage noncrystallographers to interrogate structures at the molecular level. Finally, we show how chemogenomics approaches can be used to marry the wealth of existing receptor pharmacology data with the expanding repertoire of structures, providing a deeper understanding of the mechanistic details of GPCR function.",Piscitelli C.; Kean J.; De Graaf C.; Deupi X.,Journal,Molecular Pharmacology,2015-09-01,Heptares Therapeutics Ltd;Amsterdam Institute of Molecular and Life Sciences;Paul Scherrer Institut,
Technology and external conditions at play: A study of learning-by-licensing practices in China,"Abstract Learning-by-licensing is a widely used strategy to build technological capabilities. The previous research has often focused on the learning process from the perspective of the technology recipient based on single-level analyses at either the organizational level or the regional level. Relatively little is known about the interactions between cross-level factors. In this study, we look at both the attributes of licensed technology and the external conditions in which the licensee operates, investigating how they interact in the learning-by-licensing process. Based on a unique Chinese dataset, our empirical results reveal that the external technological conditions surrounding licensee firms exert a positive impact on the relationship between licensee innovation performance and technology attributes in terms of both technological complexity and technological generality.",Wang Y.; Zhou Z.; Ning L.; Chen J.,Journal,Technovation,2015-09-01,School of Business and Management;Business School of Sichuan University;Tsinghua University School of Economics and Management;Shanghai University of Finance and Economics,China ;  External technological conditions ;  Technological learning ;  Technology attributes ;  Technology licensing
Quo vadis cyber-physical systems: Research areas of cyber-physical ecosystems,"Many technological innovations from the research area of dynamic adaptive systems or IT ecosystems are already established in current software systems. Especially cyber-physical systems should benefit by this progress to provide smart applications in ambient environments of private and industrial space. But a proper and methodical engineering of cyber-physical ecosystems (CPES) is still an open and important issue. Traditional software and systems engineering facilities (system models, description languages, or process models) do not consider fundamental characteristics of these ecosystems as openness, uncertainty, or emergent constitution at runtime sufficiently. But especially these aspects let blur the line of system boundaries at design time. The diverse components of CPES have essential impacts on the engineering of CPES as well, concerning time synchronizing, execution control, and interaction structure. Self-balanced control in CPES promises new application possibilities, but also needs new engineering techniques concerning the overall engineering process, including requirements engineering and runtime verification. In this position paper we survey and summarize the dimensions of challenges in applying control theory for the engineering of cyber-physical ecosystems.",Bartelt C.; Rausch A.; Rehfeldt K.,Conference Proceeding,"1st International Workshop on Control Theory for Software Engineering, CTSE 2015 - Proceedings",2015-08-31,Technische Universität Clausthal,Control theory ;  Cyber-physical systems ;  Self-balanced control ;  Software ecosystems ;  System-of-systems ;  Systems engineering
