Title,Abstract,Author,Aggregation_Type,Publisher,Publication_Date,Institutions,Keywords
NSF CAREER: Towards a framework for engineering student innovation,"The ability to innovate is essential in the rapidly evolving technological landscape. Many efforts have been made in engineering education to support student innovation (e.g., innovation and entrepreneurship programs and targeted courses). Yet, research on how engineering students approach and experience innovation has been limited. In this CAREER project we conducted a series of empirical studies using interviews, think-aloud protocols, and surveys to examine engineering students' innovation skills, views of the innovation process, and experiences that supporedt their development of innovative competencies. Informed by these studies, as well as the broader body of literature, we developed a framework for engineering student innovation that can guide instructional practices to support student innovation. In this paper, we present this framework with supporting evidence from recent and ongoing studies.",Purzer S.; Fila N.; Bohlin A.,Conference Proceeding,"ASEE Annual Conference and Exposition, Conference Proceedings",2017-06-24,Purdue University,
Course modules designed for creativity training in materials Engineering education,"One of the challenges for us is to excite creativity and innovation in the Engineering education by emerging the design courses. The objectives of designing courses for engineering is to teach students the aesthetics and critical thinking with creativity. In this study, we merged two design-based courses modules into the original course curriculum to promote the creativity of students in the field of material engineering. The course module (I) ""User-Centered Design-Problem Definition"" was offered based on the product and user oriented design aspects. The other course module ""Experiential Manufacturing and Material Aesthetics"" was proceeded through project-based learning activities. The two course modules were combined into relevant course, Project Laboratory (1) & (2), on the spring semester (2016) as an elective course to undergraduate students. Students should submit their research portfolios and final report of the program with a device or material system and they also needed to show their achievements by oral or poster presentation in a workshop. Summative assessments of student's performance as well as the effectiveness determined for taking the Project Laboratory (1) & (2) courses was evaluated at the end of the semester. In this study, students' creativity were assessed by means of a rubric adapted from the Consensual Assessment Technique (ITC). There were 87 students taking the Project Laboratory (1) & (2) courses in the third and fourth years, respectively. Among them 29 students attended the project under guidance with the two course modules and achieved a higher average score (>3.0/4.0) in every assessed criterion than other students. ""Motivation"" seems to be the key for students to bring their potential into play. Students became more confident to face and deal with the laboratory problems after training with the two design-based course modules. It is widely accepted for students' comment that introduction of the design-based courses make the course more lively and interesting. These course modules make them to think about the origin properties of materials and creativity in applications.",Hu Y.; Chen A.; Chen Y.; Yang C.; Yeh C.,Conference Proceeding,"ASEE Annual Conference and Exposition, Conference Proceedings",2017-06-24,Tatung University,
The engineering education maker identity project: A look at the first year,"The LBJ Institute for STEM Education & Research at Texas State University launched a threeyear research study to examine how university Maker Spaces might affect student identity formation and self-efficacy, and how these experiences can be leveraged to serve as a potential pathway to engineering. The primary experimental work for this research aims to: 1) discover key concepts and principles that particularly enable a more diverse group of students to leverage creativity and innovation toward success in engineering careers; 2) discover specific learning models that involve both STEM university students and pre-service teachers in order to develop teamwork, self-efficacy, communication, and identity formation in the Maker environment; 3) pilot instruments to measure the impact of such programs on students' self-efficacy, communication, and identity formation and 4) understand to what extent students who use the maker space for a class project become regular users of the space. This paper reports on the progress and findings from the first year of implementation. Maker Space user log in data will be analyzed as will preliminary results of student surveys. Further, the paper will describe the integration of making-based projects into engineering design and educational technology courses.",Talley K.; Ortiz A.; Sriraman V.; Smith S.,Conference Proceeding,"ASEE Annual Conference and Exposition, Conference Proceedings",2017-06-24,Texas State University,
Engineering a culture of engagement,"This paper presents the current status of a research project underway at Montana State University investigating student ""dis-engagement"" and how it relates to a student's ultimate motivation to enter the engineering workforce. This research aims to understand why engineering students show less and less concern over time for how engineering contributes to public welfare. Prior work has shown that when the engineering profession is viewed as one that holds only agentic value (i.e., advancement only for one's self), it is often unappealing to certain student groups, especially women and first generation college students. If interventions can be implemented that change the value system among engineers to create a culture that views engineering as having important prosocial, communal value, this cultural shift will have a transformative impact on the formation of engineers by attracting a more diverse population into the profession. This will in turn spur innovation and support an inclusive engineering workforce. This two-year project is currently in its first year through funding from the National Science Foundation's Research Initiation in Engineering Formation (RIEF) program. This paper will present the initial findings of a comprehensive survey deployed in a 100-level, electrical engineering course to measure student attitudes about, stereotypes of, and overall level of (dis)engagement in engineering. This paper will benefit engineering educators interested in improving student persistence, retention, and graduation rates through cultural interventions. The ultimate goal of this work is to contribute to the body of knowledge of how to produce graduates that choose to stay in the engineering workforce with a commitment to benefiting society through their work.",Lameres B.; Smith J.,Conference Proceeding,"ASEE Annual Conference and Exposition, Conference Proceedings",2017-06-24,Montana State University,
Online based innovation - Online tools and teaching to support global collaboration and distributed development projects,"This paper is based on work done at IdeaSquare, an innovation experiment at CERN, the European Organization for Nuclear Research. Challenge Based Innovation-course (CBI) is a 4-6 months long format developed by IdeaSquare and collaborating universities. During the course, graduate students visit CERN for 3-4 weeks, and rest of the project is distributed globally in the premises of the participating universities. This paper focuses on the second iteration of the course, which was done in collaboration with 7 universities, across 8 time zones and with 46 students from engineering, business and product design. The main research question of this paper is, what elements should be considered when scaling such a project from small and partly co-located ""Challenge Based Innovation"" to bigger and fully distributed ""Online Based Innovation"" while maintaining the strong connection with fundamental research at CERN to inspire new solutions for the targeted societal challenges. The research question is approached by analyzing the usage and results of an experimental online collaboration platform put together by the author, and the remote interactions of the participating 46 students during the course in 2014-2015. In addition, this paper introduces recommendations for setting up such a global collaboration project and to optimize the learning experience and collaboration aspects for the participating students.",Kurikka J.,Conference Proceeding,"ASEE Annual Conference and Exposition, Conference Proceedings",2017-06-24,Aalto University,
"Getting ""there"": Understanding How innovation and entrepreneurship become part of engineering education","The investments made to change engineering education in the US are immense, as anyone who has perused NSF's annual reports quickly realizes. As Giersch notes (2014), significant change requires attention to at least two dimensions: equipping individual faculty with effective tools and approaches, and working on an institutional level to scale and sustain improvement. How to operationalize this conceptual understanding is still elusive, however - both individuals and organizations tend to resist change, and the prospect of doing both simultaneously is daunting. This paper presents the results of new research on a national network of universities engaged in an effort to embed innovation and entrepreneurship in undergraduate engineering education, in an attempt to ""look under the hood"" at the process of change. While innovation and entrepreneurship serves as the primary lens for this research, the lessons learned may be of value to engineering education transformation more generally, and perhaps also to transformation in other disciplines. Previous articles examining the work of this network have summarized the types of activities that have been initiated at the institutions; this paper will update that information and move beyond to examine the work of change itself, with particular focus on these dimensions: • Change as a team effort: How do team size and composition impact the effectiveness of transformation initiatives? How can teams organize their work to maximize their chances of success? • Leading change: How do leaders of teams working in these initiatives approach their work? Are there particular leadership attributes or attitudes that can accelerate change? • The context of change: What impact do institutional context factors, such as college or university leadership transitions, have on engineering education transformation efforts? In addition to presenting the results of research currently underway, the paper will suggest areas in which additional research is needed. The research presented here is not focused on the ways in which innovation or entrepreneurship are or should be taught - only with the question of how I&E offerings become embedded in the engineering education experience.",Nilsen E.; Morrison E.; Asencio R.; Hutcheson S.,Conference Proceeding,"ASEE Annual Conference and Exposition, Conference Proceedings",2017-06-24,College of Engineering;Purdue University,
Career certainty: Differences between career certain and uncertain engineering students,"To gain a deeper understanding of the career decisions of undergraduate engineering students, this research paper explores the differences between students who show a high degree of career certainty and those who are rather uncertain about what their professional future should look like. These analyses were based on a dataset from a nationwide survey of engineering undergraduates (n=5, 819) from 27 institutions in the United States. The survey was designed with an interest in understanding engineering students' career pathways. For the purpose of this study, students were designated as either ""career uncertain"" or ""career certain"" according to their survey answers. Those two groups were then compared against a variety of background characteristics, past experiences and personality variables. The results suggest that career uncertain and career certain students do not differ on background variables such as gender, age or family income. However, when it comes to students' past experiences, the percentage of students who had already gained internship experiences during their time in college was significantly higher among career certain students as compared to career uncertain students. As expected, seniors were more certain about their professional future than juniors. Similarly, a higher percentage of career certain students reported talking about their professional future with other students or faculty members more frequently. Furthermore, career certain students were significantly more likely to show a higher level of innovation self-efficacy and engineering task self-efficacy. In addition, career certain students were more likely to have career goals that involved innovation and they also considered several job characteristics as more important than did uncertain students. On average, career certain engineering students were also more certain about staying in engineering one, five and ten years after graduation. Overall, the results of this research suggest that more hands-on experiences and fostering stronger beliefs in their engineering skills can contribute to undergraduates becoming more certain about their future professional careers.",Schadl B.; Sheppard S.; Chen H.,Conference Proceeding,"ASEE Annual Conference and Exposition, Conference Proceedings",2017-06-24,Stanford University,
Unpacking latent diversity,"This theory paper explores how diversity apart from social identities like race and gender is framed in the engineering education literature and how these concepts promote a different but compatible approach to understanding diversity-latent diversity. Latent diversity is a new approach to diversity work that captures underlying affective and cognitive differences that provide potential sources for innovation but are not visible. This approach does not examine other non-visible social identities like sexual orientation, first-generation status, socioeconomic status, etc. Prior literature suggests that diversity in approaches, problem solving, and ways of thinking improve innovation in engineering design more reliably than does diversity along the lines of age, race, gender, etc. However, the process of enculturating students into engineering through engineering curriculum often creates homogeneity in students' approaches to problems, ways of thinking, and attitudes. In this paper, I explore a limited set of existing research on diversity from these underlying perspectives including identities, alternative ways of thinking and being, motivation, cognitive diversity, and innovation and creativity. This work synthesizes the findings of these studies to paint a rich picture of how students develop different attitudes and skills to navigate their paths within engineering. Additionally, this work provides an evidence-based argument for the importance of recognizing and understanding latent diversity to promote a more inclusive environment in engineering and recruit, educate, retain, and graduate more innovative and diverse engineers. This paper opens the conversation about a new, but complementary, focus for developing a STEM workforce rich in talent and capable of adapting to the changing STEM landscape.",Godwin A.,Conference Proceeding,"ASEE Annual Conference and Exposition, Conference Proceedings",2017-06-24,College of Engineering,
Scaling a faculty professional development program to multiple disciplines through disciplinary communities of practice evolving from evidence-based workshops,"For more effective teaching and learning in undergraduate engineering education, there is a strong need for faculty professional development to instruction from instructor-centered, information-transmission teaching by lecture to more student-centered, conceptual-change learning by active learning through student engagement. The National Science Foundation IUSE (Improving Undergraduate STEM Education) program has funded a large-scale faculty development program at a large southwestern university called Just-in-Time-Teaching with Two Way Formative Feedback for Multiple Disciplinary (JTFD) Programs. The project scales to seven engineering disciplines with 84 faculty using a train-the-trainer model to engage faculty in year-long apprenticeships with a semester of eight biweekly workshops followed by a semester of six biweekly mentor-supported classroom innovation implementation. Prior project research has shown that evidence-based practices such as student engagement, contextualization of content, and two-way formative feedback can improve student attitudes, achievement and persistence. Research also shows that changing faculty teaching beliefs toward evidence-based strategies and practices can be difficult, but the transition can be eased when disciplinary communities of practice support faculty while they are changing their beliefs and practices. The personal interactions that occur within and between the disciplinary communities of practice are being characterized in JTFD with social network analysis (SNA) and will be correlated to shifts, across time, in the beliefs and practice of the faculty toward student-centered instruction. Prior project SNA research has shown faculty who are socially better connected to one another also teach with more student-centered classroom practices, as found from classroom observations. This was assessed by a tool called Reformed Teaching Observation Protocol (RTOP) which has 25 items related to evidence based practice and is used by trained observers to assess classroom practice. Faculty beliefs and classroom practice are being assessed in JTFD with surveys, open ended questions and classroom observations. Faculty motivation is being assessed with a new survey using expectancy-value theory. The impact of faculty changes in classroom practice results have been collected during the spring 2016 term from four pairs of disciplinary leader trainers who completed the eight workshops. One result showed that the effect of the eight workshops on faculty's student-centered classroom practice, as measured by RTOP, was an improvement between 34% and 65%. Another result showed that, for two faculty, compared to the same class for a prior semester, significant gains in the student grade ratio (the ratio of A's plus B's to C's plus D's plus E's plus W's). Thus, the cohort of eight faculty trained during the Spring 2016 semester shifted their practice significantly from teacher-centered instruction to student-centered learning as shown by the classroom observation RTOP results. Because of the limited number of participants other measures of change in faculty beliefs and motivation were positive, but did not show statistical significance. Future cohorts with larger numbers of participants can reveal correlations between faculty beliefs, motivation and classroom practice.",Krause S.; Middleton J.; Hjelmstad K.; Judson E.; Culbertson R.; Ankeny C.; Chen Y.; Ross L.; Mayled L.; Lopez E.; Park Y.; Smith B.,Conference Proceeding,"ASEE Annual Conference and Exposition, Conference Proceedings",2017-06-24,"University of California, Berkeley;Arizona State University;California State University, Fullerton",
UNL summer REU program in biomedical devices,"We report results of a multi-year summer undergraduate research program (REU) focused on diagnostic and therapeutic biomedical devices. The goals of the project include fostering independent research skills, recruitment from underrepresented groups and/or schools with limited research opportunities, and professional development particularly targeting entrepreneurship and innovation. Pre/post surveys and focus group interviews were conducted to collect data from participants. Students strongly indicated that the program was an important bridge between their undergraduate and graduate careers and that important knowledge, skills, and interests were developed as a result. One of the main self-perceived deficiencies of students entering the program was technical communication, and gains were achieved in this area by structuring biweekly program-wide meetings around developing relevant skills. We found that one of the key indicators of a successful summer research experience is early contact between the student and the faculty mentor and/or graduate student mentor prior to the start of the research experience, and regular contact thereafter. We also determined that for purposes of engagement, it is important to provide hands-on activities from the beginning (in parallel with research training that supports the later phases of the summer project), even if these hands-on activities do not bear directly on the longer-term research goals. Finally, we found that exposure to professional development activities involving industry and technology transfer themes resulted in increased self-efficacy related to the ability to innovate in students' chosen field. A mixture of quantitative and qualitative survey results are presented to support these findings.",Nelson C.; Bashford G.,Conference Proceeding,"ASEE Annual Conference and Exposition, Conference Proceedings",2017-06-24,University of Nebraska–Lincoln,
Classroom education using animation and virtual reality of the Great Wall of China in Jinshanling,"The field of virtual reality (VR) has provided many useful aids in the academic setting due to the user-friendly control of realistically immersive 3D simulation. Some examples include virtual simulation (e.g., simulation of a medical surgery for medical students), component and environment construction (e.g., assembly of an automotive engine for mechanical engineering students), and data visualization (e.g., a virtual building site project for construction engineering students). However, certain specific avenues of study have yet to catch up with education as a whole with regards to such innovations, so rectifying this could be instrumental for topics where these innovations could be invaluable - especially in the engineering sector. For example, there is little research on the use of virtual reality in the education on ancient construction engineering, as most applications tend to focus on modern works of construction. For this specific reason, this research concerns a state-of-theart virtual reality simulation of the ancient construction methods of the Jinshanling region of the Great Wall of China, which collects and presents the most up-to-date information regarding these processes, as a case study for classroom education. The virtual environment described in this paper allows the students to view the construction method of the Great Wall from different angles and analyze this process more clearly, compared to traditional photos or static digital modeling images. The use of VR is relevant to modelling the originally constructed structure from the currently damaged condition of the wall. The Jinshanling section of the Great Wall is located in the Luanping County of Hebei, China. This section of the wall was first built in the beginning of the Ming Dynasty in AD 1368, and later renovated in approximately AD 1569; it comprised the closest section of the wall to Beijing (China's capital during the Ming Dynasty), a mere 150 km away from the capital, thus requiring reinforcement against invasion. This explains the complex construction methods of this Jinshanling section - an outer layer of foundation stones and bricks and an inner layer of rubbles and rammed earth. The data used for the modeling processes was obtained from measurements taken from both site visits and literature search. The authors used Dassault Systèmes SOLIDWORKS 3D CAD design software to reconstruct the damaged monument in a piecewise, bottom-up fashion, since SOLIDWORKS has an excellent display on curved surfaces and thus has an outstanding animated visualization of the step-by-step construction process. The SOLIDWORKS assembly also verified which sequences of construction were most logical. SketchUp (with Google Earth) was used for extraction of the existing terrain of the Jinshanling section of the Great Wall. The final 3D assembly along with the terrain were transferred to and coded in Unity (a gaming engine) to create a VR simulation using the Oculus Rift (a VR headset) and an Xbox controller, allowing students to examine the construction process in a virtual environment. A walkthrough of the wall would allow students to inspect the wall in a virtual environment. Thus, this study is expected to allow students to immerse themselves in the virtual erection process of ancient structures in a classroom setting.",Yang J.; Tan F.; Tan A.; Parke M.,Conference Proceeding,"ASEE Annual Conference and Exposition, Conference Proceedings",2017-06-24,The Ohio State University,
A pretest-posttest quasi-experimental study for a game intervention in an Undergraduate wireless communications course,"The importance of preparing the next-generation workforce in engineering cannot be overstated. Undergraduate engineering education is vitally important to this venture and must undergo continuous improvements to meet dynamically changing needs in industry research and development. Of the many areas of engineering that benefit from pedagogical innovations, this study focuses on the context of teaching wireless communications. Wireless communications is a dynamic field, responsible for advances in cellular, Wi-Fi, Bluetooth, and other technologies and systems using the wireless medium for communications. Engineers recruited by industry are expected to design new and innovative systems for wireless technologies as the field continues to expand in its applications, which include mobile devices, peripherals, and networks. This constantly changing and evolving industry in wireless communications requires undergraduate engineering students to learn more advanced engineering concepts. We argue that sophisticated principles can be effectively introduced at the undergraduate level. Current state-of-the-art technologies normally taught to graduate students are now being explored in undergraduate education, and novel methods of instruction are necessary to provide a scaffold for advanced learning at the undergraduate level. To enhance learning as interactive decisional AIDS, serious games in education are proposed to better educate, motivate, and engage students. Games may also be used to acquaint students with machine thought in a robust manner. In this research, a game exploring wireless communication concepts is created. A quasi-experimental study is then performed to determine the effects of an intervention of access to a wireless communication concepts and interactive quiz game on student performance using numerically scored quizzes. This was implemented in a wireless communications course of 30 students in an undergraduate engineering program. Nonparametric comparative analyses are performed to determine the effect of the game intervention so as to answer the following research question: What is the change in student performances in an undergraduate communications course that uses a game intervention to deepen understanding of wireless topics in the course material?.",Sheridan J.; Goff R.; Dietrich C.; Marojevic V.; Polys N.; Buehrer R.,Conference Proceeding,"ASEE Annual Conference and Exposition, Conference Proceedings",2017-06-24,Virginia Tech College of Engineering;Virginia Polytechnic Institute and State University,
Industry funded research impacts on engineering faculty's research experiences: A review and synthesis of the literature,"Participation in industry funded research can have significant impacts on faculty's research experiences. As industry funded research tends to have different characteristics than government funded research, i.e. industry funded research is relatively short term, deadline driven, more applied, and more focused on commercial outputs than government funded research, these characteristics can lead to measurable impacts on faculty research experiences when participating in industry funded research. This is especially true for Engineering at R1 institutions, where industry funded research is a much higher percentage of R&D expenditures than overall industry funded university R&D expenditures (typically 10-25% for Engineering alone, compared to about 6-8% of the university overall). This paper examines the existing literature for impacts on Engineering faculty's research experiences when participating in industry funded research, including research productivity as measured by publication output, innovation as measured by patent output, and the likelihood for collaboration with others. Results of the literature review will be synthesized for a better understanding of each of these impacted areas and where there are opportunities for further research on the subject.",Holloway E.; Oakes W.,Conference Proceeding,"ASEE Annual Conference and Exposition, Conference Proceedings",2017-06-24,College of Engineering,Engineering ;  Faculty ;  Industry ;  Literature review ;  Research
Community health innovation through an interprofessional course,"The broad goal of this interdisciplinary course is to allow pre-professional biology, pre-nursing, and engineering students to leverage MakerSpace technology to produce and communicate tangible solutions to current challenges in community health. For the past two iterations of the course students developed solutions to metabolic syndrome using MakerSpace technologies (3D printing, laser cutters/engravers, virtual reality, and related software). Communication between disciplines that impact each other, but may have different biases and goals, is important. This communication is facilitated through teamwork. In the course, students receive explicit training in problem solving techniques, teamwork, and communication. For example, students form their teams using the StrengthsFinders analysis to build on the individual strengths. Moreover, the teams watch a video on the challenger disaster to evaluate systemic reasons leading to failure in team decision making. Additionally, the MakerSpace is used to foster creative problem solving, collaboration skills, and knowledge of technologies that may shape their professions' future. The instructor's' role in the course is to serve as facilitators and guides while students work to develop their solutions. This process ensures that students take ownership of their project as an engaged team. It allows students to strengthen their problem-solving and collaboration skills. The interdisciplinary teaching team models the teamwork skills the students are learning. The aim is to promote interdisciplinary learning, foster teamwork, and improve student engagement. Other course objectives are to develop students' creative problem solving, empathetic design practices, communication skills, prototyping skills, and ethical reasoning. Students are expected to become proficient at the empathetic design process as well as interdisciplinary communication and teamwork. Creative problem solving, ethical reasoning, and realization of a product through prototyping are expected to be emergent skills that will need further refinement after the course. Research was conducted with consenting participants from the course using qualitative content analysis of student responses to prompts with the aim of assessing course outcomes. Results indicate that the multidisciplinary experience and use of and maker technologies enhance student learning and engagement, foster teamwork and interdisciplinary skills, and increase students' ability to innovate.",Nagel J.; Ludwig P.; Lewis E.,Conference Proceeding,"ASEE Annual Conference and Exposition, Conference Proceedings",2017-06-24,James Madison University,
How are threshold concepts applied? A review of the literature,"Funded by a recently awarded NSF RED grant, we aim to transform the curriculum and culture of a large electrical and computer engineering department with a model that foregrounds design and innovation to offer students a variety of pathways to a degree. We are developing a combination of approaches to create a program with disciplinary depth and a range of learning experiences, including a participatory design approach that involves not only curriculum redesign, but also engagement of faculty and students in industry and K-12 outreach. Through these combined approaches, we hope to increase the diversity of students entering the program, the variety of pathways through the program, and the kinds of careers graduates pursue. We begin with the goal of effectively employing the Threshold Concepts Framework to identify transformative targets for curricular revisions. Our first step in approaching the RED grant from the perspective of curriculum develop includes a literature review that both systematically canvases existing resources and summarizes and synthesizes themes that enable us to answer the following questions: 1. What research findings have been reported about threshold concepts across disciplines, in the field of engineering, and in electrical engineering, computer engineering, and computer science? 2. What are the perceived strengths and weaknesses of the threshold concepts framework, both in theory and practice? 3. Which methods are most effective for identifying threshold concepts? 4. How have threshold concepts been used to enact change? In exploring these questions, we investigate the history and evolution of the threshold concepts framework with attention to sociotechnical patterns such as whether and how ""professional"" and ""technical"" concepts are delineated. In terms of methodology, we consider whether data collection prompts guide people away from the center of their discipline, and whether there is less of a dichotomy between social and technical than often portrayed in engineering education narratives. Finally, we are employing a participatory design process in which we are not only asking department stakeholders to identify sites of threshold concepts, but also to enroll them in a grassroots, transformative effort. To that end, we explore ways that the process of understanding threshold concepts serves as an opportunity for dialog that can kick-start the culture shift of the department. This paper will be framed as a literature review beginning with the seminal three volume collection on threshold concepts (edited by subsets of the team Ray Land, Jan Meyer, Jan Smith, Caroline Baillie, and Michael Flanagan), a search of ASEE and Frontiers in Education proceedings, then concluding with the Education Research Complete database for other relevant articles between 2003 and 2016. In this review, we will (1) summarize the theory of threshold concepts, (2) identify what threshold concepts have been proposed in both Electrical and Computer Engineering, (3) explain how the concepts have been used in curriculum development to enact change, and (4) discuss how the existing literature will inform our participatory design process in revolutionizing the ECE department.",Reeping D.; McNair L.; Harrison S.; Knapp R.; Lester L.; Martin T.; Patrick A.; Wisnioski M.,Conference Proceeding,"ASEE Annual Conference and Exposition, Conference Proceedings",2017-06-24,Virginia Polytechnic Institute and State University;Institute for Creativity,
Extracurricular college activities fostering students' innovation self-efficacy,"This study examines the relationship between participation in extracurricular college activities and its possible impact on students' career interests in entrepreneurship and innovation. This work draws from the Engineering Majors Survey (EMS), focusing on innovation self-efficacy and how it may be impacted by participation in various extracurricular college activities. The term self-efficacy as developed by Albert Bandura is defined as ""people's judgment of their capabilities to organize and execute courses of action required to attain designated types of performances"" (Bandura, 1986, p.391). Innovation self-efficacy is a variable consisting of six items that correspond to Dyer's five discovery skills seen as important for innovative behavior. In order to investigate the relationship between participation in certain activities and innovation self-efficacy, the 20 activities identified in the EMS survey were grouped thematically according to their relevance to entrepreneurship-related topics. Students were divided into two groups using K-means cluster analysis according to their innovation selfefficacy (ISE.6) score. Cluster one (C1) contained the students with higher ISE.6 scores, Cluster two (C2) included the students with lower innovation self-efficacy scores. This preliminary research focused on descriptive analyses while also looking at different background characteristics such as gender, academic status and underrepresented minority status (URM). The results show that students in C1 (high ISE.6) have significantly greater interest in starting an organization (78.1%) in comparison to C2 students (21.9%) (X2=81.11, p=.000, Cramer's V= .124). At the same time, male students reported significantly higher ISE.6 scores (M=66.70, SD=17.53) than female students (M=66.70, SD=17.53) t(5192)=-5.220 p=.000 and stronger intentions to start an organization than female students (15% and 6.1 % respectively). Cluster affiliation representing innovation self-efficacy as well as gender seems to play a role when looking at career interest in entrepreneurship. According to Social Cognitive Career Theory, self-efficacy is influenced by learning experiences. In this work activities referring to hands-on activities in entrepreneurship and innovation are highly correlated with ISE.6 (r=.206, p=.000), followed by non-hands-on exposure to entrepreneurship and innovation. At the same time, students in C1 participated almost twice as often in hands-on activities in entrepreneurship and innovation (28.6%) as compared to students in C2 (15.2%). Interestingly in C1, there were no gender differences in participation in hands-on activities in entrepreneurship and innovation. Overall, female students (M=4.66, SD=2.5) participated in significantly more activities than male students (M=3.9, SD=2.64), t(5192)=9.65 p=.000. All in all, these results reveal interesting insights into the potential benefits of taking part in innovation and entrepreneurship-related activities and their impact on students' innovation self-efficacy and interests in corresponding careers.",Dungs C.; Sheppard S.; Chen H.,Conference Proceeding,"ASEE Annual Conference and Exposition, Conference Proceedings",2017-06-24,Stanford University,
Young makers becoming the engineers of the future and implications,"The purpose of this NSF-funded study ""Might Young Makers Be the Engineers of the Future?"" is to understand Young Makers in K-12 and how their knowledge, skills, and attitudes might prepare them to pursue advanced STEM education and careers. Makers are an emerging community of self-described DIY-enthusiasts, tinkerers and hobbyists. Makers embolden characteristics from the Engineer of 20201 like practical ingenuity, creativity, and propensity toward lifelong learning. Making is of particular interest to the field of engineering and to engineering educators. The mission of this research is to develop a theory, inductively grounded in data and deductively built on literature, illuminating the knowledge, skills, and attitudes of Young Makers related to pathways forward to engineering and STEM-related majors and careers. By describing educational pathways to or around formal engineering education, we will better inform future innovations to improve the practical ingenuity and lifelong learning of our future engineers. The specific research questions to be answered are: (RQ 1.) What knowledge, skills, and attitudes do Young Makers possess that could be related to engineering? and (RQ 2.) How do pathways of Young Makers intersect with engineering?",Lande M.; Jordan S.,Conference Proceeding,"ASEE Annual Conference and Exposition, Conference Proceedings",2017-06-24,Arizona State University Polytechnic Campus,
Clinical immersion program for bioengineering and medical students,"A summer Clinical Immersion experience for rising bioengineering seniors who are enrolled in a twosemester capstone design sequence is offered to provide exposure to the clinical environment, including process flow, workarounds, and a first-hand understanding of where and how medical devices are used. In 2016 the program was expanded to include rising second year medical students. The primary learning objective is to formalize a methodical approach to needs assessment based on user-centered design. In this six-week internship, students rotate 30 hours per week in a clinical department under a physician mentor. Students also receive weekly workshop instruction on user-centered design, empathy, contextual inquiry and stakeholder interviewing, analysis and synthesis of research, and prioritization of user needs. Students work in teams made up of 2 medical students and 2 rising senior bioengineering students and rotate through three-week long clinical rotations in two of the following departments: Anesthesia, Emergency Medicine, Gastroenterology, Hematology and Radiation Oncology, Neurology, Ophthalmology, Orthopedics, Pulmonary Critical Care, Radiology, and Urology. At the end of each rotation, teams present problem statements based on insights from their primary research as well as potential design concepts to address the identified needs. Participants maintain a blog to capture and reflect on their observations, which also allows them to share their experience with the other students. Upon completion of the Clinical Immersion program, Bioengineering students are well prepared for the senior design capstone course that emphasizes development of medical devices conceived from validated end-user needs. Select medical students, as part of their Innovation Medicine program, gain experience in interdisciplinary collaboration with engineers, exposure to the user-center process, and enhance their interpersonal skills. This paper also discusses implementation challenges and program modifications for Summer 2017.",Stirling S.; Kotche M.,Conference Proceeding,"ASEE Annual Conference and Exposition, Conference Proceedings",2017-06-24,University of Illinois at Chicago,
Incorporating faculty sense making in the implementation and modification of an instrument to measure social and cognitive engagement,"Background Over the last decade, numerous calls for change in the engineering curriculum and content delivery have been made. Following these recommendations, the field of engineering education saw research on the development and implementation of several learning innovation and instructional practices. However, while there has been extensive research examining barriers and affordances to the adoption of teaching practices and curriculum, much less work has been done on assessment instruments. In addition, research highlights there is generally resistance on the part of faculty members when it comes to adopting new practices. This resistance often stems from faculty feeling as though that their input was not solicited during the development of these innovations. Purpose As part of a larger study to develop an instrument that measures students' social and cognitive engagement with a course, this work seeks to explore the sensemaking processes faculty undertake when they choose to adapt and adopt the aforementioned instrument. In addition, we seek to investigate how engaging faculty in the process of developing and using the instrument impacts the overall ability of the instrument to meet the needs of current and future users. Method A group of engineering faculty at a pacific northwest institution participated in this study through interviews and survey implementation in their course. Data were collected through three interviews. First, faculty were interviewed to understand their motivation in using our survey and their perception of its benefits. A second interview followed, using the instrument items as a guide, to determine how faculty made sense of these items in relation to their course and their students. In a final interview, faculty were given the opportunity to select results they wished to view thereby eliminating questions from the dataset that they deemed outside of their needs or interests. Faculty were also asked what parts of the survey they would like changed and why. Results This study demonstrated how feedback from faculty, as it relates to the usability of the instrument and recommendations for improvement, impacted the evolution of the social and cognitive engagement instrument. In addition, this approach allowed for an understanding of how the adoption of the instrument emerged through faculty input. Conclusion Engaging faculty in the process of developing educational initiatives is an important aspect of fostering change. Most importantly, understanding faculty perspective can guide current and future development efforts of our instrument. Future research will investigate the role of the instrument and student data on teachers' decisions to modify their teaching practices.",Ironside A.; Pitterson N.; Brown S.; Fisher K.; Gestson S.; Simmons D.; Adesope O.,Conference Proceeding,"ASEE Annual Conference and Exposition, Conference Proceedings",2017-06-24,Virginia Polytechnic Institute and State University;Washington State University Pullman;Florida International University;Oregon State University,
