Title,Abstract,Author,Aggregation_Type,Publisher,Publication_Date,Institutions,Keywords
A proposed tutoring system to support the learning of computer programming: Case Study,"The deployment of technology across the globe towards efficient learning environments is growing rapidly. In the United Kingdom, for example, the government is investing 1.1 million pounds towards primary and secondary school early programming lessons; with similar investments happening in other countries. The ideology behind this push is to strengthen the link between the younger generation and the technological growth that will continue to have an ever increasing impact upon their lives and to fuel the pace of innovation. One of the core themes of this area is that of computer programming, which has been overlooked at this level of education until recently. This paper will convey this research into the development of tutoring systems for supporting the learning of computer programming in early years schooling. It will also discuss in depth the significant statistical results of the experimental study, which were conducted in one the UK primary schools. Fifty-two pupils participated in this experimental study, which were divided into three groups comprising of different ages and skill sets.",Alghamdi M.; Al-Jumeily D.; Hussain A.; Dermott Á.,Conference Proceeding,"Proceedings of 2016 SAI Computing Conference, SAI 2016",2016-08-29,Liverpool John Moores University,Adaptive software ;  Coding ;  Computer programming ;  Programming tutoring systems for kids ;  Teaching and Learning ;  Technology and Education ;  young students
The biodiversity of temperate extensive green roofs – a review of research and practice,"From its beginnings in Germany in the twentieth century, a thriving extensive green roof industry has become established in many countries in temperate climates. Based upon the success of the industry, and with an expectation that this technology will be adopted in other climates, this review of the ecological research of extensive green roofs aims to evaluate the application of this knowledge. The modern extensive green roof is the product of research in the 1970s by German green roof pioneers; the selection of suitable species from analogue habitats led to green roof vegetation dominated by drought tolerant taxa. The commercial success of extensive green roof systems can be attributed to engineering and horticultural research, to policy mechanisms in some places, and to a market that encourages innovation, and the origins in ecological design are now easily overlooked. Some of the work reviewed here, including the classification of spontaneous roof vegetation into plant communities, is not widely known due to its confinement to the German literature. By re-visiting the history of the extensive green roof and reviewing the ecological research that has contributed to our understanding of it, the intention is, for this paper, to inform those considering green roofs in other climatic regions, to apply an ecologically informed approach in using local knowledge for developing installations that are suited to the bioregion in which they occur. Finally the paper considers some future directions for research and practice.",Thuring C.; Grant G.,Journal,Israel Journal of Ecology and Evolution,2016-08-29,The University of Sheffield;Green Infrastructure Consultancy Ltd.,biodiverse ;  extensive green roof ;  temperate
Thermal protective clothing for firefighters,"Thermal Protective Clothing for Firefighters explores the materials, design, and usage of thermal protective clothing. The characteristics of fire hazards are discussed in detail, and the thermal environments faced by firefighters in these fire hazards are also examined. The different types of potential burn injuries and the heat stress that occurs to firefighters' bodies when exposed to such thermal environments are analyzed. Furthermore, the development of various high performance fibers and fabrics for thermal protective clothing is discussed. The test methods and existing standards to evaluate the thermal protective and physiological comfort performances of the fabrics and clothing are critically reviewed. Recent developments in the field of fire- and heat-resistant materials have led to significant improvements in thermal protective clothing. In parallel with this, the complexity and risk levels of fires, especially in industrial-storage facilities, and developments in health and safety cultures have increased the demand for high-performance heat- and flame-resistant clothing and equipment, designed to mitigate skin burn injuries and reduce risk of death from fire hazards. Throughout the work, the gaps and limitations in existing test methods and standards are identified, and approaches are recommended for the development of enhanced test methods. Scenario modeling and its implications for firefighters' protective clothing is discussed, and various factors affecting performance are established. Finally, various key issues related to thermal protective clothing are addressed to guide the future research in the field of thermal protective clothing for firefighters. This book will help materials-textile engineers to develop high performance thermal protective clothing that can enhance the protection, safety, and comfort of firefighters. Offers a helpful guide to the successful specification and design of high performance protective clothing to meet the high standards of today's regulatory framework Introduces the new materials technical innovations that are transforming fire protective clothing Explores the role of clothing from the operational perspective, including technical innovations Offers a critical review of the test methods and existing standards to evaluate the thermal protective and physiological comfort performances of the fabrics and clothing.",Song G.; Mandal S.; Rossi R.,Book,Thermal Protective Clothing for Firefighters,2016-08-25,University of Alberta;Empa - Swiss Federal Laboratories for Materials Science and Technology;Iowa State University,
Erratum: A three-pool model dissecting readily releasable pool replenishment at the calyx of held (Scientific Reports (2015) 5 (9517) DOI: 10.1038/srep09517),"In the original version of this Article, there were errors in Affiliation 1 which was incorrectly listed as 'State Key Laboratory of Genetic Engineering, Collaborative Innovation Center of Genetics and Development, Department of Physiology and Biophysics, School of Life Sciences, Fudan University, Shanghai, P.R. China, 200433'. The correct affiliation is listed below: State Key Laboratory of Medical Neurobiology, Department of Physiology and Biophysics, School of Life Sciences and Collaborative Innovation Centre for Brain Science, Fudan University, Shanghai, 200438, P.R. China. This error has now been corrected in the HTML version of this Article. There are errors in Scheme (1), (Equetion Presented) should read: (Equetion Presented) There are errors in Scheme (2), (Equetion Presented) should read: (Equetion Presented) There are errors in Scheme (6), (Equetion Presented) should read: (Equetion Presented) There are errors in Scheme (10) (Equetion Presented) should read: (Equetion Presented) In the Results section under subheading 'The rate of the RRP replenishment was slower after more intense stimulation', ""At various times (Δt = 0.05-20 s) after a conditioning 20 ms depolarisation (. 80 to + 10 mV, if not mentioned), which depleted the RRP (459 ± 29 fF, n = 11), we applied a 20 ms depolarisation to measure the resulting capacitance jump (ΔCm), which reflected the recovery of the RRP (Fig. 1A)."" should read: ""At various times (Δt = 0.05-20 s) after a conditioning 20 ms depolarisation (. 80 to + 10 mV, if not mentioned), which depleted the RRP (459 ± 29 fF, from ref. 21), we applied a 20 ms depolarisation to measure the resulting capacitance jump (ΔCm), which reflected the recovery of the RRP (Fig. 1B)."" In the Results section under subheading 'Rapid and slow vesicle traffic among three pools underlie rapid and slow RRP replenishment', ""The above parameters were obtained by comparing the model with the observed RRP replenishment after a single 20 ms depolarization (Fig. 2A, black curve)."" should read ""The above parameters were obtained by comparing the model with the observed RRP replenishment after a single 20 ms depolarization (Fig. 2A)."" In the same section, ""The predicted total exocytosis amount (with endo: 2.3 ± 0.1 pF, without endo: 2.2 ± 0.1, n = 6) also closely matched the measured net exocytosis (2.3 ± 0.1 pF, n = 6, p = 0.8 with endocytosis, Fig. 2F)."" should read: ""The predicted total exocytosis amount (with endo: 2.3 ± 0.1 pF, without endo: 2.2 ± 0.1 pF, n = 6) also closely matched the measured net exocytosis (2.3 ± 0.1 pF, n = 6, p = 0.8 with endocytosis, Fig. 2F)."" The Acknowledgements section is incomplete, ""This work was sponsored by Shanghai Pujiang Program, National Natural Science Foundation of China (grant number: 31370828), Specialised Research Fund for the Doctoral Program of Higher Education (SRFDPF, grant number: 20120071120013) and the Shanghai Leading Academic Discipline Project (B111)."" should read: ""This work was sponsored by Shanghai Pujiang Program, National Natural Science Foundation of China (grant number: 31370828), National High-tech R&D Program of China (2015AA020512), Specialised Research Fund for the Doctoral Program of Higher Education (SRFDPF, grant number: 20120071120013) and the Shanghai Leading Academic Discipline Project (B111)."" There is a typographical error in the Author Contributions statement, ""J.-B. Z., W.W. and P.-t.Y. helped with experiments"" should read: """"J.-B. Z., W.W. and P.-T.Y. helped with experiments"".",,Journal,Scientific Reports,2016-08-25,,
Advancing medicine through nanotechnology and nanomechanics applications,"The application of nanotechnology within the medical sphere has had a significant influence on how diseases and conditions are treated and diagnosed. While many strides have been made, there is still continuous research on nanotechnology being performed in the field. Advancing Medicine through Nanotechnology and Nanomechanics Applications highlights emergent trends and empirical research on technological innovations in medicine and healthcare. Investigating the impact of nanotechnology and nanomechanics on the treatment of diseases, regenerative medicine, and drug delivery systems, this publication is a vital reference source for professionals, researchers, medical students, and engineering students.",Talukdar K.; Bhushan M.; Malipatil A.,Book,Advancing Medicine through Nanotechnology and Nanomechanics Applications,2016-08-23,"Guru Nanak Dev Engineering College, Bidar;Pondicherry University;Nadiha High School",
Carlson iterating and rational approximation of arbitrary order fractional calculus operator,"With the development of factional calculus theory and applications in different fields in recent years, the rational approximation problem of fractional calculus operator has become a hot spot of research. In the early 1950s and 1960s, Carlson and Halijak proposed regular Newton iterating method to implement rational approximation of the one-nth calculus operator. Carlson regular Newton iterating method has a great sense of innovation for the rational approximation of fractional calculus operator, however, it has been used only for certain calculus operators. The aim of this paper is to achieve rational approximation of arbitrary order fractional calculus operator. The realization is achieved via the generalization of Carlson regular Newton iterating method. To construct a rational function sequence which is convergent to irrational fractional calculus operator function, the rational approximation problem of fractional calculus operator is transformed into the algebra iterating solution of arithmetic root of binomial equation. To speed up the convergence, the pre-distortion function is introduced. And the Newton iterating formula is used to solve arithmetic root. Then the approximated rational impedance function of arbitrary order fractional calculus operator is obtained. For nine different operational orders with n changing from 2 to 5, the impedance functions are calculated respectively through choosing eight different initial impedances for a certain operational order. Considering fractional order operation characteristics of the impedance function and the physical realization of network synthesis, the impedance function should satisfy these basic properties simultaneously: computational rationality, positive reality principle and operational validity. In other words, there exists only rational computation of operational variable s in the expression of impedance function. All the zeros and poles of impedance function are located on the negative real axis of s complex plane or the left-half plane of s complex plane in conjugate pairs. The frequency-domain characteristics of impedance function approximate to those of ideal fractional calculus operator over a certain frequency range. Given suitable initial impedance and for an arbitrary operational order, it is proved that the impedance function could meet all properties above by studying the zero-pole distribution and analyzing frequency-domain characteristics of the impedance function. Therefore, the impedance function could take on operational performance of the ideal fractional calculus operator and achieve the physical realization. It is of great effectiveness in the generalization of this kind of method in both theory and experiment. The results educed in this paper are the basis for further theoretic research and engineering application in constructing the arbitrary order fractional circuits and systems.",He Q.; Yuan X.,Journal,Wuli Xuebao/Acta Physica Sinica,2016-08-20,Sichuan University,Carlson rational approximation ;  Fractance approximation circuit ;  Fractional calculus ;  Fractional operator
Advances in Rock-Support and Geotechnical Engineering,"Advances in Rock-Support and Geotechnical Engineering brings together the latest research results regarding the theory of rock mechanics, its analytical methods and innovative technologies, and its applications in practical engineering. This book is divided into six sections, rock tests, rock bolting, grouted anchor, tunneling engineering, slope engineering, and mining engineering. Coverage includes fracture hinged arching process and instability characteristics of rock plates, failure modes of rock bolting, scale effects, and loading transfer mechanism of the grouted anchor. Also covered are recent innovations and applications in tunneling engineering, slope engineering, and mining engineering. This book provides innovative, practical, and rich content that can be used as a valuable reference for researchers undertaking tunneling engineering, slope engineering, mining engineering, and rock mechanics, and for onsite technical personnel and teachers and students studying the topics in related universities. Enriches new theories on failure modes of rock plates, rock bolting mechanisms, and anchor loading transfer Develops new methods of evaluating the stability of slope engineering and the roof stability of the mined-out areas Includes fracture hinged arching process and instability characteristics of rock plates, failure modes of rock bolting, scale effects, and loading transfer mechanism of the grouted anchor.",Wang S.; Hagan P.; Cao C.,Book,Advances in Rock-Support and Geotechnical Engineering,2016-08-16,UNSW Sydney;Henan Polytechnic University;University of Wollongong,
An Overview of the Development of a GPU with Integrated HBM on Silicon Interposer,"In recent years, the 2.5D IC (Integrated Circuit) package with TSV (Through Silicon Vias) has become important for high-bandwidth and high-performance applications. It is well known that 2.5D technology requires significant innovation in the areas of process technology, packaging, design, thermals, and test solutions leading to several hundred new technologies in a single product. With these complex material sets and process steps combined with new design requirements, methods, and components, a significant amount of research and engineering development is required to bring a successful product to market. After an 8 year development, in July of 2015 AMD reported it began shipment of a new generation of AMD Radeon Fury graphics cards, based on the development of the ""Fiji"" GPU and the first generation of High Bandwidth Memory (HBM1). This announcement is the next major step in an era for 2.5D IC package technology which will be used in a wide variety of applications. Given the scope of this undertaking many collaborations were required. This paper provides an overview of the collaboration between AMD and ASE. It chronicles the work from initial proof of concept to technology feasibility to product development to production ramp and ultimately high volume production. Details of several functional prototypes are outlined including warpage characterization, stress reduction, materials selection methodologies, and the use of finite element analysis (FEA) and advanced Warpage Metrology Analyzer (WMA) for optimization. The result is a reliable 2.5D process flow with >99% assembly yield for a 1011mm2 interposer with 5 dies attached in a 300+W 55x55mm2 package.",Lee C.; Hung C.; Cheung C.; Yang P.; Kao C.; Chen D.; Shih M.; Chien C.; Hsiao Y.; Chen L.; Su M.; Alfano M.; Siegel J.; Din J.; Black B.,Conference Proceeding,Proceedings - Electronic Components and Technology Conference,2016-08-16,"Advanced Semiconductor Engineering, Inc.;Advanced Micro Devices, Inc.",2.5D IC ;  FEA ;  Warpage control ;  WMA
In situ passive sampling of sediment porewater enhanced by periodic vibration,"Passive sampling for the measurement of freely dissolved concentrations of organic pollutants in sediment porewater has emerged as a promising approach, but in situ measurements are complicated by slow mass transfer of strongly hydrophobic compounds. The primary resistance to mass transfer arises in the sediment side where a concentration depletion layer develops in the vicinity of the polymeric passive sampling material. The slow mass transfer results in underequilibrated passive sampler measurements that need to be corrected for equilibrium, typically by extrapolation of the loss kinetics of performance reference compounds. Such corrections are prone to large errors, especially when deviation from equilibrium is large. In this research we address the challenge of slow mass transfer by disrupting the external depletion layer around an in situ passive sampler. We report an engineering innovation of adapting low-cost vibration motors for periodically disrupting the depletion layer in a passive sampler deployed in sediments. The uptake of 16 polycyclic aromatic hydrocarbons into polyethylene passive samplers was measured after 7, 14, 28, and 56 days of exposure to sediment under static, vibrating, and fully mixed modes. We demonstrate through laboratory experiments and numerical mass transfer modeling that short periodic shaking of a passive sampler deployed in static sediment enhances the rate of mass transfer and reduces the difference in the extent of equilibrium achieved compared to a well-mixed laboratory equilibrium. The improvement over static sediment deployment is especially evident for the high molecular weight compounds such as benzo(a)pyrene.",Jalalizadeh M.; Ghosh U.,Journal,Environmental Science and Technology,2016-08-16,College of Engineering and Information Technology,
Gaining and keeping overview of complex RTDI projects with the DEWI assessment and monitoring framework (DEWI-Frame),"Progress monitoring and assessment of objectives are a challenging task for large, complex research, technology development and innovation (RTDI) projects comprising dozens of partners and different technical domains. It is difficult for project management, project partners and funding authorities to keep an overview whether defined high-level goals are adequately covered in the project innovations. This paper presents DEWI-Frame, a novel consistent mathematical-logical assessment and monitoring framework that has been developed in the course of the ARTEMIS Joint Undertaking project Dependable Embedded Wireless Infrastructure (DEWI). The main innovation in the proposed assessment framework is focused on the two-dimensional assessment of i) technological progress aligned with Technology Readiness Levels (TRLs), ii) the project objectives assessment and iii) the consolidation of these assessment results. The methodology applied within DEWI-Frame can be tailored to be used in a variety of RTDI projects with an easy parameterisation of scaling factors. DEWI-Frame is equally applicable for technology and products as well as methods as targeted results in RTDI projects.",Hillebrand J.; Karner M.; Rom W.,Conference Proceeding,"2016 11th Systems of Systems Engineering Conference, SoSE 2016",2016-08-12,Virtual Vehicle Research Center,assessment ;  progress monitoring ;  project goals
Dynamic Risk Analysis in the Chemical and Petroleum Industry: Evolution and Interaction with Parallel Disciplines in the Perspective of Industrial Application,"Dynamic Risk Analysis in the Chemical and Petroleum Industry focuses on bridging the gap between research and industry by responding to the following questions: What are the most relevant developments of risk analysis? How can these studies help industry in the prevention of major accidents? Paltrinieri and Khan provide support for professionals who plan to improve risk analysis by introducing innovative techniques and exploiting the potential of data share and process technologies. This concrete reference within an ever-growing variety of innovations will be most helpful to process safety managers, HSE managers, safety engineers and safety engineering students. This book is divided into four parts. The Introduction provides an overview of the state-of-the-art risk analysis methods and the most up-to-date popular definitions of accident scenarios. The second section on Dynamic Risk Analysis shows the dynamic evolution of risk analysis and covers Hazard Identification, Frequency Analysis, Consequence Analysis and Establishing the Risk Picture. The third section on Interaction with Parallel Disciplines illustrates the interaction between risk analysis and other disciplines from parallel fields, such as the nuclear, the economic and the financial sectors. The final section on Dynamic Risk Management addresses risk management, which may dynamically learn from itself and improve in a spiral process leading to a resilient system. Helps dynamic analysis and management of risk in chemical and process industry Provides industry examples and techniques to assist you with risk- based decision making Addresses also the human, economic and reputational aspects composing the overall risk picture.",Paltrinieri N.; Khan F.,Book,Dynamic Risk Analysis in the Chemical and Petroleum Industry: Evolution and Interaction with Parallel Disciplines in the Perspective of Industrial Application,2016-08-11,SINTEF Technology and Society;Memorial University of Newfoundland;Norges Teknisk-Naturvitenskapelige Universitet,
"2016 13th International Conference on Service Systems and Service Management, ICSSSM 2016","The proceedings contain 231 papers. The topics discussed include: research on tacit knowledge mining of university libraries based on data mining; the structural optimization of the trade in services in China; a systematic fuzzy QFD model and its application to hotel service design; design of dynamic vehicle routing system based on online map service; optimal fee charge for VIP members under advertising and payment mixed business models of video sites; research on classification and restruction of express service quality elements based on kana model; minimizing total cost in outpatient scheduling with unpunctual arrivals; research on construction of takeout 020 platform service quality evaluation system; applying Kansei engineering to service design: a case study of budget hotel service; an agri-food supply chain traceability system for china based on RFID & blockchain technology; a study on the relationships among social capital, market orientation, organizational learning and service innovation performance; protein complexes prediction via positive and unlabeled learning of the PPI networks; improving performance in public services; and human resource management: employees career development impact on organizational performance.",,Conference Proceeding,"2016 13th International Conference on Service Systems and Service Management, ICSSSM 2016",2016-08-09,,
The role of performance measurement in developing industrial services,"Purpose - The purpose of this paper is to examine inter-organisational cooperation in delivering maintenance services, focusing on the level of maturity of this cooperation and the current role of performance measurement in evaluating its effectiveness. It also determines how performance measurement should be developed to support the needs of networked maintenance. Design/methodology/approach - The empirical evidence is based on two cases of networks operating in the field of industrial maintenance. The first network operates in the energy industry, while the second operates in the mining industry. Both networks consist of machine supplier companies, performance partner companies and system supplier companies. A total of seven companies participated in workshops and interviews in 2013-2014. Findings - As a result of the study, suggestions for improving the performance measurement of service value in maintenance are presented and a framework is offered that meets the needs of the customer, service provider and equipment provider. The significant innovation of the research is its combination of network, service and value perspectives in performance measurement by presenting a framework for measuring created value of cooperation. Originality/value - The literature calls for new measurement models and frameworks that support the new management challenges. This research creates a framework for practical applications. The framework helps to identify possible development needs and increases the understanding of what is required when cooperation in a maintenance network deepens, moving from machine partner towards value partner.",Pekkola S.; Saunila M.; Ukko J.; Rantala T.,Journal,Journal of Quality in Maintenance Engineering,2016-08-08,LUT University,Maintenance ;  Performance measurement ;  Value creation
The prospect of engineering design and innovation on biological clothing,"Biological clothing to the original shape, structure, technology, even on people's life occurred disruptive changes, in the face of the arrival of the era of biological clothing design, new biological material manufacturing industry also gradually emerged, it shall cause the Chinese apparel industry, from research and development to production of deep thinking. The bio based fiber to the innovation design of garment engineering, combined with biological clothing forefront of new technology development, to provide ideas for China garment industry transformation. With the new technology to promote China garment industry designers and researchers, managers and other duty bound historical mission. Through the elaboration of today's new biological creative fashion design, through showing biological clothing development foreground is infinite, clothing biological engineering, solved the problems and suggestions are put forward, hope to China's textile industry has been a source of inspiration and reference.",Yuan L.,Journal,Wool Textile Journal,2016-08-05,Zhengzhou University of Light Industry,Bio based fiber ;  Bio design ;  Biological clothing ;  Biomass
Government intervention in technology innovation system in the catching-up context: Case of TD-LTE technology innovation in China,"China is witnessed to catch up in the field of information technology (IT) through years of technology innovation. Scholars have indicated the significance of the government promotion and efficient technology innovation systems (TIS). Innovation literature about how TIS can be functioned and efficient with government intervention is still insufficient, especially that in catching-up context. This work aims to understand mechanism of government intervention in TIS for achieving technology innovation. Combining TIS frame with institutional perspective, a framework is developed. Underlying with the framework, case of TD-LTE innovation in China is examined based on extensive documentary research and semistructured interviews. Within catching-up context, this paper argues that government is required to exert institutional forces on key components of TIS in different stages to achieve different tasks, both influential and regulative, for innovation purpose. These institutional measures work with a time sequence and the environment of technology innovation is also significant.",Liu G.; Gao P.,Conference Proceeding,"Proceedings of the 9th International Conference on Standardization and Innovation in Information Technology, IEEE SIIT 2015",2016-08-05,The University of Manchester,Catching-up ;  China ;  Governmentintervention ;  Strategy ;  Technology innovation system
"Biotechnology of Microbial Enzymes: Production, Biocatalysis and Industrial Applications","Biotechnology of Microbial Enzymes: Production, Biocatalysis and Industrial Applications provides a complete survey of the latest innovations on microbial enzymes, highlighting biotechnological advances in their production and purification along with information on successful applications as biocatalysts in several chemical and industrial processes under mild and green conditions. Applications of microbial enzymes in food, feed, and pharmaceutical industries are given particular emphasis. The application of recombinant DNA technology within industrial fermentation and the production of enzymes over the last 20 years have produced a host of useful chemical and biochemical substances. The power of these technologies results in novel transformations, better enzymes, a wide variety of applications, and the unprecedented development of biocatalysts through the ongoing integration of molecular biology methodology, all of which is covered insightfully and in-depth within the book. Features research on microbial enzymes from basic science through application in multiple industry sectors for a comprehensive approach Includes information on metabolic pathway engineering, metagenomic screening, microbial genomes, extremophiles, rational design, directed evolution, and more Provides a holistic approach to the research of microbial enzymes.",Brahmachari G.; Demain A.; Adrio J.,Book,"Biotechnology of Microbial Enzymes: Production, Biocatalysis and Industrial Applications",2016-08-04,"Visva-Bharati University;Drew University;Neol Biosolutions, SA",
Teaching bioinspired design using C-K theory,"The engineer of 2020 is expected to not only offer technical ingenuity but also adapt to a continuously evolving environment while being able to operate outside the narrow limits of one discipline and be ethically grounded in solving the complex problems of the future. To address the competencies of the future engineer, undergraduate education must train students to not only solve engineering challenges that transcend disciplinary boundaries but also communicate, transfer knowledge and collaborate across technical and non-technical boundaries. One approach to training engineers in these competencies is teaching biomimicry or bioinspired design in an engineering curriculum, which offers relevance to professional practice as well as an effective hook to frame complex, crossdisciplinary problems. This research aims to address the need for undergraduate student training in multidisciplinary design innovation through the creation of instructional resources grounded in the concept-knowledge theory that scaffolds discovery and knowledge transfer processes such that natural designs can be used to inspire engineering solutions. Qualitative content analysis of second-year engineering student reflection statements shows that the instructional resources resulted in significant learning and engagement.",Nagel J.; Pittman P.; Pidaparti R.; Rose C.; Beverly C.,Journal,"Bioinspired, Biomimetic and Nanobiomaterials",2016-08-01,University of Georgia;James Madison University,Bioinspired ;  Biomimicry ;  Design
DeVANET: Decentralized software-defined VANET architecture,"Vehicular adhoc networks come out to be a promising solution for ensuring traffic and road safety on highways. However this area induces communication challenges such as topology dynamics, and connectivity losses. Today's Vanet demand a sound planning to make architectural level decisions. Integrating Vanet with emerging Software defined Networking brings ground-breaking networking innovation. Recent researches in SDN based Vanet are useful but their performance goals drops in large scale VANETs. In this research we are going to exploit SDN planes by partitioning Vanet to work in distributed manner. The proposed architecture is tested on VEINS testbed which provides interactive environment to perform road traffic simulations. Simulation results show an increase in performance gains as compared to traditional Vanet architectures.",Kazmi A.; Khan M.; Akram M.,Conference Proceeding,"Proceedings - 2016 IEEE International Conference on Cloud Engineering Workshops, IC2EW 2016",2016-08-01,College of Electrical & Mechanical Engineering,Architecture ;  SDN ;  Vanet
Start-up standardization practice and innovation for railway construction projects,"Research purposes: The standardization management for railway construction projects is the basic management mode, which couples between project management and enterprise management, and adapts to the needs of large-scale and high-standard railway construction. Aiming at its reality of ""emphasizing on the project implementation, paying little attention to the pre-start"", this paper researches and puts forward the phased concept of standardization management, so as to improve the whole process management level of railway projects. Research conclusions:(1) In order to lay a solid foundation for building the railway construction project in accordance with law, starting in the high standard and promoting in science and order, start-up standardization should be paid attention to from the roots, the standardization management content, standard and process should be implemented, and the person liable and liability assessment should be strengthened.(2) In order to create favorable conditions for orderly advancing, effectively controlling and promoting the balanced construction, according to the goal of project construction, start-up standardization needs to strictly carry out the every start-up conditions, do the strict work process and clear the responsibility interface and coordination mechanism of all parties. (3) Through actively promoting and strictly controlling of construction units, all parties should be urged to implement the standard in the beginning, make the standard being habit, and the habit and work are in accordance with standard, to ensure the quality of every link of engineering implementation to reach the standard, the safety to be controlled. Engineering projects are ""start-up will be excellent, comprehensive quality will also be excellent.""",Lu C.,Journal,Journal of Railway Engineering Society,2016-08-01,China Railway Corporation,Innovation and practice ;  Railway construction ;  Start-up standardization
Update on Renal Replacement Therapy: Implantable Artificial Devices and Bioengineered Organs,"Recent advances in the fields of artificial organs and regenerative medicine are now joining forces in the areas of organ transplantation and bioengineering to solve continued challenges for patients with end-stage renal disease. The waiting lists for those needing a transplant continue to exceed demand. Dialysis, while effective, brings different challenges, including quality of life and susceptibility to infection. Unfortunately, the majority of research outputs are far from delivering satisfactory solutions. Current efforts are focused on providing a self-standing device able to recapitulate kidney function. In this review, we focus on two remarkable innovations that may offer significant clinical impact in the field of renal replacement therapy: the implantable artificial renal assist device (RAD) and the transplantable bioengineered kidney. The artificial RAD strategy utilizes micromachining techniques to fabricate a biohybrid system able to mimic renal morphology and function. The current trend in kidney bioengineering exploits the structure of the native organ to produce a kidney that is ready to be transplanted. Although these two systems stem from different technological approaches, they are both designed to be implantable, long lasting, and free standing to allow patients with kidney failure to be autonomous. However, for both of them, there are relevant issues that must be addressed before translation into clinical use and these are discussed in this review.",Attanasio C.; Latancia M.; Otterbein L.; Netti P.,Journal,Tissue Engineering - Part B: Reviews,2016-08-01,Istituto Italiano di Tecnologia;Harvard Medical School,
Explore a fuzzy based design evaluation for safety syringe innovative design,"Purpose - Abuse and reuse of syringes will let nursing professionals suffer serious risk of cross-infection of diseases. The purpose of this paper is to propose a flexible and extensible innovative design approach of single-use safety syringe. Besides, the evaluation procedure for syringe has also been developed. Design/methodology/approach - By using the innovative design processes, based on the Su-Field model and extension method, this study presents designing of a new single-use safety syringe incorporating features and discarding problems. Findings - The solution of design problem indicated that the substance ""fingers grip cap"" should be replaced. The advantages and disadvantages of proposed new designs of safety syringe as well as the perceived differences on the use of the safety syringes can be found out by using Focus Group Interview method. Research limitations/implications - This research focussed on the function innovation without considering the psychology effect, such as shape aesthetics and users' emotion. Practical implications - The single-use safety syringe design and corresponding examples are adopted to explain the design processes and confirm the feasibility of the proposed approach. Originality/value - This paper proposes a flexible and extensible innovative design approach of single-use safety syringe which is seldom studied. Importance and emergency of safety syringe design cannot be overemphasized.",Wu C.,Journal,"Engineering Computations (Swansea, Wales)",2016-08-01,National Kaohsiung Normal University,Extension theory ;  Innovation ;  Safety syringe ;  Su-Field
Approaches and recent trends in gene delivery for treatment of atherosclerosis,"Background: The development and progression of atherosclerosis is known to occur at a sluggish pace and the lesions remain concealed for a long duration before the factual situation of the complex atherosclerotic etiology affecting various organ gets apprehended. The root cause mainly involves an imbalance or malfunction of the cholesterol metabolizing pathway. The till date therapeutic alternatives include oral hypo-lipidemic agents along with advances made in biotechnology/tissue engineering and surgical procedures for management purpose. However, with the advent and upsurge of nanotech delivery systems, along with meticulous indulgence and identification of the causative genes in the etiology of disease have opened a new therapeutic area that has far reaching application potential for effective management of such chronic disease requiring lifelong therapy. Methods: Various genes that have implication in atherosclerosis were reviewed along with research in delivery vectors that have been employed for gene therapeutics and hurdles in successful delivery were elaborated. Relevant patents are discussed systematically to clearly support and highlight the developments made. Results: Patenting activity in the delivery of genes for atherosclerosis so far primarily covers use of viral vectors. With the identification of new targets, a list of candidate genes are available that can be potentially exploited for therapeutic purpose. Though the delivery of candidate genes using viral vectors has been well explored, the limitation of viral vectors have seized the much needed clinical success. Non-viral vectors can prove to be the key for conquering this limitations and offer a vast area for exploration for achieving an effective control and remission to the disease and increasing the assortment of patents as reviewed in this article. Conclusion: In view of the many limitations in employing viral vectors for delivery, designing non-viral vectors for successful delivery of therapeutic gene in atherosclerosis should be realized and focused for effective management of the disease.",Lalani R.; Misra A.; Amrutiya J.; Patel H.; Bhatt P.; Patil S.,Journal,Recent Patents on Drug Delivery and Formulation,2016-08-01,The Maharaja Sayajirao University of Baroda,Atherosclerosis ;  Gene delivery ;  Nanotechnology ;  Non-viral vectors ;  Patents ;  Treatment ;  Viral vectors
Science Policy and Concomitant Research in Synthetic Biology—Some Critical Thoughts,"In science policy, public controversy around synthetic biology has often been presented as a major risk because it could deter innovation. The following inter-related strategies for avoiding contestation have been observed: (1) There have been attempts to close down debates by alluding to the importance and legitimacy of reliance on scientific evidence as input to regulatory processes. (2) Scientific policy advice has stressed sufficiency of existing regulation, economic risks of additional regulation and/or suggestions for monitoring that are limited in scope. (3) Initiatives for self-governance have narrowed the scope of topics for consideration. (4) Engagement with humanities, social sciences and arts has been co-opted for legitimisation and science communication. Although such agendas are of course not ubiquitous, in this paper, I criticise that instrumentally motivated engagement has been supported not only by the scientific community but also by policy institutions and funding bodies. I argue that it is good that this now seems to fuel controversy in the academic and policy realms. As synthetic biology is not the only technoscientific field to see such dynamics, this is also part of the broader context of debate about the governance of science, especially the concept of “responsible research and innovation” (RRI) currently promoted in the EU.",Hagen K.,Journal,NanoEthics,2016-08-01,EA European Academy of Technology and Innovation Assessment GmbH,"Ethical, legal and social aspects (ELSA) ;  Genetic engineering ;  Responsible research and innovation (RRI) ;  Science policy ;  Synthetic biology ;  Technology assessment (TA)"
