Title,Abstract,Author,Aggregation_Type,Publisher,Publication_Date,Institutions,Keywords
How the innovation-competition link is shaped by technology distance in a high-barrier catch-up economy,"The paper studies the effects of competition on innovation in various technology groups of mature Russian manufacturing firms. The purpose of the research is to establish whether more intense competition is good or bad for innovation, and to learn how the response to competition varies between technology leaders, followers and laggards. The study uses the 2014 survey data, which includes 1920 manufacturing firms from 19 sectors and size groups between 10 and 10,000 employees. The finding is that commitment to product innovation increases with competition at a modest level of competitive pressure, especially if foreign entry and import are considered. However, this result is mostly driven by technologically weak plants, which innovate less than leaders and followers at a low level of competition, but are encouraged to innovate more by a modest increase of competitive pressure, when theoretically predicted optimal behavior would be to refrain from innovation. When competition is strong, plants in all technology groups give up the innovation race. Competition is less influential in explaining process (as opposed to product) innovation, and the findings demonstrate a clear inverted U-shaped link: laggards and leaders are more likely to upgrade process technologies when weak competition increases slightly, and are less likely to do so when strong competition becomes stronger.",Bessonova E.; Gonchar K.,Journal,Technovation,2019-08-01,HSE University;Bank of Russia,Competitive pressure ;  Distance to the technology frontier ;  Manufacturing industry ;  Product and process innovation
Strategic alignment of technology: Organising for technology upgrading in emerging economy firms,"Technology upgrading plays a crucial role in the catching-up process of emerging economy firms (EEFs) that aim to develop technological capabilities and move from imitation to innovation. The literature on emerging economies has mainly focused on how EEFs overcome the lack of technological knowledge at initial stages of catching-up while neglecting organisational issues that arise at later stages. The purpose of this study was to explore organisational activities performed by EEFs that are innovating at advanced stages of catching-up. Two Brazilian firms, namely Petrobras and WEG, were selected to be studied and to provide evidence for the research. The results indicate that both firms have systematically monitored their environments to look for windows of opportunity and have consistently invested in learning mechanisms to overcome shortcomings in knowledge. Furthermore, an activity for aligning strategy and technology was found to be key for optimising the technology upgrading process and for maximising its results.",Bernat S.; Karabag S.,Journal,Technological Forecasting and Social Change,2019-08-01,Linköpings Universitet,Catching-up ;  Emerging economy firms ;  Learning mechanisms ;  Monitoring activities ;  Strategic alignment of technology ;  Technology upgrading
Product development of mechanical practice: Augmented reality (AR) approach,"Presently, the quick innovative development has prompted technology assessment that is in accordance with the presence of industrial revolution 4.0. Notwithstanding, the field of education is also not on left behind in the current 4.0 industry development which directed to education 4.0. There are 9 pillars of revolution 4.0 and essentially, augmented reality and internet of things (IoT) are the important pillars that has been used for this research. Likewise, revolution 4.0 is an innovation that moves from the digital age to the physical cyber era. With the launching of Malaysia Education Development Plan 2015-2025 for higher education steps have been taken to push the Technical and Vocational Education and Training (TVET) which includes special intervention in teaching and learning in this field. Similarly, augmented reality being the interactive method of technology that has been hypnotize peoples especially generation Z. In this regard, 21st Century learning methods are subjected to the technology based in order to attract the student. Consequently, the researchers have made a study on augmented reality technology approach towards Mechanical Workshop practice 1 especially in welding workshop, machine workshop and fitting workshop among the Mechanical engineering students in Politeknik Tuanku Syed Sirajuddin, Arau, Malaysia in order to produce an innovation that can be impacted and interactive to the students. As a result, the innovation of Mechanical Workshop Practice with Augmented Reality approach has been created. Product development of mechanical practice has been done using ADDIE model approach. Hence, this innovation shows that augmented technology was suitable to adapt in 21th century learning method that can be impacted to the students. This innovative product has wide opportunity to be marketed to all Polytechnics in Malaysia and all Malaysian institutes of higher education which have Mechanical Engineering department.",Zulfabli H.; Ismalina H.; Amarul T.; Ahmad S.,Conference Proceeding,AIP Conference Proceedings,2019-07-30,Tuanku Syed Sirajuddin Polytechnic;Universiti Malaysia Perlis,
Gender equity: how do the forensic sciences fare?,"Females are underrepresented in science, technology, engineering and mathematics (STEM) at all levels of society. Fewer females are completing STEM school subjects, graduating with STEM degrees, being employed as STEM professionals, and holding senior leadership and academic positions in STEM. However, unlike almost every other STEM discipline, the overall ratio of females is higher in many forensic science disciplines. For our sector, rather than having difficulty in attracting females, the bigger issue is how we retain and promote female talent. This complex issue is exacerbated by: gender pay gaps; family role expectations; lack of visible role models or mentors; discrimination and harassment; and bias during recruitment and promotion practices. We discuss barriers relevant for women in the forensic industry and offer potential solutions. These include flexible work arrangements, sponsorship programmes, and fostering and practising an inclusive workplace culture. Gender equity programmes and exemplar STEM organizations focused on a commitment to gender parity will be explored. Harnessing untapped female talent is as much a social justice issue as employing best practices for improving the quality, diversity and output of our forensic science workforce, and research and innovation strategies.",Ward J.; Johnson R.; Wilson-Wilde L.,Journal,Australian Journal of Forensic Sciences,2019-07-29,Australian Museum;NSW Health Pathology;Australia New Zealand Policing Advisory Agency,diversity and inclusion ;  flexible work arrangements ;  forensic science ;  Gender equity ;  inclusive culture ;  sponsorship
Development of Advanced Design Technology and Its Application in Agricultural Equipment,"The competitiveness of modern equipment enterprises and their products largely depends on whether they can provide products to meet the market demand at the fastest speed, that is, whether they have advanced design methods to support the efficient research and development process. Aiming at the problem in low integral level of agricultural machinery research and development in China, as well as various types and significant regional differences result in a variety of professional knowledge, structural forms, practical experience and so on, making it difficult for individual designers to fully grasp, unable to guarantee the quality of research and development, and severely restricting the industrial development and independent innovation ability, thus the development process of design methods was comprehensively reviewed, the characteristics of times at each stage and the generation rules of advanced design methods were analyzed, the advanced design methods and development direction suitable for agricultural equipment was discussed, and the realization of the strategic goals set for agricultural equipment in major national development plans such as ""Made in China 2025"" was supported. The research showed that the trend of intelligent design based on digital technology was obvious, which represented the development direction and the highest level of advanced design by combining the current technological level and social background, making full use of the advantages of 3D-CAD virtual reality and the development results of computer technology. Intelligent design was characterized by knowledge reuse, based on digital model resource, carried by product data management (PDM) and product lifecycle management (PLM) platform, and organized and connected upstream and downstream design-related research links such as scheme reasoning, digital mockup (DMU), computer aided engineering (CAE), computer aided process planning (CAPP) by the generalized computer aided design concept. In this way, intelligent design can implement the high integration of CAX, which was the practical application of artificial intelligence (AI) in the field of design. The development ideas of current advanced design were clarified, basic theory and system architecture for the establishment of equipment intelligent design system were provided, and it had significant theoretical value and practical guiding significance for fully integrating industry resources, highly sharing achievements and professional knowledge, greatly improving research and development efficiency and level, and significantly enhancing the core competitiveness of Chinese equipment enterprises and their products.",Liu H.; Wang D.; Guo L.; Liu W.; Zhang G.; Sun W.,Journal,Nongye Jixie Xuebao/Transactions of the Chinese Society for Agricultural Machinery,2019-07-25,Northeast Agricultural University,Advanced design technology ;  Agricultural equipment ;  Digital design ;  Intelligent design ;  Knowledge engineering ;  Resource reuse
Hot topics and trends in cardiovascular research,"Aims: Comprehensive data on research undertaken in cardiovascular medicine can inform the scientific community and can support policy building. We used the publication output from 2004 to 2013 and the 2014 references to these documents, to identify research topics and trends in the field of cardiovascular disease. Methods and results: Text fragments were extracted from the titles and abstracts of 478 000 publications using natural language processing. Through machine-learning algorithms, these text fragments combined to identify specific topics across all publications. A second method, which included cross-references, assigned each publication document to a specific cluster. Experts named the topics and document clusters based on various outputs from these semi-Automatic methods. We identified and labelled 175 cardiovascular topics and 20 large document clusters, with concordance between the approaches. Overarching, strongly growing topics in clinical and population sciences are evidence-based guidance for treatment, research on outcomes, prognosis, and risk factors. 'Hot' topics include novel treatments in valve disease and in coronary artery disease, and imaging. Basic research decreases its share over time but sees substantial growth of research on stem cells and tissue engineering, as well as in translational research. Inflammation, biomarkers, metabolic syndrome, obesity, and lipids are hot topics across population, clinical and basic research, supporting integration across the cardiovascular field. Conclusion: Growth in clinical and population research emphasizes improving patient outcomes through novel treatments, risk stratification, and prevention. Translation and innovation redefine basic research in cardiovascular disease. Medical need, funding and publishing policies, and scientific opportunities are potential drivers for these evolutions.",Gal D.; Thijs B.; Glänzel W.; Sipido K.,Journal,European Heart Journal,2019-07-21,Magyar Tudomanyos Akademia;KU Leuven,Cardiovascular research ;  Clinical care ;  Innovation ;  Outcomes ;  Prevention
GIN: Genetic improvement research made easy,"Genetic improvement (GI) is a young ield of research on the cusp of transforming software development. GI uses search to improve existing software. Researchers have already shown that GI can improve human-written code, ranging from program repair to optimising run-time, from reducing energy-consumption to the transplantation of new functionality. Much remains to be done. The cost of re-implementing GI to investigate new approaches is hindering progress. Therefore, we present Gin, an extensible and modiiable toolbox for GI experimentation, with a novel combination of features. Instantiated in Java and targeting the Java ecosystem, Gin automatically transforms, builds, and tests Java projects. Out of the box, Gin supports automated test-generation and source code proiling. We show, through examples and a case study, how Gin facilitates experimentation and will speed innovation in GI.",Brownlee A.; Barr E.; Petke J.; Wagner M.; Alexander B.; White D.,Conference Proceeding,GECCO 2019 - Proceedings of the 2019 Genetic and Evolutionary Computation Conference,2019-07-13,University of Stirling;University College London;The University of Adelaide;University of Sheield,Genetic Improvement ;  GI ;  SBSE ;  Search-based Software Engineering
Research on industrial technology innovation strategic alliance based on alliance network: A case study based on three industrial alliances in Zhejiang province,"Based on the literature review and induction of resource-based theory, enterprise ability theory, social network theory and other related theories, the study analyzes the impact of enterprise resource integration capability on knowledge sharing. Through 3 typical case studies on the operation mechanism of technology innovation strategic alliance, we found: (1) Enterprise resource integration capability has positive impact on knowledge sharing. (2) Alliance Network has an influence on Knowledge Sharing, and the degree of influence of centrality and intensity on Knowledge Sharing is also different in alliance network. The above research has further expanded the research connotation of industrial alliance, and also has certain practical significance to the practice of industrial alliance in China.",Duan S.; Zhang Q.; Cai Y.,Conference Proceeding,ACM International Conference Proceeding Series,2019-07-12,Zhejiang University of Finance and Economics;Zhejiang Academy of Science and Technology for Inspection & Quarantine,Alliance Network ;  Industry Alliance ;  Knowledge Sharing ;  Resource Integration Ability
Characteristic course system establishment for electronic and information engineering specialty in agricultural university,"Around the research of modern agricultural equipments, a characteristic course system including the platforms and modules was established by the electronic and information engineering specialty in South China Agricultural University. The professional basis platform consists of three technical sub platforms. Three course modules are set up in the specialized elective courses as the agricultural machinery intelligent navigation technology, the agricultural remote sensing, and the agricultural internet-of-things. Through the implementation of the course system, the students' scientific innovation ability was improved and their enthusiasm to serve the “three rural” was inspired. This research and practice provides a new talent cultivation mode in the domestic agricultural engineering discipline development.",Lyu S.; Li Z.; Lu S.; Wang W.; Sun D.,Conference Proceeding,ACM International Conference Proceeding Series,2019-07-12,South China Agricultural University,Agricultural university ;  Characteristic specialty ;  Course structure ;  Electronic and information engineering ;  Talent cultivation
"Offsite Production and Manufacturing for Innovative Construction: People, Process and Technology","The offsite and modular market is continuing to grow. This book builds on the success of a number of initiatives, including formative findings from literature, research and development and practice-based evidence (success stories). It presents new thinking and direction from leading experts in the fields of: design, process, construction, engineering, manufacturing, logistics, robotics, delivery platforms, business and transformational strategies, change management, legislation, organisational learning, software design, innovation and biomimetics. This book is particularly novel and timely, as it brings together a number of cogent subjects under one collective 'umbrella'. Each of these chapters contain original findings, all of which culminate in three 'Key Learning Points' which provide new insight into the cross-cutting themes, interrelationships and symbiotic forces that exist between each of these chapters. This approach also provides readers with new contextualised understanding of the wider issues affecting the offsite market, from the need to embrace societal challenges, through to the development of rich value-laden solutions required for creating sector resilience. Content includes a balance between case studies and practice-based work, through to technical topics, theoretical propositions, pioneering research and future offsite opportunities ready for exploitation. This work includes: stakeholder integration, skills acquisition, new business models and processes, circularity and sustainable business strategies, robotics and automation, innovation and change, lean production methodologies and new construction methods, Design for Manufacturing and Assembly, scaled portfolio platforms and customisability, new legal regulatory standards and conformance issues and offsite feasibility scenario development/integration.",Goulding J.; Rahimian F.,Book,"Offsite Production and Manufacturing for Innovative Construction: People, Process and Technology",2019-07-11,Faculty of Science and Engineering;University of Northumbria,
"Preface: 5th International Conference on Energy, Environment and Sustainable Development (EESD-2018)","The 5th International conference on Energy Environment and Sustainable Development-2018 (EESD-2018) held at Mehran University of Engineering and Technology, Jamshoro has been organized by the Energy Environmental Engineering Research Group (EEERG) in collaboration with US Pakistan Center for Advanced Studies in Water. The opening remarks from Prof. Dr. Akhtar Kalam a renowned professor at Victoria University (VU), Melbourne, discussed the challenges of the future decades about the war of water, food and energy all under the environmental security and sustainability. He also emphasized the need of energy demand and encouraged the academicians to opt different approach required to meet the challenging future of creativity and innovation. These will require the continuous job switching for meeting the competitive market demand. Ms. Arvea Marieni Principal advisor at GCM Consulting, Germany focused on the Possibility of survival on the planet in future, keeping in view the challenges of waste management, energy security & circular debt with constraints of environment challenges and sustainability.",,Conference Proceeding,AIP Conference Proceedings,2019-07-11,,
Does integration promote enterprise technology innovation? Evidence from the global value chain,"In the context of promoting the construction of the national innovation system with enterprises as the main body, research on factors that influence enterprise technology innovation (ETI) is of great practical significance. This paper considers the integration of product and information flow in enterprise Global Value Chain (GVC) and aims to test whether integration is meaningful for ETI by comparing the impact of GVC on ETI through three different paths using the Probit and Poisson models. Additionally, situations in different regions and industries are further analyzed. The results show that integration is meaningful overall but not for all regions or industries; enterprises should start from product and management innovation to improve ETI based on integration; GVC-embedded-enterprise in the eastern region and high-tech industry should focus more on their relationship with consumers, improve product innovation, further enhance enterprise innovation participation breadth.",Jiao J.; Wang C.; Tang Y.; Li J.,Conference Proceeding,ACM International Conference Proceeding Series,2019-07-10,Hefei University of Technology,Consumer connection ;  Enterprise technology innovation ;  Global value chain ;  Integration ;  Supplier connection
Experimental study of deformation characteristics of pebble cushion with furrow for immersed tunnel,"It is an innovation to use pebble cushion with furrow as the foundation of a large-scale immersed tunnel. In order to investigate the deformation characteristics of the pebble cushion subjected to engineering load under water, static load model tests are carried out in seven working conditions. The compression modulus of pebble cushion under various working conditions, the relationship between load and settlement are obtained. The effects of cushion thickness, ridge and furrow dimensions, preloading load and gradation on the mechanical properties of pebble cushion are analyzed. Unlike the gravel cushion, the settlement of pebble cushion initially changes nonlinearly with vertical load. With the increase of load, the settlement rate of the pebble cushion gradually decreases. The relationship between load and settlement tends to be linear after the cushion is compacted to a certain extent. The larger maximum size of the pebble results in a larger compression modulus of the cushion and a smaller settlement. The pre-compression leads to a significant reduction in the subsidence of the pebble cushion and an increase in compression modulus when compressed again. As the distance between the furrows increases and the compression modulus of pebble cushion decreases, the settlement increases. With increasing the thickness of the cushion, the settlement and compression modulus of the pebble cushion increase slightly. The research results can provide reference for the design of immersed tunnel cushion.",Li Z.; Feng X.; Sheng L.,Journal,Yantu Lixue/Rock and Soil Mechanics,2019-07-10,China Communications Construction Company Limited;R. and D. Ctr. of Transp. Indust. of Intelligent Mfg. Technologies of Transport Infrastructure,Deformation characteristics ;  Experimental study ;  Immersed tunnel ;  Pebble cushion
Multi-cellular engineered living systems: Building a community around responsible research on emergence,"Ranging from miniaturized biological robots to organoids, multi-cellular engineered living systems (M-CELS) pose complex ethical and societal challenges. Some of these challenges, such as how to best distribute risks and benefits, are likely to arise in the development of any new technology. Other challenges arise specifically because of the particular characteristics of M-CELS. For example, as an engineered living system becomes increasingly complex, it may provoke societal debate about its moral considerability, perhaps necessitating protection from harm or recognition of positive moral and legal rights, particularly if derived from cells of human origin. The use of emergence-based principles in M-CELS development may also create unique challenges, making the technology difficult to fully control or predict in the laboratory as well as in applied medical or environmental settings. In response to these challenges, we argue that the M-CELS community has an obligation to systematically address the ethical and societal aspects of research and to seek input from and accountability to a broad range of stakeholders and publics. As a newly developing field, M-CELS has a significant opportunity to integrate ethically responsible norms and standards into its research and development practices from the start. With the aim of seizing this opportunity, we identify two general kinds of salient ethical issues arising from M-CELS research, and then present a set of commitments to and strategies for addressing these issues. If adopted, these commitments and strategies would help define M-CELS as not only an innovative field, but also as a model for responsible research and engineering.",Sample M.; Boulicault M.; Allen C.; Bashir R.; Hyun I.; Levis M.; Lowenthal C.; Mertz D.; Montserrat N.; Palmer M.; Saha K.; Zartman J.,Journal,Biofabrication,2019-07-10,"The Grainger College of Engineering;College of Engineering;UW-Madison College of Engineering;College of Engineering;Barcelona Institute of Science and Technology (BIST);Instituto de Bioingeniería de Cataluña;Centro de Investigación Biomédica en Red de Bioingeniería, Biomateriales y Nanomedicina;Institució Catalana de Recerca i Estudis Avançats;University of Wisconsin-Madison;Massachusetts Institute of Technology;Stanford University;CASE School of Medicine;Université McGill",emergence ;  ethics ;  governance ;  moral considerability ;  responsible innovation ;  society
Acceleration of the NVT Flash Calculation for Multicomponent Mixtures Using Deep Neural Network Models,"Phase equilibrium calculation, also known as flash calculation, has been extensively applied in petroleum engineering, not only as a standalone application for a separation process but also as an integral component of compositional reservoir simulation. Previous research devoted numerous efforts to improve the accuracy of phase equilibrium calculations, which place more importance on safety than speed. However, the equation-of-state-based flash calculation consumes an enormous amount of computational time in compositional simulation and thus becomes a bottleneck to the broad application of compositional simulators. Therefore, it is of vital importance to accelerate flash calculation without much compromise in accuracy and reliability, turning it into an active research topic in the past two decades. With the rapid development of computational techniques, machine learning brings another wave of technology innovation. As a subfield of machine learning, the deep neural network becomes a promising computational technique due to its great capacity to deal with complicated nonlinear functions, and it thus attracts increasing attention from academia and industry. In this study, we establish a deep neural network model to approximate the iterative flash calculation at given moles, volume, and temperature, known as the NVT flash. A dynamic model designed for NVT flash problems is iteratively solved to generate data for training the neural network. In order to test the model's capacity to handle complex fluid mixtures, three real reservoir fluids are investigated, including one Bakken oil and two Eagle Ford oils. Compared to previous studies that follow the conventional flash framework in which stability testing precedes phase splitting calculation, we incorporate stability test and phase split calculation together and accomplish two steps by a single deep learning model. The trained model is able to identify the single vapor, single liquid, and vapor-liquid states under the subcritical region of the hydrocarbon mixtures. A number of examples are presented to show the accuracy and efficiency of the proposed deep neural network. It is found that the trained model makes predictions at most 244 times faster than the iterative NVT flash calculation for the given cases and meanwhile preserves high accuracy.",Li Y.; Zhang T.; Sun S.,Journal,Industrial and Engineering Chemistry Research,2019-07-10,King Abdullah University of Science and Technology;China University of Geosciences,
User-centric work environments in modular healthcare facilities,"Purpose: The challenges arising from the reform of the social and healthcare sector call for efficient, effective and novel processes in both public and private health and medical care. Facilities need to be designed to suit the new processes and to offer usable workspaces at different levels of healthcare services. Along with traditional construction, modular facility innovations could be one solution to these pressures. The paper aims to discuss these issues. Design/methodology/approach: This case study analyzed the different usability characteristics of the work environment in modular and non-modular healthcare facilities (HCFs). The qualitative research method was based on semi-structured interviews of employees and observations of the case buildings. Findings: According to the results, the usability characteristics were divided into four main categories: functionality, healthiness, safety/security and comfort. The main differences between the modular and non-modular facilities appeared to be room size, soundproofing, safety issues and the utilization of colors and artwork, which were all perceived as better realized in the non-modular facilities. The staff highlighted functionality as the most important characteristic in their work environment. They even considered functionality as a feature of a comfortable work environment. Originality/value: This paper presents new knowledge and a detailed description of the opinions and experiences of healthcare professionals concerning a user-centric, usable environment in the context of modular and non-modular HCFs.",Aalto L.; Sirola P.; Kalliomäki-Levanto T.; Lahtinen M.; Ruohomäki V.; Salonen H.; Reijula K.,Journal,"Engineering, Construction and Architectural Management",2019-07-10,Aalto University;Lääketieteellinen Tiedekunta;Työterveyslaitos,Architecture ;  Design ;  Design management
Research on Network Public opinion Analysis Platform Architecture Based on Big Data,"With the development of Internet technologies and applications, network public opinion has undergone tremendous changes in terms of data volume, complexity, and speed of production. Existing public opinion analysis techniques and monitoring systems are difficult to adapt to changes in this scenario, and must be innovative under the thinking of big data analysis. Therefore, this paper designs a network public opinion analysis platform through the use of big data technology, including information collection, information processing, information analysis, public opinion display and information security. And from the three aspects of government decision-making, hotspot tracking, and public opinion guidance, the application effect of the platform is proposed, and the innovation of thinking, mode and technology of network public opinion management is realized. It has important theoretical and practical value for network public opinion management.",Yuan F.; Yang J.; Zheng Q.,Conference Proceeding,IOP Conference Series: Earth and Environmental Science,2019-07-09,State Grid Information and Telecommunication Group,
A Review of the National Green Innovation System in Israel,"With the aggravation of resource and environment problems, countries around the world are paying more and more attention to design green innovation policy system for guiding the development of low-carbon economy. Especially after proposing the strategic conception of building an ""innovative country"" and a ""resource-saving and environment-friendly society"", China has witnessed a boom in green innovation research. However, China's green innovation system started late, while developed countries such as Israel have extensive experience in the research and development of green innovation system. This paper makes an in-depth analysis of Israel's green innovation system from the five aspects, i.e. energy conservation and environmental protection, public finance, education and talent introduction, green finance and technology. The experience of Israel can provide significant reference value for China to formulate and improve the green innovation system.",Wu T.; Li Y.,Conference Proceeding,IOP Conference Series: Earth and Environmental Science,2019-07-09,Southwest University,
Research on Environmental Feedback Mechanism Based on System Dynamics,"Cultural science and technology integration and innovation has become a new way to promote the coordinated development of culture and science and technology. Based on the theory of fusion innovation and collaborative innovation, this paper applies the basic principles of system dynamics to construct the causality model of the interaction between cultural system and technology system, and uses Vensim PLE software to simulate the system and analyze the path of cultural technology fusion innovation and its influencing factors. The research results show that: culture and technology integration innovation system is composed of complex feedback mechanisms that interact with each other. Each feedback loop represents the realization path of cultural science and technology fusion innovation. In the implementation path, cooperation between industry, universities and research institutes, market demand forecasting accuracy, innovation there is a significant positive impact between the perfection of incentive mechanism, the perfection of cultural intermediary service system and the integration of cultural science and technology innovation.",Wang Z.,Conference Proceeding,IOP Conference Series: Earth and Environmental Science,2019-07-09,Maanshan Teacher's College,
Blending Polymer Labile Elements at Differing Scales to Affect Degradation Profiles in Heart Valve Scaffolds,"After more than 22 years of research challenges and innovation, the heart valve tissue engineering paradigm still attracts attention as an approach to overcome limitations which exist with clinically utilized mechanical or bioprosthetic heart valves. Despite encouraging results, delayed translation can be attributed to limited knowledge on the concurrent mechanisms of biomaterial degradation in vivo, host inflammatory response, cell recruitment, and de novo tissue elaboration. This study aimed to reduce this gap by evaluating three alternative levels at which lability could be incorporated into candidate polyurethane materials electroprocessed into a valve scaffold. Specifically, polyester and polycarbonate labile soft segment diols were reacted into thermoplastic elastomeric polyurethane ureas that formed scaffolds where (1) a single polyurethane containing both of the two diols in the polymer backbone was synthesized and processed, (2) two polyurethanes were physically blended, one with exclusively polycarbonate and one with exclusively polyester diols, followed by processing of the blend, and (3) the two polyurethane types were concurrently processed to form individual fiber populations in a valve scaffold. The resulting valve scaffolds were characterized in terms of their mechanics before and after exposure to varying periods of pulsatile flow in an enzymatic (lipase) buffer solution. The results showed that valve scaffolds made from the first type of polymer and processing combination experienced more extensive degradation. This approach, although demonstrated with polyurethane scaffolds, can generally be translated to investigate biomaterial approaches where labile elements are introduced at different structural levels to alter degradation properties while largely preserving the overall chemical composition and initial mechanical behavior.",D'Amore A.; Luketich S.; Hoff R.; Ye S.; Wagner W.,Journal,Biomacromolecules,2019-07-08,Swanson School of Engineering;McGowan Institute for Regenerative Medicine;Fondazione Ri.MED,
Sustainable development as a driver for educational innovation in engineering school: the case of UniLaSalle,"The potential relationships between innovation and sustainability processes, in engineering education, is neither obvious nor simple, especially when innovation, generally speaking, is promoted regardless of sustainability. We used UniLaSalle (In January 2016, the ‘Institut Polytechnique LaSalle Beauvais’, a French engineering school, merged with another higher education engineering school (ESITPA, Rouen). Both campuses (Beauvais and Rouen) have a common name: UniLaSalle (www.unilasalle.fr). As the interview began during 2015, this article only describes the situation of the Beauvais campus.) as a ‘living Lab’ to identify and analyse the reasons for the integration of innovation and Sustainable Development (SD) in training programmes. The aim is to explore, in a perception and reflective approach, how SD can be understood as a driver for specific innovation attitudes in higher education engineering school. This paper adopts an empirical approach based on a qualitative study, using NVivo 9 software to analyse non-numerical data. Our research suggests that SD can be a structural driver for innovation if it is integrated in a transdisciplinarity approach and not just as a discipline per se.",Fourati-Jamoussi F.; Dubois M.; Agnès M.; Leroux V.; Sauvée L.,Journal,European Journal of Engineering Education,2019-07-04,UniLaSalle,engineering school ;  ethics ;  innovation in higher education ;  Sustainable development ;  transdisciplinarity
"How education background affects design outcome: teaching product development to mechanical engineers, industrial designers and managers","Product design and development (PDD) is a current topic of academic and industrial research. Emphasis on innovation and entrepreneurship, as well as design thinking and creativity has been recently pulled together into the teaching and research on PDD. This paper looks into a multidisciplinary setting made up of three similar but independent PDD masters courses taught at three higher education institutions, having the same assessment, syllabus, assignments and outcomes. As expected, students’ projects foci are different. The outcomes of this experience were confronted with an ex-post literature review, which generated thorough guidelines that supported an innovative proposal for PDD education, to be implemented into an interdisciplinary Summer School. Significant generalisable contributions for educating modern engineers, designers and business entrepreneurs are expected, instead of just teaching methods of engineering, design and entrepreneurship at the case universities. The limitation of the used inductive reasoning concerns ‘truth’ being suggested but not assured.",Silva A.; Leite M.; Vilas-Boas J.; Simões R.,Journal,European Journal of Engineering Education,2019-07-04,Singapore University of Technology and Design;Instituto de Engenharia Mecânica;Iscte – Instituto Universitário de Lisboa;Instituto Politécnico do Cávado e do Ave;Universidade do Minho,Design output ;  design teaching ;  industrial design ;  mechancial engineering ;  operations management
"Lean, automation and modularization in construction","The architecture, engineering and construction (AEC) industry lags behind the manufacturing industry, both in terms of innovation and productivity, mainly due to its heterogeneous, fragmented nature and the uniqueness of its projects. This paper analyzes three effective processes and technologies which are carrying out great benefits to the construction industry: lean construction, automation, and modularization (LAM). The research consists of a systematic literature review and assesses previously published work related to the three combined topics LAM in construction with two main goals: (1) identify the relevance of the three topics combined for both the AEC industry and the academy, and (2) identify in the papers investigated the main themes related to the combination of LAM in construction. Findings reveal only 31 publications meeting the criteria within the two sources investigated. The most frequent areas of LAM identified in the papers were lean production management, optimization algorithm and prefabrication, respectively related to lean construction, automation in construction and modular construction. The results reveal a need to better investigate the interactions of LAM in construction as a way to promote the continuous improvement of the AEC industry.",Brissi S.; Debs L.,Conference Proceeding,"27th Annual Conference of the International Group for Lean Construction, IGLC 2019",2019-07-03,Purdue Polytechnic Institute,Automation ;  Continuous improvement ;  Lean construction ;  Modularization ;  Off-site construction
Development of Technical Communication in China: Program Building and Field Convergence,"This article examines the emergence of technical communication as an academic field in China from the perspectives of pedagogy, program building, market needs, professionalization, and local sociopolitical contexts. Highlighting the close disciplinary connections between translation and technical communication, it identifies visionary faculty with overseas experiences as national leaders in curriculum innovation. It also explores the close industry–academia connections facilitated by semi-open WeChat groups and existing approaches to building international partnerships with technical communicators in China.",Ding H.,Journal,Technical Communication Quarterly,2019-07-03,NC State University,Engineering communication ;  history of technical communication ;  intercultural communication ;  international communication ;  programmatic research
Transforming academia: The role of education,"Scientific research is usually presented as the driver that provides progress and meaning to the academic ecosystem. Higher education on the other hand, is typically imagined as something that naturally follows scientific research. In the academic ecosystem, education often retains a more marginalized position than scientific research and in many of the predominant accounts of the academic ecosystem it is even neglected. As a result, higher education and teaching tends to be treated as duty work that retracts resources away from research. In response to such accounts the present article proposes an alternative perspective in which higher education can assume a proactive role that affects institutions’ research. The article presents a case that demonstrates how social scientists at the Technical University of Denmark, in response to new demands for autonomous economy within Danish universities, invented the controversial, yet successful, ‘Design and Innovation’ engineering program. Design and Innovation’s controversial curricular composition brought together: creativity, social awareness, and product innovation and heralded the salvation for the declining status of engineering in Danish higher education. The article contributes to contemporary discussions on transformations within the university system by illustrating educational development as a transformative practice whereby the value and purpose of scientific disciplines get rearticulated in conversation with contemporary understandings of social needs.",Juhl J.; Buch A.,Journal,Educational Philosophy and Theory,2019-07-03,Aalborg University,co-production ;  engineering education ;  Higher education ;  innovation ;  reform ;  sociotechnical imaginaries
Evaluating instructors’ classification of programming exercises using the revised Bloom’s taxonomy,"It is a well-known fact that different instructors understand Bloom’s taxonomy differently, thus they classify given test exercises into different levels of the taxonomy. The article reports on the impact of training instructors on the use of the taxonomy for programming courses with two innovations: encouraging instructors to classify each exercise into several cognitive processes necessary to solve it, and providing them with a wide range of examples of classified programming exercises. We evaluated the impact of these innovations in two training sessions. In the first session, the revised Bloom’s taxonomy was introduced to the participants, and in the second session, the innovations were presented. In both sessions, participants were asked to classify ten exercises. The results show that classification into several cognitive processes was natural to instructors. However, other results were mixed. On the one hand, accuracy was increased, and confidence was increased for experienced participants. On the other hand, variation was increased, and confidence was decreased for non-experienced participants. Results show that our approach assists instructors in classifying exercises, but higher increases of expert instructors suggest that longer training is necessary for non-expert instructors.",Masapanta-Carrión S.; Velázquez-Iturbide J.,Conference Proceeding,"Annual Conference on Innovation and Technology in Computer Science Education, ITiCSE",2019-07-02,Pontificia Universidad Católica del Ecuador;Universidad Rey Juan Carlos,Bloom’s taxonomy ;  Computing science education ;  Instructors’ training
