Title,Abstract,Author,Aggregation_Type,Publisher,Publication_Date,Institutions,Keywords
The Effects of Collaboration with Different Partners: A Contingency Model,"This article focuses on innovation collaboration and examines the different roles of the two types of innovation collaboration on firms' innovation performance from the perspective of the two types of knowledge distance. Based on this logic, the article also assesses whether the effects of these two types of collaboration are conditional on a firm's connections to the existing institutional structure in emerging markets. The regression results reveal that both collaboration with science-based partners and collaboration with foreign business partners are positively related to a firm's innovation performance, while the effect of collaboration with science-based partners is weaker. Our article also shows that a firm's connections to the institutional structure positively moderate the influence of collaboration with foreign business partners, while they negatively moderate the influence of collaboration with science-based partners. This article contributes to the existing research on innovation collaboration by providing a theoretical framework for understanding the distinct effects of collaborating with different types of partners.",Zhou J.; Liu Z.; Li J.; Zhang G.,Journal,IEEE Transactions on Engineering Management,2021-12-01,Tsinghua University School of Economics and Management;University of Chinese Academy of Sciences;Beijing Normal University,Connections to institutional structure ;  foreign business partner ;  innovation collaboration ;  innovation perfor-mance ;  science-based partner
Enhancing STEM equity programs with action research,"Cultural diversity in professional fields, including science, technology, engineering, and math (STEM), leads to greater innovation due to the improved range of ideas, perspectives, and talents that a diverse workforce encompasses. However, despite increased efforts to recruit and retain traditionally underrepresented minority students through collegiate-level STEM equity initiatives, the lack of action research-based program evaluation leaves unanswered questions about the effectiveness of many STEM equity programs. The current article uses an example of a grant-funded collaboration between two Hispanic-serving institutions to explore how action research can enhance the planning, implementation, and evaluation of programs to address STEM inequity. A narrative of researcher-participants’ reflections illustrates the successes and shortcomings of the project and suggests four guidelines for enhancing STEM equity programs with action research.",Barber C.; Palasota J.; Steiger M.; Bagnall R.; Reina J.; Wagle J.; Bai Y.,Journal,Action Research,2021-12-01,University of St. Thomas - Houston;Houston Community College,Action research ;  equity ;  program evaluation ;  STEM
Construction and Practice of 'Five-in-one' Outstanding New Engineering Talents Training System of Food Major in Local Universities,"The world is undergoing unseen changes in a century, which is putting forward new challenges to higher engineering education and new requirements for the training of engineering talents. Facing the future and industry demand, the engineering education will be continuously innovated. In this paper, the status of China's food industry and the talent problems, and the current situation of food talent training at home and abroad were reviewed, which indicated that the university should take the initiative to respond to these changes. Taking the College of Food Science and Engineering in Bohai University and Dalian Nationalities University as an example, a ""five-in-one"" outstanding new engineering talent training system was established by adhering to the guidance of ideological and political education, reforming the training mode, promoting scientific research regurgitation-feeding the teaching, deepening the integration of industry and education, and intensifying the integration of innovation and entrepreneurship education. The constructed training system has distinctly improved the quality of personnel training, engineering practice ability, and innovation ability of the students, and promoted the high quality development of higher engineering education in local universities. The study had great significance to the innovation of the construction ideas of first-class major, the connotative construction of food major, and the culture of engineering and technical talents with strong engineering practical and innovation abilities, and could adapt to the industrial transformation and upgrading.",Li X.; Fan J.; Li J.; Ge Y.; Li T.; Bai F.; Yi S.; Liu H.; Lü C.; Zhang D.; Cao X.; Li X.; Xu Y.; Zhu L.; Li Q.,Journal,Journal of Chinese Institute of Food Science and Technology,2021-11-30,Dalian Minzu University;Bohai University,Five-in-one mode ;  Food major ;  Local universities ;  New engineering ;  Talents training
Anchoring AI/Machine Learning on the African Technological Innovation and Investment Table,"Sustainable development begins with education primarily through lifelong open and distance learning (ODL). Africa faces an economic and sustainable development problem characterized by relatively low GDP per capita and limited capacity for industrialization and modernization which has not been adequately resolved by the numerous economic frameworks used in the past. A Pragmatism paradigm intricately related to the Mixed Methods approach was used in this research premised on an endogenous growth model supported by knowledge generation strategies and anchored on AI/ML. The research proved that the resultant E-Business and E-learning supply chain gives a huge Cash Return on Investment in the higher education sector and other sectors of the economy. Technological innovation and investment anchored on the AI/Machine Learning paradigms and which takes advantage of the advances in technology (Cloud Computing, AI/ Machine Learning, Cybersecurity, Big Data Analytics, etc.) will create wealth and establish an innovation-led knowledge economy through breaking silos, synergizing and creating smart partnerships in the National Science, Technology and Innovation System (NSTIS). The phenomenal growth in the use of internet-based technologies has subjected organizations to cyberattacks, and so there is a need to revamp cyberdefense strategies for most organizations and take advantage of Cloud Computing facilities.",Kabanda G.,Conference Proceeding,ACM International Conference Proceeding Series,2021-11-26,University of Zimbabwe,Artificial Intelligence ;  Cybersecurity ;  economic framework ;  innovation ;  Knowledge generation ;  Machine Learning ;  sustainable development
Thoughts on the Development of Frontier Technology in Electrical Engineering,"Every significant change in the methodology of scientific research will certainly promote technological reform and innovation. Nowadays, with the development of intelligent technology, new technologies marked by artificial intelligence, big data and cloud computing are deeply integrated into various disciplines, thus giving an impetus to the reform of industrial model and bringing about innovations in technological fields. According to the needs of for development of electrical engineering and the characteristics of a new revolution in science and technology, this paper covers four aspects: the integrated development of artificial intelligence and electrical engineering, an impact of all-electric mobile platform on the research into high-performance motors, the development of a multi-energy power system, and breakthroughs in the technology that can make the electromagnetic energy equipment work from a traditional periodic steady-state / quasi steady-state to an aperiodic transient state under extreme conditions. Moreover, a preliminary exploration is made of the frontier development of electrical engineering based on multi-field integration and a detailed introduction is given about the descipline's background demand and key scientific problems. It is sincerely hoped that the above-mentioned problems may bring about discussion among people of the same profession to promote the innovation and development of China's electrical technology.",Ma W.,Journal,Diangong Jishu Xuebao/Transactions of China Electrotechnical Society,2021-11-25,Naval University of Engineering,All electric platform ;  Artificial intelligence ;  Electrical engineering ;  Electromagnetic energy equipment ;  Multi-energy power system
Welcome New EMC Chapter Coordinator!,"I am Professor of Electromagnetics at De Montfort University (DMU) in the UK and the Director of the University's Institute of Engineering Sciences. I have worked at DMU for 26 years and, in that time have served as Head of School, Associate Dean for Research and Innovation and in various other teaching, research, and administrative leadership roles. My career started in a small electronics company in South Wales where I was fortunate enough to work in roles ranging from buyer through design engineer to marketing engineer, subsequently reading for my Ph.D. at the University of Nottingham and recently being awarded my D.Sc. from Cardiff University. Other than the IEEE, I have served in volunteer leadership roles in the Institution of Engineering and Technology (IET), most recently as Chair of the Executive Committee for the Electromagnetics Technical and Professional Network. I enjoy playing double bass with local orchestras.",Duffy A.,Trade Journal,IEEE Electromagnetic Compatibility Magazine,2021-11-23,De Montfort University,
Development of an AR App to Improve Healthcare Students' Classroom Experience,"Augmented Reality (AR) is one of the most promising digital health innovations today. In the medical field, it is increasingly adopted as technological advancement in healthcare since it holds promise as a robust teaching initiative in the said field. However, most of the initiatives are conducted and analyzed in the developed countries. Its application and adoption seem to be challenging in developing countries like the Philippines, which may be attributed to the limited applied research or financial capability. Findings from this research also show only the knowledge acquisition from AR apps being developed rather than the effects of its inclusion on healthcare. Thus, this study was initiated to develop an AR app as a tool to improve the students' classroom experience. Specifically, this study is conducted to investigate AR app usability and its effects on healthcare students. Based on initial findings, AR integration in the classroom could have significant effects on healthcare students and clinical instructors. However, the psychologists observed that there remain several challenges and issues on its use that we need to consider in the development and use of this app. Thus, when the entire qualitative methodology is completed, it is expected that an AR app will be developed based on the initial findings. This study is also expected to produce an AR app that can be used as a mobile-based tool in medical education to contribute to the improvement of the healthcare students' classroom experience despite being in a developing country.",Trapero H.,Conference Proceeding,"29th International Conference on Computers in Education Conference, ICCE 2021 - Proceedings",2021-11-22,University of the Philippines,AR ;  Augmented reality ;  Education technology ;  Healthcare technology
A Practical Study of Information Technology-Driven Teaching Reform of Innovation and Entrepreneurship in Higher Education -Take Guangxi Normal University as an Example,"The teaching reform of innovation and entrepreneurship education in higher education takes information technology as the driving force, promotes the integration of innovation and entrepreneurship education with professional education, makes it run through the whole process of education and talent training, cultivates students' innovative spirit, entrepreneurial consciousness and innovative and entrepreneurial capability, and improves the quality of talent training in universities. This paper carries out an empirical research in Guangxi Normal University from seven aspects, namely, policy formulation, curriculum system, teaching staff, events and activities, practice platforms, cultural environment and students' evaluation, and makes an analysis of the approaches and strategies of integrating information technology with the whole process of innovation and entrepreneurship education in universities. It is revealed that the teaching reform of information technology-driven innovation and entrepreneurship in universities is a systematic project, involving a number of departments and colleges. Collaborative innovation is required to build a good ecology and promote its development as a whole. The implementation of universities' entrepreneurship policies, teaching practice, curriculum teachers and competition activities have a significant impact on university students' entrepreneurial intention. Based on the findings, this paper puts forward the following suggestions for information technology-driven innovation and entrepreneurship education in universities: creating a cultural environment of digital innovation and entrepreneurship, constructing a digital training system for improving university students' entrepreneurial ability, optimizing the support of entrepreneurship policies, enhancing the publicity and implementation of entrepreneurship capital support, etc.",Meng Z.; Xiong X.; Zang Y.,Conference Proceeding,"29th International Conference on Computers in Education Conference, ICCE 2021 - Proceedings",2021-11-22,Guangxi Normal University,Education and teaching ;  Information technology-driven ;  Innovation and entrepreneurship education in higher education
Exploration and Practice of Hierarchical Graduation Project under the Background of Science Collaborative Education and Engineering Education Accreditation,"Graduation project is an important integrated practice segment for undergraduate education, since the quality of undergraduate education can be directly evaluated by the quality of graduation project. Under the background of science collaborative education and engineering education accreditation, it is necessary to explore an intelligent and integrated graduation project system to train students by all sorts of engineering and research projects, thus improve students' practical ability and innovation ability. This paper first analyzed the problems of the graduation project in the major of process equipment and control engineering, then introduced a novel hierarchical graduation project system to adapt to the concept of science collaborative education and engineering education. By putting the novel graduation project system into effect, the quality of graduation project has significantly improved.",Gao L.; Tan Y.; Sun Y.; Lv L.; Li B.; Gao Q.; Wang X.; Zhao Y.,Conference Proceeding,ACM International Conference Proceeding Series,2021-11-20,Tianjin University of Technology,Education reform ;  Engineering education accreditation ;  Hierarchical graduation project ;  Science collaborative education
"Building a Networked Improvement Community: Lessons in Organizing to Promote Diversity, Equity, and Inclusion in Science, Technology, Engineering, and Mathematics","In 2016, 10 universities launched a Networked Improvement Community (NIC) aimed at increasing the number of scholars from Alliances for Graduate Education and the Professoriate (AGEP) populations entering science, technology, engineering, and mathematics (STEM) faculty careers. NICs bring together stakeholders focused on a common goal to accelerate innovation through structured, ongoing intervention development, implementation, and refinement. We theorized a NIC organizational structure would aid understandings of a complex problem in different contexts and accelerate opportunities to develop and improve interventions to address the problem. A distinctive feature of this NIC is its diverse institutional composition of public and private, predominantly white institutions, a historically Black university, a Hispanic-serving institution, and land grant institutions located across eight states and Washington, DC, United States. NIC members hold different positions within their institutions and have access to varied levers of change. Among the many lessons learned through this community case study, analyzing and addressing failed strategies is as equally important to a healthy NIC as is sharing learning from successful interventions. We initially relied on pre-existing relationships and assumptions about how we would work together, rather than making explicit how the NIC would develop, establish norms, understand common processes, and manage changing relationships. We had varied understandings of the depth of campus differences, sometimes resulting in frustrations about the disparate progress on goals. NIC structures require significant engagement with the group, often more intensive than traditional multi-institution organizational structures. They require time to develop and ongoing maintenance in order to advance the work. We continue to reevaluate our model for leadership, climate, diversity, conflict resolution, engagement, decision-making, roles, and data, leading to increased investment in the success of all NIC institutions. Our NIC has evolved from the traditional NIC model to become the Center for the Integration of Research, Teaching and Learning (CIRTL) AGEP NIC model with five key characteristics: (1) A well-specified aim, (2) An understanding of systems, including a variety of contexts and different organizations, (3) A culture and practice of shared leadership and inclusivity, (4) The use of data reflecting different institutional contexts, and (5) The ability to accelerate infrastructure and interventions. We conclude with recommendations for those considering developing a NIC to promote diversity, equity, and inclusion efforts.",Noble C.; Amey M.; Colón L.; Conroy J.; De Cheke Qualls A.; Deonauth K.; Franke J.; Gardner A.; Goldberg B.; Harding T.; Harris G.; Hernández S.; Holland-Berry T.; Keeles O.; Knuth B.; McLinn C.; Milton J.; Motshubi R.; Ogilvie C.; Perez R.; Rodriguez S.; Ruggeri N.; Shiakolas P.; Woods A.,Journal,Frontiers in Psychology,2021-11-18,"University of Texas at Arlington College of Engineering;Texas A&M University-Commerce;University at Buffalo, The State University of New York;Michigan State University;University of Georgia;University of Michigan, Ann Arbor;Montana State University;University of Maryland, College Park;Howard University;Cornell University;Northwestern University;Iowa State University;The University of Texas at Arlington;Poly Prep Country Day School",diversity ;  faculty careers ;  Networked Improvement Community ;  shared leadership ;  STEM
An analysis of students’ perception of online assessments and its relation to motivation towards mathematics learning,"Assessing student performance is a challenge faced by most educational institutions during this time when conducting in-campus classes is affected by the pandemic. Use of online assessments to determine student performance is gaining wider acceptance over the traditional paper-and-pen type as it allows evaluation of what the students learned despite the lack of physical classroom interaction. Although there are studies that examine student perceptions about online learning in general, only a few focus on assessments especially those that consider its relation to affective aspects of learning. The views of students being the primary beneficiaries of the technology would give relevant information in designing appropriate online assessments and can bring about the success of its implementation. Thus, this present study investigated the usefulness of online assessments according to the perspective of students particularly in their math subject and its relation to their motivation towards mathematics learning. A mixed methods research design was conducted to determine the perception and motivation of 127 second year level engineering students via a questionnaire survey after exposure to a set of online assessments. Results showed that students have a high level of motivation towards mathematics learning and have positive perception about online assessments. Using factor analysis, variations in the perception were found to be explained by 4 factors focused on ease of use and functionality, personal preference, technical considerations, and complementation with other methods. Some of these factors were found to be significantly related with various aspects of motivation. Interview of students also revealed they found taking online assessments a positive innovation in giving assignments and prefer them over traditional assignments. The findings derived from this study give teachers a basis in designing more effective online assessments particularly those that address the needs of today’s generation of learners. Further, for a developing country like the Philippines, findings of this study would greatly contribute to the government and academic sector’s efforts in capacity building of its online system of education.",Valdez M.; Maderal L.,Journal,Electronic Journal of e-Learning,2021-11-16,De La Salle University,Learning management system ;  Mathematics learning ;  Motivation ;  Online assessment ;  Perception ;  Technology
"Dr Homayoon Kazerooni: Professor at UC-Berkeley, pioneer of exoskeletons, founder and CEO of U.S. Bionics (DBA suitX), founder Ekso Bionics","Purpose: The following paper is a “Q&A interview” conducted by Joanne Pransky of Industrial Robot Journal as a method to impart the combined technological, business and personal experience of a prominent, robotic industry PhD-turned innovator and entrepreneur regarding his pioneering efforts. The paper aims to discuss these issues. Design/methodology/approach: The interviewee is Dr Homayoon Kazerooni, Professor of Mechanical Engineering at the University of California (UC) Berkeley, pioneer and leading entrepreneur of robotic exoskeletons. He is a foremost expert in robotics, control sciences, exoskeletons, bioengineering and mechatronics design. Kazerooni shares in this interview details on his second start-up, US Bionics DBA suitX. Findings: Kazerooni received his MS and PhD in Mechanical Engineering from the Massachusetts Institute of Technology (MIT). He has been a Professor at UC Berkeley for over 30 years. He also serves as the Director of the Berkeley Robotics and Human Engineering Laboratory “KAZ LAB.” The lab’s early research focused on enhancing human upper extremity strength, and Kazerooni led his team to successfully develop a new class of intelligent assist devices that are currently marketed worldwide and used by manual laborers in distribution centers and factories worldwide. Dr Kazerooni’s later work focused on the control of human–machine systems specific to human lower extremities. After developing BLEEX, ExoHiker and ExoClimber – three load-carrying exoskeletons – his team at Berkeley created Human Universal Load Carrier. It was the first energetically autonomous, orthotic, lower extremity exoskeleton that allowed its user to carry 100-pound weights in various terrains for an extended period, without becoming physically overwhelmed. The technology was initially licensed to Ekso Bionics and then Lockheed Martin. Kazerooni and his team also developed lower-extremity technology to aid persons who have experienced a stroke, spinal cord injuries or have health conditions that obligate them to use a wheelchair. Originality/value: In 2005, Kazerooni founded Ekso Bionics, the very first exoskeleton company in America, which went on to become a publicly owned company in 2014. Ekso, currently marketed by Ekso Bionics, was designed jointly between Ekso Bionics and Berkeley for paraplegics and those with mobility disorders to stand and walk with little physical exertion. In 2011, Austin Whitney, a Berkeley student suffering from lower limb paralysis, walked for commencement in one of Kazerooni’s exoskeletons, “The Austin Exoskeleton Project,” named in honor of Whitney. Kazerooni went on in 2011, to found US Bionics, DBA suitX, a venture capital, industry and government-funded robotics exoskeleton company. suitX’s core technology is focused on the design and manufacturing of affordable industrial and medical exoskeletons to improve the lives of workers and people with gait impairment. suitX has received investment from Wistron (Taiwan), been awarded several US government awards and won two Saint-Gobain NOVA Innovation Awards. suitX has also won the US$1m top prize in the “UAE AI and Robotics for Good” Competition. Its novel health-care exoskeleton Phoenix has recently received FDA approval. Kazerooni has won numerous awards including Discover magazine’s Technological Innovation Award, the McKnight-Land Grant Professorship and has been a recipient of the outstanding ASME Investigator Award. His research was recognized as the most innovative technology of the year in New York Times Magazine. He has served in a variety of leadership roles in the mechanical engineering community and served as editor of two journals: ASME Journal of Dynamics Systems and Control and IEEE Transaction on Mechatronics. Kazerooni has published more than 200 articles to date, delivered over 130 plenary lectures internationally and is the inventors of over 100 patents.",Pransky J.,Journal,Industrial Robot,2021-11-16,Sonoma County Health Department,Exoskeletons ;  Man machine interface (MMI) ;  Medical robots ;  Prosthetics ;  Rehabilitation robots ;  Robot design
Artificial intelligence in ophthalmopathy and ultra-wide field image: A survey,"Fundus digital photography and optical coherence tomography (OCT) are currently the primary imaging approaches for early diagnosis and treatment of eye diseases. In recent years, the significant development in artificial intelligence (AI), particularly in machine learning (ML) and deep learning (DL) are new and vital technical-driven motivations impacting on the traditional diagnosis and treatment methods. At the same time, the ultra-wide field (UWF) imaging technology is getting widely accepted and prevalent by its obvious advantageous features of non-dilate pupils, express-track result and the vast pool of fundus viewing angles. As a result, numerous research have been done to explore AI in ultra-wide field fundus imaging ophthalmology for joint diagnosis and treatment. However, the current review of this method is still in least ink. We first outlines the application and impact of AI technology in ophthalmic diseases in the past ten years. With the following part exclusively summarizing the technical integration of ultra-wide field fundus images and AI technology in the past four years, which has brought innovations to clinical treatment methods for the diagnosis and treatment of ophthalmic diseases; finally, we analyzed the application and implementation of the novel technology as well as the potential limitations and challenges, to predict the possibility of the technology's further principles role and values in clinical ophthalmology.",Yang J.; Fong S.; Wang H.; Hu Q.; Lin C.; Huang S.; Shi J.; Lan K.; Tang R.; Wu Y.; Zhao Q.,Journal,Expert Systems with Applications,2021-11-15,Faculty of Health Sciences;City University of Macau;Shenzhen People's Hospital;University of Macau;Kunming University of Science and Technology;Chinese Academy of Sciences;Beijing Institute of Technology;The Hong Kong Polytechnic University;Wisney Medical (Shenzhen) Co. Ltd;Chongqing Industry & Trade Polytechnic,Deep learning ;  Machine learning ;  Ophthalmopathy ;  Ultra-wide field (UWF) imaging
Study on coordination of industrial technology ambidextrous innovation in knowledge ecology spiral,"Purpose: Knowledge input development and innovation implementation are new features of industrial technology innovation. The purpose of this study is to find the process of coordination and ecological spiral in the ambidextrous innovation of industrial technology. Design/methodology/approach: To design the model of industrial technology ambidextrous innovation based on knowledge ecology spiral, an input-output model of knowledge for ambidextrous innovation and a spiral model of knowledge ecology were constructed based on an improved Lotka-Volterra model. Then, the equilibriums in different knowledge inputs and the spiral evolution of knowledge ecology were analyzed. Finally, the ambidextrous coordination mechanism of the core organization was revealed. Findings: By coordinating the knowledge inputs and the knowledge ecology spiral, enterprises extend the R&D investments in the innovation chain, which will facilitate the knowledge inputs of the exploitative and exploratory innovation. Implementing the ambidextrous coordination in the technology innovation chain and the knowledge ecology chain has the advantage of promoting knowledge inputs, mobility and ecological spiral. Meanwhile, it can achieve the “multi-source, integration and coordination” development of industrial technology innovation. Originality/value: The two-element innovative knowledge input coordination model and the knowledge ecological spiral model based on the improved Lotka-Volterra model are constructed, which extends the modeling way of the traditional knowledge input-output profit model. It is expected to reduce the amount of knowledge input of a single member and provide theoretical reference for improving the efficiency of knowledge input by constructing the inter-dependent regenerative and inter-generative knowledge interaction.",Long Y.; Liu P.,Journal,Kybernetes,2021-11-15,Chongqing Technology and Business University;Henan Agricultural University,Coordination ;  Industrial technology ambidextrous innovation ;  Knowledge ecology ;  Knowledge spiral
An investigation of knowledge protection practices in inter-organisational collaboration: protecting specialised engineering knowledge with a practice based on grey-box modelling,"Purpose: This paper aims to report an interview study investigating knowledge protection practices in a collaborative research and innovation project centred around the semi-conductor industry. The authors explore which and how knowledge protection practices are applied and zoom in on a particular one to investigate the perspective of three stakeholders which collaborate: the SUPPLIER of a specialised machine, the APPLIER of this machine and a SCHOLAR who collaborates with both, in an effort to develop a grey-box model of the machine and its operation. Design/methodology/approach: A total of 33 interviews have been conducted in two rounds: 30 interviews explore knowledge protection practices applied across a large project. Qualitative content analysis is applied to determine practices not well covered by the research community. A total of three follow-up interviews inspect one specific collaboration case of three partners. Quotes from all interviews are used to illustrate the participants’ viewpoints and motivation. Findings: SCHOLAR and APPLIER communicate using a data-centric knowledge protection practice, in that concrete parameter values are sensitive and hidden by communicating data within a wider parameter range. This practice balances the benefit that all three stakeholders have from communicating about specifics of machine design and operations. The grey-box model combines engineering knowledge of both SUPPLIER and APPLIER. Practical implications: The line of thought described in this study is applicable to comparable collaboration constellations of a SUPPLIER of a machine, an APPLIER of a machine and a SCHOLAR who analyses and draws insights out of data. Originality/value: The paper fills a research gap by reporting on applied knowledge protection practices and characterising a data-centric knowledge protection practice around a grey-box model.",Kaiser R.; Thalmann S.; Pammer-Schindler V.,Journal,VINE Journal of Information and Knowledge Management Systems,2021-11-11,"Know-Center, Graz;Universität Graz;Technische Universitat Graz","Knowledge protection, Protection practices ;  Knowledge sharing"
Power intelligent customer service robot based on artificial intelligence,"With the rapid development of speech recognition technology, voice chat robot has become a breakthrough of artificial intelligence. Voice chat robot should be a typical application field of customer service, providing customers with efficient and convenient service all day. The traditional customer service center is mainly based on telephone service, facing the problems of large number of customers, high maintenance cost, slow knowledge update, limited service time, low training cost and so on. So, at the same time, the use habits of customers have also changed fundamentally. The vast majority of services and transactions can be carried out through the Internet, such as Taobao and Jingdong. However, the quality and cost of voice services can be greatly reduced through the interaction between robots and channelization voice service centers. Through the research and development of natural language technology, an intelligent and centralized mobile communication service application platform is constructed by using we-chat platform. Through natural language processing, machine learning, big data computing and other technological innovation, we focus on the use of online robot recognition to understand customer problems and timely feedback customer needs. The results show that in the statistics of customer service machine problems, the highest proportion of consumers' problems about payment is 37%, and the lowest is 29%.",Chen L.,Conference Proceeding,Journal of Physics: Conference Series,2021-11-10,Guangdong Normal University of Technology,Artificial Intelligence ;  Customer Service System ;  Intelligent Customer Service ;  Robot
Injections and biomaterials,"Injection-based therapies and biomaterials can be used for the management of a variety of urological disorders. Experimental data has shown their potential to provide minimally invasive solutions for prevalent conditions such as benign prostatic obstruction, erectile dysfunction, stress urinary incontinence, and pelvic organ prolapse. Furthermore, acellular biomaterials and cell-seeded scaffolds were tested for the purpose of bladder augmentation or reconstruction in patients with neurogenic lower urinary tract dysfunction who would otherwise destined to undergo bowel interposition and be exposed to its inherent morbidities. Biomaterials were also used for the treatment of complicated urethral strictures, in the context of tubularized or augmentation urethroplasty. Herein, we reviewed and discussed the relevant literature, focusing on the clinical trials with a relatively higher degree of evidence. Despite promising results achieved in animal studies, many of the discussed therapeutic novelties lack robust clinical data to justify their routine use in practice. Putting synthetic biomaterials that have been used in pelvic floor reconstruction aside, the major advantage of utilizing such treatment alternatives would be their favorable adverse effect profile rather than the magnitude and durability of their clinical benefit. Nevertheless, they may serve well to meet the expectations of selected patients who prioritize minimally invasiveness and aim to avoid major complications that would necessitate additional intervention and/or be a cause of long lasting morbidity. Additionally, most of these treatment alternatives (especially the injectables) are replicable and do not preclude the application of subsequent, more invasive and potentially more definitive procedures. Given the recent innovations in drug development and delivery systems together with the rise of tissue engineering applications in regenerative urology, further research with potentially ""practice-changing"" results are awaited related to the clinical use of injections and biomaterials in urological disorders.",Acar Ö.; Kocjancic E.,Book,Urologic Surgery in the Digital Era: Next Generation Surgery and Novel Pathways,2021-11-09,University of Illinois College of Medicine,Biomaterial ;  Bulking agent ;  Erectile dysfunction ;  Incontinence ;  Injection ;  Neurogenic bladder ;  Peyronie's disease ;  Prolapse ;  Stem cell ;  Urethra
"APIs, the glue under the hood. Looking for the “API economy”","Purpose: Some specialized consultancies have been making the case of an “API economy”. This study aims to investigate the issue, marshalling data on the economic dimension, to better understand the environments of APIs. It offers an overview of the functions and definition of application programming interfaces (APIs) in the backdrop of the history of services computing. The paper attempt assessing the economic value (size of the market) of APIs and reviews some of the available metrics. The paper also takes a look some issues and challenges ahead for the deployment of all kind of APIs. Design/methodology/approach: The paper is based on desk research and a scientific and grey literature review. However, it relies mostly on specialized consultancies although from a critical viewpoint. The paper provides an historical account of the notions of APIs and API economy. Findings: The paper questions the idea of an “API economy” that still stands on the “hype” side and is not clearly substantiated. It reveals that the number of firms with mature API programs remains small and that there is an uneven development across industries (traditional firms are less active than digital natives) and countries (Silicon Valley is leading). It highlights that the domination of IT companies (leaders and pioneers of APIs) raises issue of competition and at some point, may prevent rather than foster innovation. Research limitations/implications: There is no robust data about the size of the API market nor about its value. Sources are highly heterogeneous and delimitations not always precise. The standard metrics or indicators are hard to find. Further research would be needed to better document this area. Practical implications: The paper reviews some of the expected benefits of the use of APIs as enablers of private or public ecosystems. Social implications: The paper delineates some of the economic benefits of the public APIs based on open data. It shows some positive examples of public APIs in the EU. Originality/value: There is hardly any mention of the API economy in research literature. Most of the academic literature still stems from engineering department or business-management departments, not department of economics. Consultants would usually focus on the potential of business growth, on how to design an effective API strategy but not on the very economic dimension. The paper attempts providing a synthesis of the available data.",Simon J.,Journal,"Digital Policy, Regulation and Governance",2021-11-09,JPS Public Policy Consulting,Computer applications ;  Computer software ;  Economics ;  Innovation ;  Open systems ;  Technology led strategy
Extending Our Scientific Reach in Arboreal Ecosystems for Research and Management,"The arboreal ecosystem is vitally important to global and local biogeochemical processes, the maintenance of biodiversity in natural systems, and human health in urban environments. The ability to collect samples, observations, and data to conduct meaningful scientific research is similarly vital. The primary methods and modes of access remain limited and difficult. In an online survey, canopy researchers (n = 219) reported a range of challenges in obtaining adequate samples, including ∼10% who found it impossible to procure what they needed. Currently, these samples are collected using a combination of four primary methods: (1) sampling from the ground; (2) tree climbing; (3) constructing fixed infrastructure; and (4) using mobile aerial platforms, primarily rotorcraft drones. An important distinction between instantaneous and continuous sampling was identified, allowing more targeted engineering and development strategies. The combination of methods for sampling the arboreal ecosystem provides a range of possibilities and opportunities, particularly in the context of the rapid development of robotics and other engineering advances. In this study, we aim to identify the strategies that would provide the benefits to a broad range of scientists, arborists, and professional climbers and facilitate basic discovery and applied management. Priorities for advancing these efforts are (1) to expand participation, both geographically and professionally; (2) to define 2–3 common needs across the community; (3) to form and motivate focal teams of biologists, tree professionals, and engineers in the development of solutions to these needs; and (4) to establish multidisciplinary communication platforms to share information about innovations and opportunities for studying arboreal ecosystems.",Cannon C.; Borchetta C.; Anderson D.; Arellano G.; Barker M.; Charron G.; LaMontagne J.; Richards J.; Abercrombie E.; Banin L.; Tagle Casapia X.; Chen X.; Degtjarenko P.; Dell J.; Durden D.; Guevara Andino J.; Hernández-Gutiérrez R.; Hirons A.; Kua C.; La Vigne H.; Leponce M.; Lim J.; Lowman M.; Marshall A.; Michaletz S.; Normark B.; Penneys D.; Schneider G.; Strijk J.; Tiamiyu B.; Trammell T.; Vargas-Rodriguez Y.; Weintraub-Leff S.; Lussier Desbiens A.; Spenko M.,Journal,Frontiers in Forests and Global Change,2021-11-08,"Armour College of Engineering;Universidad de las Americas - Ecuador;Myerscough College;National Ecological Observatory Network;Instituto de Investigaciones de la Amazonía Peruana;Universiti Brunei Darussalam;Tartu Ülikool;Universidad Nacional Autónoma de México;Utah State University;University of North Carolina Wilmington;Yunnan University;DePaul University;University of Michigan, Ann Arbor;Morton Arboretum;University of Delaware;Washington University School of Medicine in St. Louis;University of Louisville;National University of Singapore;University of Aberdeen;University of Massachusetts Amherst;Université de Sherbrooke;University of Ilorin;The University of British Columbia;Universidad de Guadalajara;Western Carolina University;Wageningen University & Research;Université Libre de Bruxelles;Canopy Watch International;TREE Foundation;UK Centre for Ecology Hydrology",arbornaut ;  canopy access ;  canopy biology ;  canopy crane ;  Drones (UAV) ;  epiphytic ;  robotics ;  sampling design ;  tree climbing
