Title,Abstract,Author,Aggregation_Type,Publisher,Publication_Date,Institutions,Keywords
"Corrigendum to “Coreset: Hierarchical neuromorphic computing supporting large-scale neural networks with improved resource efficiency” [Neurocomputing (2022) 128–140, (S0925231221018555), (10.1016/j.neucom.2021.12.021)]","The authors regret to claim that acknowledgement section is missing in the original paper. Here is the acknowledgement of this work: This work was supported by the Singapore Government's Research, Innovation and Enterprise 2020 Plan (Advanced Manufacturing and Engineering domain) under Grant A1687b0033. The authors would like to apologise for any inconvenience caused.","Yang, Liwei;Zhang, Huaipeng;Luo, Tao;Qu, Chuping;Linn Aung, Myat Thu;Cui, Yingnan;Zhou, Jun;Wong, Ming Ming;Pu, Junran;Do, Anh Tuan;Goh, Rick Siow Mong;Wong, Weng Fai",Journal,Neurocomputing,2022-10-07,"School of Electrical and Electronic Engineering;A-Star, Institute of Microelectronics;National University of Singapore;A-Star, Institute of High Performance Computing",
"Erosion by Design: Rethinking Innovation, Sea Defense, and Credibility in Guyana","This essay explores the intersecting socio-material and ethical demands that engineers confront in adapting sea defenses to climate change in Guyana. It focuses on the tensions in climate adaptation that create the possibilities for theorizing innovation as a key theme of counter-modernities in the Anthropocene. Drawing on ethnographic fieldwork, oral histories, and archival research, I show that engineers' decision-making regarding whether or not to innovate sea defenses is a fraught process dependent upon processes of erosion and the ontological (in)stability of specific infrastructures known as groynes. To cope, engineers produce what I call innovation narratives to describe how obstacles to climate adaptation are created by combinations of neocolonial empire, shapeshifting ecologies, inconsistent maintenance programs, and fiscal debt. At the same time, their efforts signal an emerging global politics of credibility that is reinforced by desires for more inclusive forms of governance rather than brute power or capitalization.","Vaughn, Sarah E.",Journal,Comparative Studies in Society and History,2022-10-05,"University of California, Berkeley",climate adaptation ;  cultures of engineering ;  Guyana ;  historical time ;  innovation ;  knowledge economies ;  soil erosion
MO-DM Tool: Improving teams' engagement with Motivation-Oriented Decision-Making,"A significant part of Software Engineering students' academic and professional life involves working on projects in collaboration with their peers. They will form teams and perform on many software-related projects. Studies based on a systematic literature review and experimental results in a multidisciplinary tech-based innovation course with undergraduate students from Computer Engineering and Computer Science indicate difficulties in two significant activities in collaborative work: decision-making and reaching consensus. These recurrent difficulties negatively affect learners' motivation and engagement throughout the project's life cycle, besides other losses. This article aims to present a tool based on a model called MO-DM (Motivation-Oriented Decision-Making) proposed in doctoral research to address these hardships. It enables a new project view of members' motivation and engagement, considering all the choices made along the project journey. The tool is grounded on EVC (Expectancy-Value-Cost) model, using it in a new way. Decisions like ""What programming language should we use?""are observed from the perspective of ""Which programming language can bring more engagement and motivation to the majority of the team?"". This view makes it possible to identify which students are more susceptible to being demotivated and disengaged in each step, and actions can be performed to mitigate these effects. Teams can make more engaging and motivating choices by picking the ones that will positively affect most of the group, enhancing the chances of successful projects. MO-DM tool is under preliminary tests with satisfactory results. Many decision-making situations where motivation and engagement are concerns can benefit from MO-DM. Tool presentation video link here.","Neto, Alvaro Magnum Barbosa;Carvalho, Emmanuel;Bandeira, MarcíLio",Conference Proceeding,ACM International Conference Proceeding Series,2022-10-05,Universidade Federal de Pernambuco,Collaboration ;  Decision-Making ;  Engagement ;  EVC ;  Expectancy-Value-Cost ;  MO-DM ;  Motivation ;  Motivation-Oriented Decision-Making ;  Projects ;  Teams
Benefits and Difficulties of Gender Diversity on Software Development Teams: A Qualitative Study,"There is a known and established gender imbalance in software engineering structures. The discussions about gender diversity in Software Engineering are on the table; however, which are the benefits and the difficulties people in software development teams see in gender diversity? For this work, we conducted a survey to qualitatively understand the perceived benefits and difficulties of gender diversity in software development teams. We found out that gender-diverse workplaces are prone to have better ideas sharing, better decision making, creativity, and innovation. Respondents mentioned that some companies worked to improve the hiring process to be more gender-inclusive. Women's support and inspiration were shared, and some men reported being touched by the subject and diligently are deconstructing their prejudice and misconceptions about women in technology. There are also difficulties. It is common to see only one woman in teams or just a few. More than that, no other gender than men and women, so the white, cisgender man is the pattern most of the time. The same pattern repeats itself in leadership positions leading to male protectionism and privileges. Additionally, other dimensions of diversity pervaded the answers, like intersectionality, race/ethnicity, ageism, and a less explored point: social vulnerability.","Kohl, Karina;Prikladnicki, Rafael",Conference Proceeding,ACM International Conference Proceeding Series,2022-10-05,Pontifícia Universidade Católica do Rio Grande do Sul,Diversity ;  Empirical Research ;  Gender ;  Qualitative ;  Software Engineering
Use Cases for Software Development Analytics: A Case Study,"Context Software engineering activities provide practitioners with large volumes of data that software analytics tools can use for many purposes, including defect prediction and effort estimation. However, the adoption of such tools depends on the information they provide and the real needs of practitioners. While existing research has focused on what developers need, the needs of managers are not well understood. Aims This study provides an in-depth analysis of the information needs of software practitioners from one organization that performs research, development, and innovation projects with industry partners. Understanding these practitioners' needs enables the development of better analytics solutions to support managerial decision-making. Method We interviewed practitioners in leadership positions and analyzed the collected data using Grounded Theory coding techniques, i.e., open and selective coding. Results We identified 19 software analytics use cases and classified them into four dimensions: quality, people, project management, and knowledge management. We also elicited several indicators to meet the identified use cases and captured key aspects concerning the organization's analytics scenario. Conclusions Although our results are particularly relevant to organizations similar to the one in which we conducted the study, they aim to serve as input for implementing new analytics solutions by practitioners and researchers in general.","Rique, Thiago;Dantas, Emanuel;Perkusich, Mirko;Gorgônio, Kyller;Almeida, Hyggo;Perkusich, Angelo",Conference Proceeding,ACM International Conference Proceeding Series,2022-10-05,Universidade Federal de Campina Grande,indicators ;  information needs ;  software analytics ;  use cases
"Chemical Sciences for the New Decade: Volume 3: Computational, Education, and Materials Science Aspects","Chapters collected from ""The Virtual Conference on Chemistry and its Applications (VCCA-2021) - Research and Innovations in Chemical Sciences: Paving the Way Forward"". This conference was held in August 2021 and organized by the Computational Chemistry Group of the University of Mauritius. These peer-reviewed chapters offer insights into research on fundamental and applied chemistry with interdisciplinary subject matter. Volume 3 contains peer-reviewed chapters on topics in computation chemistry, chemical education, and materials science. Chapters submitted from attendees of the VCCA 2021 Conference.","Ramasami, Ponnadurai",Book,"Chemical Sciences for the New Decade: Volume 3: Computational, Education, and Materials Science Aspects",2022-10-03,University of Mauritius,Chemical engineering ;  Chemistry
Towards a Human-Centred Framework for Smart Digital Immersion and Control for Cultural Heritage Applications,"The emergence of technological innovations in disciplines such as Artificial Intelligence (AI) and the Internet of Things (IOT) has introduced opportunities to enhance the traditional user experience. The potential of these opportunities has yet to be fully explored particularly within the cultural heritage sector where immersive technologies can benefit both the user and the heritage site. A potentially unforgettable user experience can be offered in an immersive environment and these technologies can also be used to rebuild locations under threat to ensure they can be accessed in the future (Garlandini, 2021). The intention of this paper is to critically analyse the emergence of Industry 5.0 and the implementation of personalisation in a machine learning system. It is important to thoroughly evaluate the aspects of AI technologies and the IOT that can be used to support personalisation. An element of blockchain technology known as Non-Fungible Tokens (NFTs) which was developed in the recent past may have the potential to address ongoing challenges in digital curation and this research paper will provide an evaluation of this technology. It is crucial for all the technologies mentioned to work together to produce a system that aligns with the traditional human-centred philosophy and is inclusive to all participants.","Murphy, Cian;Carew, Peter J.;Stapleton, Larry",Conference Proceeding,IFAC-PapersOnLine,2022-10-01,South East Technological University,Artificial Intelligence ;  Cultural Heritage ;  Industry 5.0 ;  Internet of Things ;  NFTs
"Design, Manufacture, and Perform of First Electronic Seismic Sensor Dilatometer in Project of Tehran Metro line 6 as a Rapid Environmentally Friendly in-situ Test with Less Soil Disturbance","The soil's physical and mechanical properties are obtained through laboratory or insitu tests. The dilatometer is an in-situ tool in rock mechanics and geotechnical engineering, and is widely used in developed countries. In the advanced version of this device, a geophone receives ground vibration. Thus Vs 1 could be obtained at the depth of the blade. This research work investigates the feasibility and performance of the first electronic seismic sensor due to its lower cost, more life span, more sensitivity instead of the geophone, and the ability to transfer signal. These changes make it an online tool connected to Arduino2, a platform so the digital or analog result could be transferred automatically. The test is carried out under construction of Bahar Shiraz station of Tehran Metro Line 6 at the depth of 30 m. The hammer generates a shear wave, and after amplification, the received signals are measured with the software. The shear wave velocity at the test site is obtained at 504 m/s. The result compared to Vs reported geotechnical investigation done by “Darya-Khak-Pey consulting engineers” for Metro line 6 shows a 10% deviation. It is suggested to conduct more comparative tests to check the results and calibrate. Using an 801-S sensor with more life span (of more than 60 million times) and the ability to connect to the internet with an Arduino board is the innovation applied to introduce a new generation of this tool in the engineering world.","Tehrani, Ali Dadkhah;Shirinabadi, Reza",Journal,Journal of Mining and Environment,2022-10-01,"Islamic Azad University, South Tehran Branch",801-S Sensor ;  Flat Dilatometer ;  Geo-technics ;  In-situ Test ;  Shear Wave Velocity
A Model for Countering the Information and Technical Threats of Intellectual Capital Management of Innovation-Oriented Systems in the Engineering Sector,"The modern economy is characterized by a sharp increase in the role of non-material factors (information and knowledge) in ensuring the competitiveness of individual enterprises and institutions, as well as national economies as a whole. Under these conditions, the ability to create, use and increase intellectual capital is the basis for the economic growth of engineering business entities. The main purpose of the study is to model the counteraction to the main threats of intellectual capital for innovation-oriented systems in the engineering sector of the economy. The relevance of the study is given by the fact that the formation and use of technical, economic, industrial, and other types of knowledge, the totality of which forms intellectual capital, is becoming an urgent problem for modern systems tuned to innovative development. The threats to managing the intellectual capital of innovation-oriented systems are now the most significant, since the achievement of the ultimate goals of the system itself depends on the efficiency of the use of intellectual capital. Taking this into account, intellectual capital is becoming a real and valuable target of criminal encroachments today, which requires scientists to form a clear model for countering these goals. The research methodology involves the use of mathematical methods of information support for the process of counteracting the negative impact of threats. According to the results of the study, we presented the modeling process. As a result, a model was built to counteract the main threats of intellectual capital for innovation-oriented systems in the engineering sector of the economy. Further research requires the construction of a mathematical mechanism for responding to new challenges to the intellectual capital management system for innovation-oriented systems.","Yemelyanov, Volodymyr;Nikonenko, Uliana;Sytnyk, Yosyf;Okhrimenko, Ihor;Shulga, Anastasia",Journal,Ingenierie des Systemes d'Information,2022-10-01,Petro Mohyla Black Sea National University;Lviv Polytechnic National University;Ukrainian Academy of Printing;Kyiv Cooperative Institute of Business and Law,engineering ;  innovation ;  intellectual capital ;  model ;  systems
"STEM, STEAM and Makerspaces in Early Childhood: A Scoping Review","STEM has emerged as a key area of importance for children, highlighting the value and relevance of integrated understandings of science, technology, engineering and mathematics in both educational contexts and everyday life. The need for innovation and creativity is also recognised, which emphasizes the important role the arts can play as STEM is extended into STEAM. This scoping review investigated what is known about STEM, STEAM and makerspace experiences and opportunities for children aged birth to eight. The review found that early childhood experience with STEM, STEAM and makerspaces is an emerging field of research. Findings suggest that STEAM holds more relevance to learning and experiences in the early childhood years, and perhaps across the lifespan. The review also highlights the need to shift the starting point to the earliest of years and create greater intentionality in STEAM experiences with infants, toddlers and preschool aged children, recognizing the relevance of STEAM and maker mindsets in the lives of young children. Additionally, the scoping review identified the value of informal and community contexts as a means to invite broader participation. Such opportunities provide scope to challenge inequity in opportunity and to overcome intergenerational aversion towards STEM/STEAM-related learning. Further research is needed to understand the professional learning needs of early childhood educators and facilitators of STEAM and makerspace experiences.","Johnston, Kelly;Kervin, Lisa;Wyeth, Peta",Journal,Sustainability (Switzerland),2022-10-01,University of Wollongong;Queensland University of Technology,early childhood ;  education ;  makerspaces ;  play-based learning ;  STEAM ;  STEM ;  young children
A Two-Stage Method for Weak Feature Extraction of Rolling Bearing Combining Cyclic Wiener Filter with Improved Enhanced Envelope Spectrum,"Due to the interference of various strong background signals, it is often difficult to extract effective features by using conventional methods such as envelope spectrum analysis when early weak fault arises in rolling bearing. Inspired by the current two main research directions of weak fault diagnosis of rolling bearing, that is, the enhancement of impulse features of faulty vibration signal through vibration analysis and the selection of fault information sensitive frequency band for further envelope spectrum analysis, and based on the second-order cyclostationary characteristic of the vibration signal of faulty bearing, a two-stage method for weak feature extraction of rolling bearing combining cyclic Wiener filter with improved enhanced envelope spectrum (IEES) is proposed in the paper. Firstly, the original vibration signal of the rolling bearing’s early weak fault is handled by cyclic Wiener filter exploiting the spectral coherence (SCoh) theory and the noise components are filtered out. Then, SCoh is applied on the filtered signal. Subsequently, an IEES method obtained by integrating over the selected fault information sensitive spectral frequency band of the SCoh spectral is used to extract the fault features. The innovation of the proposed method is to fully excavate the advantages of cyclic Wiener filter and IEES simultaneously. The feasibility of the proposed method is verified by simulation firstly, and vibration signals collected from accelerated bearing degradation tests and engineering machines are used to further verify its effectiveness. Additionally, its superiority over the other state-of-the-art methods is also compared.","Jia, Lianhui;Jiang, Lijie;Wen, Yongliang",Journal,Machines,2022-10-01,Huazhong University of Science and Technology;China Railway Group Limited,cyclic Wiener filter ;  cyclostationarity ;  feature extraction ;  IEES ;  rolling bearing ;  vibration analysis ;  weak fault
Reconstruction of Rural Settlement Patterns in China: The Role of Land Consolidation,"Taking the supplement of the quantity and quality of cultivated land in rural settlements as the departure point, this paper discusses the spatial and temporal integration reconstruction method of rural settlements. The disorderly expansion of residential areas in Pinggu District, Beijing, China has led to the erosion of high-quality cultivated land in the region and the advantages of mountain resources have not been fully utilized in this area. Therefore, Pinggu District was selected as the research area. Using the spatial analysis function in GIS, this paper uses the comprehensive correction method of the per capita construction land standard and the neighborhood substitution method to analyze the quantitative potential of rural settlements to supplement cultivated land and the qualitative grade of cultivated land after arrangement. A combination of exclusion matrices are employed to identify the spatial and temporal arrangements of rural settlements. The research shows that the effective cultivated land area of rural settlements in Pinggu District is 514.24 ha, and the coefficient of increasing cultivated land is 9.25%. Rural residential areas in the district are divided into priority sorting area, key sorting area, moderate sorting area, and restricted sorting area; they account for 18.13%, 21.10%, 20.85%, and 39.93% of the total area, respectively. According to the regional characteristics and dominant factor of the different consolidation areas, corresponding consolidation goals, models, and engineering measures are proposed to enrich the theory and approach to village planning and to provide a reference for practitioners engaged in regional rural land consolidation. The innovation of this study is putting forward the consolidation objectives, models and engineering measures based on the regional characteristics and leading factors of different land consolidation areas. This study has reference significance for the formulation and implementation of regional rural settlements consolidation planning and the policy of increasing and decreasing urban and rural construction land.","Cui, Jichang;Qu, Yanbo;Li, Yan;Zhan, Lingyun;Guo, Guancheng;Dong, Xiaozhen",Journal,Land,2022-10-01,Shandong University of Finance and Economics;Nanjing Agricultural University,China ;  cultivated land ;  land consolidation ;  pattern reconstruction ;  Pinggu District ;  rural settlements
Numerical Investigation of the 6-DOF Seakeeping Performances of the KCS Containership,"The topic of the present paper subscribes to one of the most challenging themes that are nowadays under the spotlight of the scientific community. It describes a substantiated method aimed not only at predicting accurately the consequences of the associated effects of navigation in waves but also at contributing to ruling the conditions in which the operation of a ship should be performed is presented. A series of multiple degrees of freedom (DOF hereafter) simulations of the MOERI (Korea Research Institute for Ships and Ocean Engineering) container ship (KCS hereafter) hull moving in regular waves are performed and thoroughly validated with the experimental data provided by the organizers of the Tokyo 2015 Workshop on CFD in Ship Hydrodynamics. A verification and validation (V&V hereafter) is performed for the calm water navigation case to prove the robustness of the theoretical approach. Several numerical innovations are proposed, and the solutions are discussed in every detail aimed at setting up a properly established methodology usable in further similar studies. Finally, a set of remarks will conclude the present research.","Lungu, Adrian",Journal,Journal of Marine Science and Engineering,2022-10-01,Universitatea Dunarea de Jos din Galati,added resistance in waves ;  breaking waves ;  CFD ;  seakeeping
Bonding of Steel Bars in Concrete with the Addition of Carbon Nanotubes: A Systematic Review of the Literature,"Advances and innovations in science and engineering have been increasingly supported by nanotechnology, and the modification of cementitious materials by nanoengineering is an expanding field. With this perspective, this paper aims to elucidate the behavior of steel bars in concrete with the addition of carbon nanotubes (CNTs) as a function of the characteristics of the cement-based material, the dispersion techniques and dosage of CNTs, the bond tests and specimen geometry, and the rebar characteristics. To reach this proposed goal, the ProKnow-C methodology was applied to select the most relevant publications from the last ten years, and then seven articles were fully analyzed. The results of the present systematic review of the literature revealed both consolidated knowledge and gaps to be filled in future research, as the need to study the chemical effect of adding these nanomaterials for improving steel–concrete adhesion, the bonding of thin bars in concrete, and the real influence of anchorage length on the steel–concrete bond, regardless of the use of CNTs, is vital.","Reis, Elvys Dias;Resende, Heron Freitas;Ludvig, Péter;de Azevedo, Rogério Cabral;Poggiali, Flávia Spitale Jacques;Bezerra, Augusto Cesar da Silva",Journal,Buildings,2022-10-01,Federal Center for Technological Education of Minas Gerais,bond strength ;  cement-based materials ;  pull-out test ;  reinforced concrete
A Conceptual Framework for BIM Process Flow to Mitigate the Causes of Fall-Related Accidents at the Design Stage,"Safety training is essential in enhancing safe environments, attitudes, and employee safety behaviour. It has been recognized that the construction industry must tackle the inefficiencies of conventional safety training methods. Using innovative training practices for construction workers is one of the most effective ways to improve safety performance. There is a lack of a standard framework and of necessary information for building information modelling (BIM) process flow needed by designers and safety and health officers to aid construction workers’ safety and job hazard identification (JHI) at the design stage. This study aims to create a framework for BIM process flow to minimize the causes of fall-related accidents in the architecture, engineering, and construction (AEC) industry. This framework was developed based on an integrative review approach and other empirical findings. The connection of the different components makes up the framework. This research recommends practical enhancements, innovation, and adjustments to construction employees’ safety training and JHI. One of the suggested framework’s research advantages is that it evolved through expert validation and contains the necessary components to facilitate practical construction safety training and JHI. These components could serve as a starting point for developing guidelines for practical safety training and JHI.","Rafindadi, Aminu Darda’u;Shafiq, Nasir;Othman, Idris",Journal,Sustainability (Switzerland),2022-10-01,Bayero University;Universiti Teknologi PETRONAS,BIM process flow ;  building information modelling (BIM) ;  construction ;  fall-related accidents ;  framework development ;  safety training
Principles of Problem-Based Learning (PBL) in STEM Education: Using Expert Wisdom and Research to Frame Educational Practice,"Developing teacher knowledge, skills, and confidence in Science, Technology, Engineering, and Mathematics (STEM) education is critical to supporting a culture of innovation and productivity across the population. Such capacity building is also necessary for the development of STEM literacies involving the ability to identify, apply, and integrate concepts from STEM domains toward understanding complex problems, and innovating to solve them. However, a lack of visible models of STEM integration has been highlighted by teachers as a challenge to successfully implementing integrated STEM education in schools. Problem Based Learning (PBL) has been well-established in higher education contexts as an approach to learning in the STEM disciplines and may present an effective way to integrate knowledge and skills across STEM disciplines in school-based STEM education and support the development of students as capable, self-directed learners. However, if PBL is to effectively contribute to STEM education in schools and build teacher capacity to teach STEM, then this approach needs to be better understood. This paper aims to generate a set of principles for supporting a PBL model of STEM education in schools based on insights from the literature and expert focus groups of PBL professionals. Four principles of PBL emerged from the data analysis: (a) flexible knowledge, skills, and capabilities; (b) active and strategic metacognitive reasoning; (c) collaboration based on intrinsic motivation; and (d) problems embedded in real and rich contexts. The study outcomes provide evidence-informed support for teachers who may be considering the value of adopting a PBL approach in school-based STEM education.","Smith, Kathy;Maynard, Nicoleta;Berry, Amanda;Stephenson, Tanya;Spiteri, Tabetha;Corrigan, Deborah;Mansfield, Jennifer;Ellerton, Peter;Smith, Timothy",Journal,Education Sciences,2022-10-01,The University of Queensland;Monash University,PBL ;  problem-based learning ;  professional development ;  STEM ;  teacher development
"What Determines BIM Competition Results of Undergraduate Students in the Architecture, Engineering and Construction Industry?","Building Information Modeling (BIM) has become the development trend in the architecture, engineering, and construction (AEC) industry. BIM discipline competition is an effective way for students of AEC-related disciplines to integrate theory with practice, and it is a key link to cultivate qualified BIM practitioners. This study takes participants of the 8th National College BIM Graduation Design Innovation Competition as the research objects. The Technology Acceptance Model and the Theory of Planned Behavior are combined to build a driving factor model of the competitions. Contestants of the competition were asked to complete online questionnaires, and 451 valid samples were finally obtained. Structural Equation Modeling was used to fit the theoretical model, and it was found that: Behavioral Intention to use BIM is directly and positively affected by Attitude, Perceived Behavioral Control, and Perceived Usefulness, as well as indirectly and positively affected by Perceived Usefulness and Perceived Eased of Usefulness. Competition Results is directly and positively affected by Behavioral Intention to use BIM, Perceived Behavioral Control, and Facilitating Conditions. It is also indirectly and positively affected by Attitude, Perceived Behavior Control, Perceived Usefulness, and Perceived Eased of Usefulness. The results show that the situation of students’ participation in BIM competition can be optimized by increasing the publicity and promotion of BIM and related policies, strengthening the construction of supporting teaching facilities, building the integrated curriculum system of BIM technology, and strengthening teacher training. This study provides a theoretical reference for further BIM practice, and it would help improve the corresponding teaching organization and enhance the internal drive of students’ BIM learning.","Ao, Yibin;Peng, Panyu;Li, Jiayue;Li, Mingyang;Bahmani, Homa;Wang, Tong",Journal,Behavioral Sciences,2022-10-01,Faculteit Bouwkunde van de TU Delft;Chengdu University of Technology;Sichuan College of Architectural Technology,behavioral intention ;  BIM ;  competition results ;  technology acceptance model ;  theory of planned behavior
Applying Natural Language Processing and TRIZ Evolutionary Trends to Patent Recommendations for Product Design,"Featured Application: The research may be applied to computer-aided innovation system to assist product design process. Traditional TRIZ theory provides methods and processes for systematic analysis on engineering problems, which can improve the efficiency of solving problems. However, the effect of solving problems is not necessarily guaranteed, and depends on the user’s profession and experience. Therefore, this study proposes a methodology to apply evolutionary benefits in the 37 trend lines developed by TRIZ researchers to assist in intelligently screening relevant patents applicable to the content of the product design. In such a way, the efficiency of problem solving and product design quality may be improved more effectively. First, the patent database is used as the training dataset, words and sentences in the patent documents are analyzed through natural language processing to obtain keywords that may be related to evolutionary benefits. Using word vectors trained by Doc2vec, the semantic similarity can be calculated to obtain the similarity relationship between patent text and evolutionary benefit. Secondly, the goals of the product development project may make be related to the evolutionary benefits, and then applicable patent recommendations can be provided. The proposed methodology may achieve the purpose of intelligent design assistance to enhance the product development process and problem-solving.","Liu, Tien Lun;Hsieh, Ling Hsiang;Huang, Kuan Chun",Journal,Applied Sciences (Switzerland),2022-10-01,Chung Yuan Christian University,evolutionary benefits ;  natural language processing ;  patent analysis ;  TRIZ evolutionary trends
A Systematic Review of the Relationship between Geotechnics and Disasters,"Landslides, earthquakes, and other natural events can change the landscape and generate human and economic losses, affecting transportation and public service infrastructure. In every geotechnical project, the investigation phase plays a fundamental role in reducing the risk of occurrence and mitigating catastrophes. As a result, governments have created entities to study disasters and identify triggering factors that generate huge losses worldwide. This research aims to conduct a systematic review of the relationship between geotechnics and disasters through bibliometric techniques, scientific production evaluation, and case studies analysis to recognize key topics, methods, and thematic development of the research worldwide. The research methodology consisted of three steps: (1) Database analysis, selection, and combination, (2) bibliometric analysis, and (3) systematic review using the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) method. The systematic review with bibliometric analysis collected data from 1973 to 2021, with 1299 academic publications indexed in the Scopus and WoS database. These results indicated a growing trend of annual publications on disasters and their relationship with geotechnical studies, highlighting current issues and technological innovation. The main research trends in disaster risk assessment were topics mainly linked to landslides, earthquakes, liquefaction, and inappropriate analysis models with applications of geophysical methods, laboratory tests, remote sensing, and numerical models.","Solórzano, Joselyne;Morante-Carballo, Fernando;Montalván-Burbano, Néstor;Briones-Bitar, Josué;Carrión-Mero, Paúl",Journal,Sustainability (Switzerland),2022-10-01,Escuela Superior Politecnica del Litoral Ecuador;Universidad de Almería,bibliometric analysis ;  geotechnical engineering ;  landslides ;  natural events ;  systematic review
Fabrication and Testing of Multi-Hierarchical Porous Scaffolds Designed for Bone Regeneration via Additive Manufacturing Processes,"Bone implants or replacements are very scarce due to the low donor availability and the high rate of body rejection. For this reason, tissue engineering strategies have been developed as alternative solutions to this problem. This research sought to create a cellular scaffold with an intricate and complex network of interconnected pores and microchannels using salt leaching and additive manufacturing (3D printing) methods that mimic the hierarchical internal structure of the bone. A biocompatible hydrogel film (based on poly-ethylene glycol) was used to cover the surface of different polymeric scaffolds. This thin film was then exposed to various stimuli to spontaneously form wrinkled micropatterns, with the aim of increasing the contact area and the material’s biocompatibility. The main innovation of this study was to include these wrinkled micropatterns on the surface of the scaffold by taking advantage of thin polymer film surface instabilities. On the other hand, salt and nano-hydroxyapatite (nHA) particles were included in the polymeric matrix to create a modified filament for 3D printing. The printed part was leached to eliminate porogen particles, leaving homogenously distributed pores on the structure. The pores have a mean size of 26.4 ± 9.9 μm, resulting in a global scaffold porosity of ~42% (including pores and microchannels). The presence of nHA particles, which display a homogeneous distribution according to the FE-SEM and EDX results, have a slight influence on the mechanical resistance of the material, but incredibly, despite being a bioactive compound for bone cells, did not show a significant increase in cell viability on the scaffold surface. However, the synergistic effect between the presence of the hydrogel and the pores on the material does produce an increase in cell viability compared to the control sample and the bare PCL material.","González-Henríquez, Carmen M.;Rodríguez-Umanzor, Fernando E.;Acuña-Ruiz, Nicolas F.;Vera-Rojas, Gloria E.;Terraza-Inostroza, Claudio;Cohn-Inostroza, Nicolas A.;Utrera, Andrés;Sarabia-Vallejos, Mauricio A.;Rodríguez-Hernández, Juan",Journal,Polymers,2022-10-01,Pontificia Universidad Católica de Chile;CSIC - Instituto de Ciencia y Tecnologia de Polimeros (ICTP);Universidad de Santiago de Chile;Universidad de Chile;Universidad Tecnológica Metropolitana;Universidad San Sebastián,additive manufacturing ;  ATRP synthesis ;  bone scaffold ;  salt leaching ;  wrinkled micropatterns
"Environmental regulation, R&D investment, and green technology innovation in China: Based on the PVAR model","The unreasonable economic development model of human beings has caused the environmental pollution problem to become increasingly serious. In order to achieve a positive relationship and interaction between environmental regulation, research and development (R&D) investment, and green technology innovation, and effectively solve the “strange circle” problem between high-quality economic development and environmental pollution in China and even the world, this paper takes the panel data of industrial enterprises above designated size in Chinese mainland 31 provinces from 2009 to 2019 as a research sample. The comprehensive index of R&D investment and green technology innovation was established by the entropy method, and the panel vector autoregressive (PVAR) model was constructed from the dynamic endogenous perspective, and the dynamic interaction and regional heterogeneity between environmental regulation, R&D investment, and green technology innovation were empirically analyzed by using impulse response function and variance decomposition. We obtain the following findings: (1) Environmental regulation has a two-way interaction relationship with R&D investment and green technology innovation, and R&D investment has a promotion effect on the “green degree” of technological innovation, but its role is still weak and has lagging characteristics. (2) There is significant regional heterogeneity in the dynamic responses of the eastern, central and western parts of China. (3) In the long run, environmental regulation has a “negative crowding out effect” on R&D investment in the central region, and the phenomenon of “central collapse” still exists but will gradually weaken. Environmental regulation has a “positive innovation compensation effect” on green technology innovation. Green technology innovation and R&D investment have an obvious “Pareto improvement” effect on environmental regulation, especially in the eastern region. The conclusions of this study help to clarify the dynamic interaction between environmental regulation, R&D investment, and green technology innovation, further improve environmental regulatory policies and green technology innovation R&D decision-making, and provide an effective way to achieve green and sustainable development in China and other parts of the world.","Zhang, Yueting;Chen, Huaichao;He, Zhimin",Journal,PLoS ONE,2022-10-01,Taiyuan University of Technology,
A novel biodegradable polymer scaffold for in vitro growth of corneal epithelial cells,"The shortage of donor corneal tissue worldwide has led to extensive research for alternate corneal equivalents utilizing tissue engineering methods. We conducted experiments using Poly D, L lactic acid polymer along with a copolymer (Eudragit) in varying concentrations to create a biodegradable scaffold suitable for in vitro growth of corneal epithelial stem cells. It was found that stable, spherical, and porous microparticles can be prepared by combining PDLLA and Eudragit RL100 polymers in the ratio of 90:10 and 70:30. The microparticles can then be fused to form scaffold membranes with porous architecture and good water retention capacity at room temperature using methanol, which can withstand handling during transplantation procedures. The scaffolds made using a 70:30 ratio were found to be suitable for the promotion of growth of laboratory corneal epithelial stem cell lines (SIRC cell lines). This innovation can pave way for further developments in corneal stem cell research and growth, thus providing for viable laboratory-derived corneal substitutes.","Bhardwaj, Kanika;Sridhar, Uma",Journal,Indian Journal of Ophthalmology,2022-10-01,ICARE Eye Hospital and Postgraduate Institute,Corneal epithelial stem cell culture ;  microparticle ;  polymer ;  scaffold ;  tissue engineering
