Title,Abstract,Author,Aggregation_Type,Publisher,Publication_Date,Institutions,Keywords
Teaching and Assessing Thinking Skills and Applying Educational Technologies in Higher Education,"Integrating thinking skills into higher education pedagogy requires suitable models, methods, and tools for both instruction and assessment. Some of these tools apply one or more educational technologies. The articles in this special issue focus on higher education with four common themes: online or virtual courses and modules, science and engineering education, active learning methods, and critical thinking. This special issue sheds light on the critical importance of thinking skills development and assessment in higher education and underscores the need for continued research and innovation in the realm of educational technology.","Dori, Yehudit Judy;Lavi, Rea",Journal,Journal of Science Education and Technology,2023-12-01,Technion - Israel Institute of Technology;Massachusetts Institute of Technology;Samuel Neaman Institute for Advanced Studies in Science and Technology Isarel,Educational technology ;  Engineering education ;  Higher education ;  Science education ;  Technology in education ;  Thinking skills
A window into the academic term control mechanism: a thorough presentation of processed terms in the process of completing an environmental science dictionary,"The evaluation and improvement of scientific terminology translation plays a crucial role in consistently and accurately communicating knowledge at an academic level as well as in applying this theoretical knowledge in practice. This becomes even more important in countries such as Greece where the majority of scientific innovations originate from other, predominately English-speaking, countries. Consequently, the dissemination of this knowledge must go through a translation process. Within this context, the author is conducting postdoctoral research in the academic field of Environmental Engineering and Hydraulics in the School of Engineering of the AUTh, Department of Civil Engineering. The research focuses on evaluating English to Greek handbooks in the academic field of Environmental Engineering and Hydraulics by using a translation control mechanism based on seven variables firstly derived from the studies of Belgian translatologist Dirk Delabastita. The outcomes so far highlighted the quality of academic and translation work, but also identified a number of translation ambiguities, different semantic variations of terms within the source text in relation to their context, the complete absence of certain terms in the translated text, and the use of an incorrect term’s translation. The evaluation of all these cases constitutes a comprehensive decision-making process that can be applied by any translator of technical texts. This process involves first evaluating the translated texts in their mother tongue and then suggesting enhanced term translations, ultimately contributing to the establishment of a more cohesive scientific consensus in Environmental Engineering terminology to implement the optimal utilization of scientific environmental methods by the Greek academic community to protect the environment, particularly in the highly sensitive Eastern Mediterranean region. Moreover, this process represents an initial step toward creating a state-of-the-art tool in teaching technical translation and lexicography to Environmental Engineering students as well as introducing foreign terminology to students in the faculty of engineering and the schools of English language and literature in the department of translation and intercultural studies, with specialization in technical translation.","Christidou, S.",Journal,Euro-Mediterranean Journal for Environmental Integration,2023-12-01,Aristotle University of Thessaloniki,Environmental engineering ;  Solid waste management ;  Term evaluation ;  Term processing ;  Translation control mechanism
Investigating the Impact of Design Thinking-Based STEAM PBL on Students' Creativity and Computational Thinking,"Contribution: This study represents the first systematic attempt to develop Science, Technology, Engineering, Arts, and Mathematics (STEAM) integrated project-based learning (PBL) as a transdisciplinary teaching method for fostering students' creativity and computational thinking (CT) skills. Background: With the growing importance of creativity and CT skills in the modern world, there is a need for innovative teaching methods that can effectively nurture these abilities in students. This study explores the potential of integrating STEAM into PBL as a transdisciplinary teaching approach to address this need. Intended Outcomes: The outcomes of this approach include significant improvements in various dimensions of students' creativity (fluency, flexibility, originality, and elaboration) and enhanced CT skills, particularly in medium and hard tasks. Application Design: The study involved 54 junior high school seventh-graders, with 28 students in the experimental group and 26 students in the comparison group. The experimental group was exposed to a semester of STEAM PBL, while the comparison group followed the regular curriculum. Findings: After a semester of STEAM PBL, the experimental group demonstrated significant improvements in creativity dimensions, while the comparison group showed no significant changes. In terms of CT skills, the experimental group exhibited significant improvements in medium and hard tasks, whereas the comparison group did not. These results highlight the potential benefits of integrating STEAM into PBL as a transdisciplinary teaching approach for enhancing students' creativity and CT skills. The implications for educational practice and future research are discussed in depth.","Chang, Chu Yang;Du, Zhengyi;Kuo, Hsu Chan;Chang, Chih Ching",Journal,IEEE Transactions on Education,2023-12-01,National Cheng Kung University;National Sun Yat-Sen University;UCL Institute of Education;The University of Manchester,and Mathematics (STEAM) ;  Arts ;  Computational thinking (CT) ;  creativity ;  design thinking (DT) ;  Engineering ;  project-based learning (PBL) ;  Science ;  Technology
Understanding how platform modularity enhances network effects,"With modular architecture, digital platforms comprise decomposable modules and well-defined interfaces that provide the technical capabilities for reconfiguring, extending, and evolving products. Drawing on research in engineering design and industrial economics, we investigate how the architectural modularity of platforms can be employed to enhance network effects. We illustrate how the structural elements and capabilities of modular architecture can be leveraged to strengthen network effects and how the objective of scaling platforms can drive the formulation of modularization principles to define modules and interfaces. We then discuss Microsoft Power BI, a business intelligence platform, as a specific example and describe how the components and functions of Power BI are utilized to strengthen network effects. Our study highlights the interplay between platform architecture and network effects, showing how architectural modularity can lead to network growth. It contributes to research on digital platforms and digital product innovation.","Dai, Qizhi",Journal,Electronic Markets,2023-12-01,LeBow College of Business,Digital platforms ;  Modular design ;  Modularity ;  Network effects ;  Platform architecture ;  Power BI
"Author Correction: Age of the magma chamber and its physicochemical state under Elbrus Greater Caucasus, Russia using zircon petrochronology and modeling insights (Scientific Reports, (2023), 13, 1, (9733), 10.1038/s41598-023-36793-y)","Correction to: Scientific Reports, published online 15 June 2023 The original version of this Article contained errors. The original version of this article contained an error in the name of I. S. Utkin which was incorrectly given as I. V. Utkin. Furthermore, there was an error in Affiliation 5, which was incorrectly given as ‘Department of Earth Sciences, UNIL, Lausanne, Switzerland.’ The correct affiliation is listed below: Department of Civil, Environmental and Geomatic Engineering, ETH Zürich, Zurich, Switzerland. Finally, in the Acknowledgements section, “The authors acknowledge the support of NSF grant EAR 1822977. OM was partly supported by the ERC Grant agreement 787399-SEISMAZE under the European Union Horizon 2020 Research and Innovation Programme.” Now reads: “The authors acknowledge the support of NSF Grant EAR 1822977. O.M. was partly supported by the ERC Grant agreement 787399-SEISMAZE and by the PAUSE program (Grant #C7H-PUB23A59.” The original Article has been corrected.","Bindeman, I. N.;Melnik, O. E.;Guillong, M.;Utkin, I. S.;Wotzlaw, J. F.;Schmitt, A. K.;Stern, R. A.",Journal,Scientific Reports,2023-12-01,John de Laeter Research Centre;Institut des Sciences de la Terre (ISTerre);University of Alberta;ETH Zürich;Universität Heidelberg;University of Oregon;Lomonosov Moscow State University,
Exploring senior engineering students’ engineering identity: the impact of practice-oriented learning experiences,"Background: Engineering identity reflects students' acceptance and recognition of engineering, which has a great influence on their willingness to enter and stay in the engineering field. Existing studies have shown that curricular and co-curricular practice-oriented experiences may be helpful for developing students’ engineering identity. However, the actual impact of various practice-oriented learning experiences remained to be further examined. This quantitative study aims to explore the impact of three types of practice-oriented learning experiences (capstone experiences, technological innovation and entrepreneurship competitions, and engineering-related internships) in the development of engineering talents' engineering identity. A theoretical framework of engineering identity, which consists of three dimensions, that is, Interest, Performance/Competence and Recognition, was adopted to guide the research. Results: Through responses from 160 senior engineering students at a leading research intensive Chinese university, the study explored the relationships between engagement in practice-oriented learning experiences and engineering identity. Senior capstone design was found to be associated positively with students' development of engineering identity and recognition by others. Participating in two or more technological innovation and entrepreneurship competitions associated positively with students' development of engineering identity, performance/competence and recognition. Meanwhile, internships did not show any statistically significant effect on engineering identity. Moreover, by analyzing the potential mediating effect, we found that recognition played a complete intermediary role between senior capstone design and engineering identity. In addition, recognition and performance/competence mediated the relationship between twice or more technological innovation and entrepreneurship competitions and engineering identity. Conclusions: These findings add to our current understanding about the role of different practice-oriented learning activities on students’ development of engineering identity. These findings point to the importance of learning activities, including technological innovation and entrepreneurship competitions and senior capstone design, on the development of engineering identity. Moreover, the results highlighted the important role of students’ engagement in multiple authentic engineering projects throughout the curriculum and their gaining recognitions through these project experiences. Based on these findings, practical suggestions are proposed to help nurture students’ engineering identity. In addition, future qualitative investigations about the underlying mechanisms are recommended to facilitate the understanding of students’ development of engineering identity.","Ju, Tongjie;Zhu, Jiabin",Journal,International Journal of STEM Education,2023-12-01,Shanghai Jiao Tong University,Capstone design ;  Engineering identity ;  Internship ;  Technological innovation and entrepreneurship competition
Revolutionizing genetic disease treatment: Recent technological advances in base editing,"Treating human genetic diseases has posed a significant and longstanding challenge to the medical community with traditional approaches often limited by their targeting scope, precision, and safety. In recent years, the development of Base Editors (BEs) has revolutionized the genome editing field, offering a precise and effective therapeutic option for correcting single nucleotide mutations responsible for more than half of human genetic diseases without causing unintended DNA damage. Since their invention in 2016, BEs have been successfully used in both research and clinical settings to treat many human genetic diseases, including sickle cell disease and amyotrophic lateral sclerosis. This review summarizes the most impactful developments in BE technology between 2020 and 2023, particularly emphasizing the methodology used to enhance this revolutionary tool. By offering a comprehensive overview of the latest advances in BE technology, we hope to provide a framework to accelerate future innovations in this field.","Daniel, Tyler C.;Zeng, Hongzhi;Osikpa, Emmanuel C.;Gao, Xue",Journal,Current Opinion in Biomedical Engineering,2023-12-01,George R. Brown School of Engineering;Rice University,Base Editor ;  CRISPR ;  Genetic Engineering ;  Human Disease ;  Review ;  Technological Advances
Factors that influence the adoption of rehabilitation technologies: a multi-disciplinary qualitative exploration,"Background: Technological innovation is recognised as having the potential to enhance rehabilitation for people with disability. Yet, resistance to, and abandonment of, rehabilitation technology is prevalent and the successful translation of technology into rehabilitation settings remains limited. Therefore, the aim of this work was to develop an in-depth, multi-stakeholder perspective on what influences the adoption of rehabilitation technologies. Methods: Semi-structured focus groups were conducted as part of a larger research project aiming to facilitate the co-design of a novel neurorestorative technology. Focus group data were analysed using a five-phase hybrid deductive-inductive approach to qualitative data analysis. Results: Focus groups were attended by 43 stakeholders with expertise in one or more of the following fields: people with disability, allied health, human movement science, computer science, design, engineering, ethics, funding, marketing, business, product development, and research development. Six main themes influencing the adoption of technology in rehabilitation were identified: cost beyond the purchase price, benefits to all stakeholders, trust to be earned in technology, ease of technology operation, ability to access technology, and the ‘co’ in co-design. All six themes were found to be interrelated; in particular, the importance of direct stakeholder engagement in the development of rehabilitation technologies (the ‘co’ in co-design) was prevalent in all themes. Conclusions: A range of complex and interrelated factors influence the adoption of rehabilitation technologies. Importantly, many of the issues that have the potential to negatively impact rehabilitation technology adoption may be addressed during development by utilising the experience and expertise of stakeholders who influence its supply and demand. Our findings state that a wider cohort of stakeholders needs to be actively engaged in the development of rehabilitation technologies to better address the factors that contribute to technology underutilisation and abandonment and facilitate better outcomes for people with disability.","Mitchell, Jessie;Shirota, Camila;Clanchy, Kelly",Journal,Journal of NeuroEngineering and Rehabilitation,2023-12-01,Menzies Health Institute Queensland;Griffith University,Clinical translation ;  Co-design ;  Qualitative analysis ;  Rehabilitation technology
"Implementing educational technology in Higher Education Institutions: A review of technologies, stakeholder perceptions, frameworks and metrics","In a world driven by constant change and innovation, Higher Education Institutions (HEIs) are undergoing a rapid transformation, often driven by external factors such as emerging technologies. One of the key drivers affecting the design and development of educational delivery mechanisms in HEIs is the fast pace of educational technology development which not only impacts an institution’s technical capacity to infuse hardware and software solutions into existing learning infrastructure but also has implications for pedagogical practice, stakeholder acceptance of new technology, and HEI administrative structures. However, little is known about the implementation of contemporary educational technology in HEI environments, particularly as they relate to competing stakeholder perceptions of technology effectiveness in course delivery and knowledge acquisition. This review fills that gap by exploring the evidence and analyses of 46 empirical research studies focussing on technology implementation issues in a diverse range of institutional contexts, subject areas, technologies, and stakeholder profiles. This study found that the dynamic interplay of educational technology characteristics, stakeholder perceptions on the effectiveness of technology integration decisions, theoretical frameworks and models relevant to technology integration in pedagogical practices, and metrics to gauge post-implementation success are critical dimensions to creating viable pathways to effective educational technology implementation. To that end, this study proposes a framework to guide the development of sound implementation strategies that incorporates five dimensions: technology, stakeholder perceptions, academic discipline, success metrics, and theoretical frameworks. This study will benefit HEI decision-makers responsible for re-engineering complex course delivery systems to accommodate the infusion of new technologies and pedagogies in ways that will maximise their utility to students and faculty.","Chugh, Ritesh;Turnbull, Darren;Cowling, Michael A.;Vanderburg, Robert;Vanderburg, Michelle A.",Journal,Education and Information Technologies,2023-12-01,CQUniversity Australia,College ;  EdTech ;  Educational technology ;  HEI ;  Higher Education Institution ;  Implementation ;  University
Designing a deep-tech venture builder to address grand challenges and overcome the valley of death,"A vital problem of the European economy has long been its limited capacity to transform technological inventions and breakthroughs into successful new companies that help solve grand challenges in, for example, climate change, energy production, and poverty. Various measures and initiatives addressing this problem have not yet resulted in increasing numbers of successful ventures overcoming the so-called valley of death, especially in the case of deep-tech innovations arising from technological breakthroughs in, for example, new materials, mechatronics, high-precision engineering, and photonics. In this paper, we adopt a design perspective on crafting a Deep-Tech Venture (DTV) builder that creates, supports, and develops new ventures arising from deep-tech breakthroughs accomplished in leading research institutes in Europe. This approach to building DTVs incorporates key elements of extant theories and tools in the field of entrepreneurship but also moves beyond the contemporary body of knowledge. As such, the DTV approach provides a comprehensive system for creating and scaling deep-tech ventures—the most complex and risky, yet most impactful breed of ventures. The DTV blueprint was implemented and further developed in a venture builder that sources technologies from leading research institutes, such as CERN and European Space Agency. The initial results are highly promising. The main contribution of this study involves a comprehensive system design for building deep-tech ventures that help solve the SDGs, one that is (a) grounded in the literature on technology sourcing, entrepreneurship, ecosystems, entrepreneurial finance, and talent acquisition and (b) tested in a major European venture builder.","Romme, A. Georges L.;Bell, John;Frericks, Guus",Journal,Journal of Organization Design,2023-12-01,Technische Universiteit Eindhoven;HighTechXL,Deep-tech ;  Entrepreneurship ;  Grand challenges ;  SDGs ;  Startups ;  System design ;  Technological breakthroughs ;  Venture creation
Expert retrieval based on local journals metadata to drive small-medium industries (SMI) collaboration for product innovation,"Innovation in the small-medium industries (SMI) sector, which has limited human resources, requires collaboration with academic researchers. Thus, SMI needs an appropriate search tool to find a suitable researcher. Since the skill classification of researchers arranged in an academic environment is very formal and hierarchical, it tend to be challenging for laypeople to understand that skills classification. This study proposes a method to combine expert retrieval based on portfolio content with expert topic maps based on search keywords from user preferences using local journal publication sources indexed at Portal Garuda. This research evaluates the TFIDF-VSM method with the BM25 Okapi for expert retrieval and text rank with text network analysis (betweenness centrality value) for the construction of a map of the topic of its expertise. Furthermore, the prototype was tested with the System Usability Scale instrument to measure the level of usability. The combined use of the BM25 Okapi method and the text network analysis with betweenness centrality value shows a pretty good usability with a value of 73,489. The different backgrounds of academics and SMI practitioners require an appropriate search method approach. Therefore, combining expert retrieval with expert topic maps based on keywords becomes a solution that can help ordinary people (SMI practitioners) find expert researchers to support product innovation in their SMI.","Al Hakim, Shidiq;Sensuse, Dana Indra;Budi, Indra;Subroto, Imam Much Ibnu;Siagian, Al Hafiz Akbar Maulana",Journal,Social Network Analysis and Mining,2023-12-01,Badan Riset dan Inovasi Nasional;Universitas Indonesia;Sultan Agung Islamic University,BM25 ;  Expert finding ;  Expert retrieval ;  System usability Scale ;  Text network analysis ;  Topic map
New energy technology innovation and sustainable economic development in the complex scientific environment,"Energy is the material basis of national development, which supports national economic development. With the sustained and rapid economic growth, the energy problem has become the bottleneck hindering sustainable economic and social development, and countries around the world are paying attention to its impact. The development and utilization of New Energy (NE) are inseparable from the support of technological innovation. Technological innovation is an important part of technological philosophy in technological philosophy and the embodiment of value theory. At the current stage of NE economic and ecological development, the contradiction of social values can be solved, because these contradictions can be solved through technological innovation” has been added to the article. To some extent, NE technologies are becoming a new basis for influencing the global pattern and human development. The research on the impact of technological innovation on energy is also helpful to study the impact of science and technology on society. Therefore, this paper studied the relationship between energy technology innovation and economic sustainability by analyzing the characteristics, elements, and challenges of NE technology innovation. Finally, the corresponding implementation strategy was optimized according to the current situation of the NE industry. The resource utilization rate, energy system perfection, and economic benefits after NE technology innovation in complex environment were higher than those before technology innovation. Among them, the resource utilization rate after NE technology innovation was 12.3% higher than that before NE technology innovation; the degree of energy system perfection after NE technology innovation was 9.4% higher than that before NE technology innovation; the economic benefit after NE technology innovation was 9.4% higher than that before NE technology innovation. In short, energy technology innovation was closely related to economic sustainability.","Li, Dongxin;Ge, Aidi",Journal,Energy Reports,2023-12-01,"Shandong University, Weihai;Huizhou University",New energy ;  Scientific environment ;  Sustainable economic development ;  Technological innovation
Engineering student experience and self-direction in implementations of blended learning: a cross-institutional analysis,"Background: Much of researchers’ efforts to foster wider implementation of educational innovations in STEM has focused on understanding and facilitating the implementation efforts of faculty. However, student engagement in blended learning and other innovations relies heavily on students’ self-directed learning behaviors, implying that students are likely key actors in the implementation process. This paper explores the ways in which engineering students at multiple institutions experience the self-directed selection and implementation of blended learning resources in the context of their own studies. To accomplish this, it adopts a research perspective informed by Actor-Network Theory, allowing students themselves to be perceived as individual actors and implementors rather than a population that is implemented upon. Results: A thematic analysis was conducted in two parts. First, analysis identified sets of themes unique to the student experience at four participant institutions. Then, a second round of analysis identified and explored a subset of key actors represented in students’ reported experiences across all institutions. The findings show clear similarities and differences in students’ experiences of blended learning across the four institutions, with many themes echoing or building upon the results of prior research. Distinct institutional traits, the actions of the instructors, the components of the blended learning environment, and the unique needs and preferences of the students themselves all helped to shape students’ self-directed learning experiences. Students’ engagement decisions and subsequent implementations of blended learning resulted in personally appropriate, perhaps even idiosyncratic, forms of engagement with their innovative learning opportunities. Conclusion: The institutional implementation of blended learning, and perhaps other educational innovations, relies in part on the self-directed decision-making of individual students. This suggests that instructors too hold an additional responsibility: to act as facilitators of their students’ implementation processes and as catalysts for growth and change in students’ learning behaviors. Developing a greater understanding of students’ implementation behaviors could inform the future implementation efforts of faculty and better empower students to succeed in the innovative classroom.","Evenhouse, David;Lee, Yonghee;Berger, Edward;Rhoads, Jeffrey F.;DeBoer, Jennifer",Journal,International Journal of STEM Education,2023-12-01,College of Engineering and Applied Science;Purdue University,Blended learning ;  Instructional change ;  Self-directed learning ;  Student experience ;  Study behaviors
Is the carbon emissions trading system conducive to the urban green technology innovation level? Evidence from China,"Although the academic community has come to accept the Carbon Emissions Trading Scheme (CETS) as a viable market incentive for environmental control, more research is needed to determine if the creation of such a scheme can spur the development of green technologies. Based on the panel data of 274 Chinese cities from 2010 to 2017, this paper uses the propensity score matching-difference in difference (PSM-DID) method to empirically test the green innovation effect of the pilot areas relative to the non-pilot areas before and after the implementation of the policy, uses the mediating effect model and the moderating effect model to test its internal influence mechanism, and further examines the heterogeneity of the policy effects. The findings indicate that pilot CETS deployment can significantly improve green technology innovation (GTI), and the conclusion is still valid after a series of robustness tests. Moreover, the human capital input and the science and technology support have a significant partial mediating effect in the policy effect of CETS on GTI, with the latter contributing greatly. The overall marketization and the financial development positively moderate the impact of CETS on GTI, but government involvement have a reverse moderating effect. In addition, the policy effects is better in cities with higher administrative levels in China and in cities in eastern and western China, while the policy effects in cities with lower administrative levels and in central China is weak or not significant. This study has far-reaching theoretical value and momentous practical significance for China and other developing countries in terms of further deepening and improving the CETS, enhancing GTI, and promoting urban sustainable development.","Han, Yan;Zhe, Caihong;Liu, Xuemei",Journal,Energy Reports,2023-12-01,"Institute of Geographic Sciences and Natural Resources Research, Chinese Academy of Sciences;Lanzhou Jiaotong University",Carbon emissions trading scheme ;  Green technology innovation ;  Influencing mechanism ;  PSM-DID
Inspecting Technology-Related Quality of Teaching Artifacts to Understand Teachers' Technology Adoption,"Teachers' technology adoption primarily aims to integrate technology into the curriculum and to improve teaching and learning. Teaching artifacts encapsulate the attributes that can reflect teacher expertise in the authentic context. This study inspects the implicit quality of teaching artifacts to examine teachers' technology adoption throughout the evolution process of teaching artifacts. We demonstrate how patterns within the artificial synthesis of digital tools and teaching practice can be identified by examining the technology-specified quality of digital artifacts shaped by teachers of a primary school in Shanghai. To address the potential challenges of artifact analysis, we conduct a set of semiautomatic processes to manage the quality properties of teaching artifacts and measure quality indicators by training a series of automatic annotations. The artifact quality changes over nine semesters demonstrated that teachers increase technology flexibility, content variety, instruction diversity, and richness of artifacts as their technological understanding gradually improves. Other than the mainstream technology adoption research, this study revealed details regarding technology adoption: the introduction of new technology in schools should involve the enhancement of the technological understanding of teachers, the encouragement of teachers to adapt each component of their teaching practice to technological contexts, and the quality and use frequency of artifacts. Moreover, the proposed inspection of artifact quality can reflect the teacher's adoption process in an unconstrained environment. The artifact analytic approaches we created can contribute to the technology adoption from a more objective perspective.","Zheng, Longwei;Wang, Chao;Liu, Tong;Gu, Xiaoqing",Journal,IEEE Transactions on Learning Technologies,2023-12-01,East China Normal University;Shandong Normal University,Artifact quality ;  automated artifact analyses ;  phase-related technology adoption ;  teachers' technology adoption ;  teaching artifacts
"Correction: Progressive Failure Analysis of Composite/Aluminum Riveted Joints Subjected to Pull-Through Loading (Chinese Journal of Mechanical Engineering, (2023), 36, 1, (10), 10.1186/s10033-023-00839-z)","Following publication of the original article [1], it was found the Funding information is incorrect, the correct Funding information should be changed to: Funding Supported by National Natural Science Foundation of China (Grant Nos. U21A20165, 52205515, 52105431), Applied Basic Research Program of Liaoning Province of China (Grant No. 2022JH2/101300221), Dalian Science and Technology Innovation Fund of China (Grant No. 2022JJ12GX033), National Key Research and Development Project of China (Grant No. 2020YFB2009805), and China Postdoctoral Science Foundation (Grant Nos. 2020M680937, 2020M670734). The original publication has been corrected.","Yang, Yuxing;Bao, Yongjie;Liu, Xueshu;Wang, Jinlong;Du, Fengming",Journal,Chinese Journal of Mechanical Engineering (English Edition),2023-12-01,Dalian Maritime University;Dalian University of Technology,
Using artificial intelligence to find design errors in the engineering drawings,"Artificial intelligence is increasingly becoming important to businesses because many companies have realized the benefits of applying machine learning (ML) and deep learning (DL) in their operations. ML and DL have become attractive technologies for organizations looking to automate repetitive tasks to reduce manual work and free up resources for innovation. Unlike rule-based automation, typically used for standardized and predictable processes, machine learning, especially deep learning, can handle more complex tasks and learn over time, leading to greater accuracy and efficiency improvements. One of such promising applications is to use AI to reduce manual engineering work. This paper discusses a particular case within McDermott where the research team developed a DL model to do a quality check of complex blueprints. We describe the development and the final product of this case—AI-based software for the engineering, procurement, and construction (EPC) industry that helps to find the design mistakes buried inside very complex engineering drawings called piping and instrumentation diagrams (P&IDs). We also present a cost-benefit analysis and potential scale-up of the developed software. Our goal is to share the successful experience of AI-based product development that can substantially reduce the engineering hours and, therefore, reduce the project's overall costs. The developed solution can also be potentially applied to other EPC companies doing a similar design for complex installations with high safety standards like oil and gas or petrochemical plants because the design errors it captures are common within this industry. It also could motivate practitioners and researchers to create similar products for the various fields within engineering industry.","Dzhusupova, Rimma;Banotra, Richa;Bosch, Jan;Olsson, Helena Holmström",Journal,Journal of Software: Evolution and Process,2023-12-01,Malmö Universitet;Chalmers University of Technology;McDermott,"artificial intelligence ;  deep learning ;  engineering drawings ;  engineering, procurement, and construction (EPC) industry ;  object recognition ;  piping and instrumentation diagrams (P&IDs)"
"Recent Advances in One-Dimensional Micro/Nanomotors: Fabrication, Propulsion and Application","Due to their tiny size, autonomous motion and functionalize modifications, micro/nanomotors have shown great potential for environmental remediation, biomedicine and micro/nano-engineering. One-dimensional (1D) micro/nanomotors combine the characteristics of anisotropy and large aspect ratio of 1D materials with the advantages of functionalization and autonomous motion of micro/nanomotors for revolutionary applications. In this review, we discuss current research progress on 1D micro/nanomotors, including the fabrication methods, driving mechanisms, and recent advances in environmental remediation and biomedical applications, as well as discuss current challenges and possible solutions. With continuous attention and innovation, the advancement of 1D micro/nanomotors will pave the way for the continued development of the micro/nanomotor field.[Figure not available: see fulltext.]","Zheng, Yuhong;Zhao, He;Cai, Yuepeng;Jurado-Sánchez, Beatriz;Dong, Renfeng",Journal,Nano-Micro Letters,2023-12-01,Universidad de Alcalá;South China Normal University,1D micro/nanomotors ;  Applications ;  Driving mechanisms ;  Fabrication methods
Analyzing human factors and complexities of mining and O&G process accidents using FRAM: Copiapó (Chile) and FPSO CSM (Brazil) cases,"The study presented in this research is a systematic human factors approach comparing two striking process accidents in Latin America: the Copiapó mining accident (2010), at the San José copper–gold mine, in Chile, and the FPSO CSM accident (2015), at Camarupim offshore oil field, in Brazil. Despite being different industrial segments—mining and O&G—more similarities than differences were observed in the treatment of process safety anomalies, especially those related to major accidents. The intense interactions between workers, equipment and processes, in both industries, have been making significant developments in the edge of innovation and technology, however increasing the complexity of risks in the workplaces. Furthermore, the differences between the preparation and handling of emergency situations show how complex, and critical, process safety is in these industrial areas. Aiming to adequately evidence how this complexity is intrinsically part of the various system that form the entire process, the FRAM (Functional Resonance Analysis Method) was utilized to model and analyses both accidents, under a human factors approach. Interactions and interrelations between LOPC, nontechnical skills, resilience and technical procedures were noticed as crucial for process safety and productivity of daily operations, as well as the preparedness for emergency situations.","França, Josué Eduardo Maia;Hollnagel, Erik",Journal,Process Safety Progress,2023-12-01,"Linnaeus University, Kalmar;Jönköping University;Petrobras",FRAM ;  human factors ;  mining ;  offshore ;  safety
Heading Towards Sub-Discipline Rankings for Higher Education Institutions,"Although the system for annual rankings of higher education institutions (HEIs) faces considerable criticism, these rankings are here to stay. Having become competent in assigning holistic ranking scores to HEIs, reputed ranking entities have now started focusing on subject-specific and regional rankings. However, in experts' opinion, the process of assigning rankings should be more consistent, transparent, and representative. This study focuses on enhancing the credibility of the academic ranking process, by performing fine-grained assessment of the academic data pertaining to the computing discipline. The proposed assessment approach explores the data at the sub-discipline level, analyzing several ranking dimensions, including the research productivity, research impact, and research contribution of influential research scholars affiliated with renowned HEIs in the computing discipline. The analysis considers highly curated data published by three well-known international academic ranking entities, namely, Academic Rankings of World Universities (ARWU), Quacquarelli Symonds (QS), and Times Higher Education (THE), in 2018, 2019, and 2020, respectively. Researchers' profiles are obtained from the Scopus repository, and the DBpedia repository is used to retrieve information about HEIs and their locations. For a stable comparison of the subject-specific academic rankings, the grand average rank measure is employed, whereas for finding the most influential researchers in computing, the ResRank measure is used. The sub-discipline-specific academic rankings provide more detailed insight into the academic rankings, thereby providing more robust decision support. This analysis, which focuses on the computing sub-discipline, is among the first few such efforts.","Qureshi, Muhammad Sajid;Daud, Ali;Hayat, Malik Khizar;Song, Min;Park, Yejin",Journal,IEEE Transactions on Computational Social Systems,2023-12-01,"The University of Haripur;Abu Dhabi School of Management;Foundation University, Islamabad;International Islamic University, Islamabad;Yonsei University",Bibliometrics ;  DBpedia ;  higher educational institution (HEI) rankings ;  Scopus ;  sub-discipline specific rankings ;  subject-specific academic rankings
Does Institutional Distance Affect Transnational Knowledge Spillovers between Countries?,"This article studies the impacts of the institutional distances between home and host countries on technology spillovers and reverse technology spillovers of multinational investment. Extant research has studied the impacts of the technological spillover effects of foreign direct investment (FDI) and outward FDI (OFDI) on the technology innovation of home and host countries and the impact of the institutional environment on the technological spillovers of transnational investments. However, these studies have failed to distinguish the impacts of institutional profiles and institutional distances on multinational investments. The impacts of institutional profiles and institutional distances on cross-border business activities require additional, diligent theoretical and empirical research. We believe that the technological spillovers of multinational enterprises (MNEs) are affected not only by their institutional environments but also (and perhaps more importantly) by the institutional distances between home and host countries. We used data for Chinese investment in 11 countries over the past 15 years, and the analytical results showed some interesting conclusions. China's OFDI has not produced significant technology spillover effects, so overseas investment by MNEs needs to be more mature and return to rationality. However, FDI has a significant technology spillover effect, and institutional distance has indeed hindered FDI technology spillovers in China.","She, Yi;Hong, Jin;Ji, Chuwei;Qian, Furong",Journal,IEEE Transactions on Engineering Management,2023-12-01,University of Science and Technology of China;Hefei University of Technology,FDI ;  institutional distance ;  knowledge spillovers ;  multinational enterprises ;  OFDI
What semantic analysis can tell us about long term trends in the global STI policy agenda,"The scope, complexity and the “volume” of knowledge accumulated render producing an overview of the core themes of science, technology and innovation policies difficult. Reviews of this policy domain mostly either refer to general issues without deep immersion into details or focus on specific narrower aspects. The paper uses semantic analysis to identify major themes of science, technology and innovation policies over the last three decades and to trace their evolution towards current policy setting. We use semantic tools for processing and analysing documents produced by one of the major and highly reputable international expert bodies, the OECD Working Party on Technology and Innovation Policy. We show that selected themes remain in the mainstream even though being affected by regular policy adjustments and refinements and which disappear or appear with new challenges and expected solutions. Other themes appear niche or exotic themes which are under discussion for some time only.","Gokhberg, Leonid;Meissner, Dirk;Kuzminov, Ilya",Journal,Journal of Technology Transfer,2023-12-01,HSE University,Big data analysis ;  Evidence based policy ;  International policy agenda ;  OECD Working Party on Technology and Innovation Policy ;  Science policy ;  Semantic analysis ;  Technology and innovation policies ;  Text mining
