Title,Abstract,Author,Aggregation_Type,Publisher,Publication_Date,Institutions,Keywords
Local Gaussian Process Model for Large-Scale Dynamic Computer Experiments,"The recent accelerated growth in the computing power has generated popularization of experimentation with dynamic computer models in various physical and engineering applications. Despite the extensive statistical research in computer experiments, most of the focus had been on the theoretical and algorithmic innovations for the design and analysis of computer models with scalar responses. In this article, we propose a computationally efficient statistical emulator for a large-scale dynamic computer simulator (i.e., simulator which gives time series outputs). The main idea is to first find a good local neighborhood for every input location, and then emulate the simulator output via a singular value decomposition (SVD) based Gaussian process (GP) model. We develop a new design criterion for sequentially finding this local neighborhood set of training points. Several test functions and a real-life application have been used to demonstrate the performance of the proposed approach over a naive method of choosing local neighborhood set using the Euclidean distance among design points. The supplementary material, which contains proof of the theoretical results, detailed algorithms, additional simulation results, and R codes, are available online.",Zhang R.; Lin C.; Ranjan P.,Journal,Journal of Computational and Graphical Statistics,2018-10-02,Indian Institute of Management Indore;Queen’s University,Nearest neighbor ;  Sequential design ;  Singular value decomposition ;  Statistical emulator ;  Time series output
The role of knowledge-intense high-impact firms in city innovation systems,"Past studies on city innovation systems acknowledge the important role of firms, but rarely study them explicitly. This paper shifts attention to the firm level, and proposes that knowledge-intensive high-impact firms are especially important in shaping the economic development of local economies by creating industry-specific micro pathways. This argument follows from their central role in city innovation systems: we propose that knowledge-intense high-impact firms (KIHIFs) have a relatively high absorptive capacity and therefore make better use of knowledge spillover, but also play a role in distributing international knowledge spillover in return. To empirically investigate this thesis, we examine firms operating in the computer-programming activities, and engineering and technical consultancy industries in the capital area surrounding Helsinki, Finland. In line with our theoretical arguments, we find that the relative within-industry concentrations and rates of internationalisation of KIHIFs vary greatly over small geographic distances. Future research and implications for policy-makers are discussed.",Burström T.; Peltonen J.,Journal,Innovation: Organization and Management,2018-10-02,Hanken - Svenska handelshögskolan,absorptive capacity ;  City innovation systems ;  high-impact firms ;  knowledge intensive ;  knowledge spillover ;  pathway
Interfacial Emulsification: An Emerging Monodisperse Droplet Generation Method for Microreactors and Bioanalysis,"The generation of uniform droplets has been extensively investigated owing to its profound potentials both in scientific research and engineering applications. Although various methods have been put forward to expand this area, new innovations are still needed to improve the technical convenience and save instrumental cost. In this feature article, we highlight an interfacial emulsification technique that we developed in the past several years. This technique serves as a platform for preparing uniform droplets that are formed on the air-liquid interface of the continuous phase based on interfacial shearing. Three specific aspects of interfacial emulsification are reviewed, including its basic design and principle, the preparation of droplets with controllable size and adjustable components, and practical applications of the method in bioanalysis, microreactors, and particle synthesis. Compared to other droplet generation methods, several attractive advantages and perspectives for further development have been summarized.",Liao S.; Tao Y.; Du W.; Wang Y.,Journal,Langmuir,2018-10-02,University of Chinese Academy of Sciences;Institute of Microbiology Chinese Academy of Sciences;Renmin University of China,
Micro-pattern technique and its application in tissue engineering,"BACKGROUND: With the constant innovation and development of micro-pattern technology, it has also been applied widely in cell biology, tissue engineering and regenerative medicine, which provides new impetus for the construction of artificial tissues in vitro. OBJECTIVE: To summarize the classification, characteristics and application of micro-pattern technique in tissue engineering. METHODS: The authors performed a data retrieval of PubMed, Web of Science and CNKI to search the articles addressing micro-pattern technique and its application in tissue engineering published from 2001 to 2017, and reviewed the literatures systematically. The keywords were “micro-pattern technique, tissue engineering” in English and Chinese, respectively. RESULTS AND CONCLUSION: Using the micro-pattern technique, patterned cell alignment is formed to control the shape of stem cells, and regulate stem cell fusion and differentiation. Moreover, artificial tissue engineering products have been developed and used as tissue substitutes for bone tissue engineering, muscle tissue engineering, vascular tissue engineering, nerve tissue engineering and liver tissue engineering. However, cell biology mechanisms and internal mechanisms underlying the use of micro-pattern technique in the artificial tissue construction need to be further explored and elucidated. For example, future investigations are warranted on how to construct artificial muscle tissue using the micro-pattern technique, how to purify Schwann cells, as well as the development and innovation of micro-pattern technique in vascular and liver tissue engineering research.",Chang-Jun Q.; Ting-Ting H.; Ying-Tong Z.; Feng Z.; Jing-Wen H.; Yan S.,Journal,Chinese Journal of Tissue Engineering Research,2018-10-01,Chinese Academy of Sciences;Beihang University,Cell Differentiation ;  Extracellular matrix ;  Tissue Engineering
Exploration and Practice on the Cultivation of Biotechnology Innovation Talents in Military Medical Colleges and Universities,"Science and technology innovation is an urgent requirement of China's development,and to be a key catalyst for promotion of the modernization of national defense and military development.Modern biotechnology is an important manifestation of the ability for national innovation,and one of the key affect factors of modern national defense and military development.First of all,this paper elaborates the role of modern biotechnology and personnel training in building an innovative country and modern national defense and military development.Secondly,it analyzed the current situation of biotechnology talent cultivation and innovation education in the western developed countries represented by the United States.Meanwhile it analyzed the present situation of biotechnology development and personnel training in China.Finally,it has summarized the results of teaching reform practices in genetic engineering courses in biotechnology,including optimized the teaching contests in the course,reforming teaching strategies and methods,and adjusting the evaluation system.Through all these actions,initially forming an equal value of basic knowledge and frontier of biotechnology for their further study and their research work.The curriculum has rich contents,various forms and unique characteristics.The model of education focuses on practical abilities,especially becoming the core of cultivating innovate capacity,model and methods in solving the practical problems.",Xiang A.; Wang Q.; Wang L.; Lei X.; Lu Z.,Journal,Chinese Journal of Pharmaceutical Biotechnology,2018-10-01,Air Force Medical University,Biotechnology ;  Innovative education ;  Innovative talents ;  Personnel training ;  Practice teaching ;  Teaching reformation
Microcosmic and macroscopic researches on high-water use efficiency agriculture,"Since 2001, we aimed at the research of water-saving agriculture and water, food and ecological security in the North China Plain. Thus we conducted high-water use efficiency agriculture through interdisciplinary micro- and macro-research. In microscopic research which was successively carried out for wheat water-saving cultivar and breeding, wheat physiological and genetic control for water use efficiency, related gene cloning and function and transgenic technology were investigated. Also marker-assisted selection breeding research, recent technologies such as molecular design breeding and gene editing for water using efficiency were also conducted. Seven wheat varieties were selected, two of which were examined at the national level. Representative works like ""wheat genetics"", which was the foundation for physiological genetic breeding of drought and water-saving in crops won two second prizes of the National Science and Technology Progress Award. With respect to macro research, we carried out researches on high-water efficiency agriculture in dry land, water resources and food security, wheat adaption to climate change, green agriculture to increase grain yield and efficiency. We put forward the construction of Huanghuai South Second Granary and more than thirty important consulting reports adopted by the national and local governments and leaders. The Second Granary engineering science and technology innovation became the four innovation projects of the Ministry of Science and Technology of China in 2017, and the major breakthrough project of Chinese Academy of Sciences in the 13th Five-Year Science and Technology Plan. Representative works included research and development of high-water agriculture of dry-land in China; water resources, food security and modern agriculture development in China; crop response to climate change, efficient utilization of water resources and food security and coordinated of green agriculture development in China; development strategy and practice of the Second Granary in China. In the micro and macro aspects, our researches promoted detailed development of high-water efficient agriculture in China, and became a special subject area in Chinese Academy of Sciences for water-saving agriculture in North China.",Zhang Z.; Xu P.,Journal,Chinese Journal of Eco-Agriculture,2018-10-01,Chinese Academy of Sciences,Climate change ;  Dry-land ;  Genetic and breeding ;  Grain abundant engineering ;  Green agriculture ;  High-water efficient agriculture ;  Water physiology ;  Wheat
Integration and scale application of shale gas exploration and development engineering technologies in Sichuan and Chongqing areas,"Based on 8 years’ exploration and production since the spud in of the first shale gas well in the Changning–Weiyuan national demonstration zone in the Sichuan Basin in 2009, great progress and all-sided development have been achieved in shale gas exploration and development engineering technologies in China. In order to promote scale shale gas development efficiently with high benefits in Sichuan and Chongqing areas, it is of great significance to summarize in time the optimized and integrated support technologies of shale gas exploration and development engineering. And the following research results were obtained. First, 10 principal technology series at the domestic leading level in shale gas well drilling and completion engineering are formed and completed, providing a technical support for a drastic increase of shale gas production. Second, volumetric fracturing support technologies from design to laboratory experiment evaluation and to real time monitoring of fracturing networks based on borehole seismic data are developed, ensuring the implementation effects of shale gas stimulation schemes. Third, simultaneous operation modes are innovatively established, such as drilling–fracturing, drilling–production & transportation and fracturing–production & transportation, and pad arrangement is optimized so that batch, modularized, programmed and integrated operation is realized and the commissioning schedule of shale gas wells is sped up greatly. Fourth, six series of environmental protection and energy saving technologies for shale gas development are developed, and consequently clean and energy saving production of shale gas is realized. Fifth, a technological system with a high-precision 3D seismic prospecting technology as the base is established to provide a basis for the realization of “transparent” gas reservoirs. Sixth, ground gathering technologies are optimized and intellectual and digital management of gas reservoir production and transportation is realized. It is concluded that these support technologies for shale gas exploration and development engineering provide an effective support for the increase of shale gas production of the Changning–Weiyuan shale gas national demonstration zone and they play a guiding and demonstrating role in technological progress and managerial innovation.",Yue Y.; Wu X.; Zhang Q.; Zhao H.; Jiang W.,Journal,Natural Gas Industry B,2018-10-01,China National Petroleum Corporation,Changning–Weiyuan shale gas national demonstration zone ;  Drilling-fracturing ;  Drilling–production & transportation ;  Engineering series ;  Fracturing–production & transportation ;  Large-scale benefit ;  Sichuan Basin
Bionic design of turbocharger volute based on spiral shells Neverita didyma improving turbine performance,"The performance of the supercharger volute directly affects the overall efficiency and capability of the turbocharger. It is important to improve the efficiency and performance of the turbocharger by reducing the flow resistance and decreasing the energy loss of the volute. Many measures are taken to improve the efficiency of the volute. Ocean spiral shells have evolved to reduce fluid resistance and cut down fluid energy loss during motion. In this paper, the spiral shell was taken as the biomimetic prototype, and the cavity data of the spiral shells were obtained by reverse engineering technology. The internal cavity cross-section data of shells were extracted in the range of 270 degrees. After the cross-section curves were optimized, they were taken as the section curves to construct the bionic volute. And then the volute bionic surface design was realized. The computational models of the prototype and bionic supercharger were finished. Taking the turbocharger volute of the gasoline engine with 1.5-liter displacement as the research object, the numerical analysis method was used to realize the performance difference between the bionic volute and the prototype volute. First, the prototype numerical model's reliability was verified. Then the bionic volute was matched with the prototype turbine system. The numerical simulation of the bionic volute and the prototype volute was carried out in the range of common working conditions, and the difference between the two was explored from the microscopic flow field. During the modeling process, the A/R values of the two turbine volutes were the same, and the outlet width of the volute was consistent with the outlet diameter. The verification test was carried out on a QYZ-2 turbocharger test bench. The inlet flow of the compressor was measured by a double-line flowmeter, and the maximum measurement error was less than 2% FS. Both the inlet and the outlet of the compressor were provided with a pressure sensor and a temperature sensor. The turbine inlet was provided with a turbine inlet pressure sensor and an intake temperature sensor, and the turbine outlet had a turbine exhaust pressure sensor and an exhaust temperature sensor in the extension duct. The maximum error of the pressure sensor was less than 2.5% FS, and the maximum error of the temperature sensor was less than 3% FS. The maximum error of the simulation calculation was within the allowable range. The simulation results showed that the simulation model was in good agreement with the test bench, and has good reliability. Therefore, the numerical model can meet the requirements of subsequent research. In the simulation, 12×104, 16×104 and 20×104 r/min were selected to represent the low, medium and high operation speed of turbine respectively. The evaluation parameters included turbine efficiency, flow characteristics and total volute loss coefficient. The results showed that the turbine flow capacity increases with the increase of the expansion ratio increase. And the turbine flow characteristics of the two volutes were basically the same. The results showed that the turbine efficiency can be increased by 3% and by up to 5% under the condition of keeping the same turbine flow capacity matching two volutes. The flow field analysis results showed that the bionic optimization volute reduces the flow loss near the inner surface of the volute and the airflow friction in the flow channel. And the flow resistance was small, the whole flow in the bionic volute was smooth and uniform, and there was no swirling flow. Therefore, the turbine efficiency can be significantly improved. The bionic design method used in this paper had a significant improvement on turbocharger turbine performance, and can provide reference and method innovation for the design and optimization of automotive and agricultural machinery turbocharging systems.",Wu N.; Zhang K.; Wang X.; Ma Y.,Journal,Nongye Gongcheng Xuebao/Transactions of the Chinese Society of Agricultural Engineering,2018-10-01,Shandong Jiaotong University;Jilin University,Bionic ;  Design ;  Experiments ;  Flow capacity ;  Spiral shells ;  Turbine efficiency ;  Turbine volute
Networking research — A reflection in the middle years,"Networking is no longer a new area of computer science and engineering – it has matured as a discipline and the major infrastructure it supports, the Internet, is long past being primarily a research artifact. I believe that we should consider ourselves as the civil engineers of the Internet, primarily helping to understand and improve a vast and critical infrastructure. This implies that implementing changes takes decades, not conference cycles, and that implementation is largely driven by compatibility with existing infrastructure and considerations of cost effectiveness, where resources that research focuses on, such as bandwidth and compute cycles, often play a much smaller role than limited organizational capacity for change. Telecommunications carriers, in particular, have become akin to airlines, largely operating equipment designed by others, with emphasis on marketing, not innovation. Even more than in other engineering disciplines, standards matter, whether set by standards bodies or dominant players. Given the multi-year time frames of standards and the limited willingness of national funding bodies to support standardization work, this makes research impact harder, as does the increasing complexity of cellular networks and barriers to entry that shut out most researchers from contributing to large parts of commercial mobile networks.",Schulzrinne H.,Journal,Computer Communications,2018-10-01,Columbia University,
Data management system that facilitates the value creation cycle,"Data distribution and utilization are being consolidated due to support by legislation such as the Basic Act on the Advancement of Public and Private Sector Data Utilization and the Amended Act on the Protection of Personal Information and also by the establishment of the Data Trading Alliance consisting of industrial, governmental, and academic institutions. As corporate businesses become increasingly digitalized and connectable with potential partners in the future, Digital Co-creation among different industries will accelerate more than ever and give rise to innovations. Fujitsu Laboratories propose a concept, Connected Digital Place, which enables Digital Co-creation among various industries. As a core part of the concept, we have been conducting research and development of a data-driven platform that manages data, converting its formats into connectable ones. This paper introduces the latest research to realize the data-driven platform, and Fujitsu’s approach to promoting the value creation cycle through the use of this platform.",Matsubara M.; Nakamura M.; Sato M.; Yoshida E.; Matsuoka N.,Journal,Fujitsu Scientific and Technical Journal,2018-10-01,Fujitsu Limited,
Developing cutting-edge technologies to achieve digital co-creation,"As a technology company, Fujitsu always tries to be a powerful leader of innovation with the aim of providing a prosperous and dream-inspiring future to the people in the world through ICT. As a member of Fujitsu Group, Fujitsu Laboratories has a mission to put Fujitsu’s corporate philosophy into practice and continuously drive its growth through cutting-edge technologies. Today, digital technologies are becoming indispensable not just for social innovation but for corporate development, and a new growth model for digital transformation is required. Therefore, we have to develop cutting-edge technologies and associated business models as well as to fuse high-level expertise for dealing with digital technologies with a wide range of skills for utilizing expertise in business activities of Fujitsu customers. By providing technologies and business models by top-level experts, Fujitsu Laboratories is promoting Digital Co-creation to create new values in collaboration with customers. This paper describes Fujitsu Laboratories’ R&D strategies for Digital Co-creation, medium- and long-term approaches in cutting-edge technology development, and recent research achievements.",Kono M.,Journal,Fujitsu Scientific and Technical Journal,2018-10-01,Fujitsu Limited,
"Method of econometric structural equations for management analysis in science, technology and innovation","The purpose of the study is to propose a method to analyze altogether the management in science technology and innovation of the universities, government and private sector. The methodology employed in this study integrates an econometric equation system, according with economic and administrative literature concepts; observing baseline indicators. The findings, particularly for Boyacá-Colombia, show tripartite integration in research among the active research groups for scientific production, the Colciencias projects as investment returns in scientific activities and the offer of university programs to produce patents. These results are of importance for the design of public policies of research and development.",Rojas M.; Espejo R.,Journal,Informacion Tecnologica,2018-10-01,Universidad Pedagógica y Tecnológica de Colombia;Escuela de Ciencias Humanísticas y Educación (UPTC),Science technology and innovation indicators ;  Scientific production ;  Structural econometric analysis
Agile Project Management in New Product Development and Innovation Processes: Challenges and Benefits beyond Software Domain,"Since the inception of Agile Manifesto and in the 15 years since agile project management (APM) has been in use, it has become a cutting-edge approach practiced, primarily although not exclusively, in the software industry. APM is slowly breaking through into other domains as well. Therefore, the objective of this study is to summarize and critically examine contributions of past research and existing knowledge concerning APM applicability beyond software industry and its co-existence with traditional project management (TPM) practice, and to identify the potential challenges and benefits of APM in innovation and new product development processes. Systematic literature review (SLR) protocol was developed to systematically locate, assess and aggregate the outcomes from all relevant studies in a transparent way. Gaps identified in this SLR will be used to suggest areas for further investigation and to provide a framework for appropriate position of future research activities.",Ciric D.; Lalic B.; Gracanin D.; Palcic I.; Zivlak N.,Conference Proceeding,TEMS-ISIE 2018 - 1st Annual International Symposium on Innovation and Entrepreneurship of the IEEE Technology and Engineering Management Society,2018-10-01,University of Novi Sad;Donghua University;Univerza v Mariboru,agile ;  agile project management ;  innovation ;  new product development
The Effect of Collaboration with Different Partners: A Contingency Model,"Focusing on innovation collaboration, this paper examines the different roles of three types of innovation collaboration on firms' innovation performance, and assesses whether the effect of such collaboration is conditional on internal and external context characteristics in emerging economies. The regression results reveal that both the collaboration with science-based partners and the collaboration with foreign business partners are positively related to a firm's innovation performance, while collaboration with domestic business partners is negatively related to a firm's innovation performance. Our research also shows that prior knowledge stock positively moderates the influence of collaboration with both foreign business partners and science-based partners, while negatively moderates the influence of collaboration with domestic business partners; connections to institutional structure positively moderates the influence of collaboration with foreign business partners, while negatively moderates the influence of collaboration with science-based partners collaboration with domestic business partners. Our research contributes to existing open innovation research.",Zhou J.; Liu Z.; Li J.; Zhang G.,Conference Proceeding,TEMS-ISIE 2018 - 1st Annual International Symposium on Innovation and Entrepreneurship of the IEEE Technology and Engineering Management Society,2018-10-01,Tsinghua University School of Economics and Management;University of Chinese Academy of Sciences;Beijing Normal University,connections to institutional structure ;  innovation collaboration ;  knowledge stock
Antecedents of Local Market Initiative: An Investigation of Chinese Subsidiaries,"This study aims to advance research on local market initiative, a form of subsidiary initiative that emanates from new opportunities in the local marketplace. Given that market-seeking MNCs in China face particular pressures stemming from local market conditions, China is particularly relevant research site to examine the concept. Drawing on agency theory, resource dependence theory and the resource based view of the firm and using survey data from 75 subsidiaries of German manufacturing companies in China, the effects of subsidiary autonomy and entrepreneurial culture on local market initiative are analyzed. The results provide evidence that both subsidiary autonomy and the presence of an entrepreneurial culture are associated with local market initiative. This research has major implications for MNCs and their market-seeking subsidiaries abroad and its designated focus on local market initiative constitutes a milestone in subsidiary initiative research.",Han C.; Han Z.,Conference Proceeding,TEMS-ISIE 2018 - 1st Annual International Symposium on Innovation and Entrepreneurship of the IEEE Technology and Engineering Management Society,2018-10-01,"Tongji University;Birkbeck, University of London",HQ-subsidiary relationship ;  innovation in emerging market ;  local market initiative ;  subsidiary autonomy ;  subsidiary entrepreneurship
TEMS-ISIE 2018 - 1st Annual International Symposium on Innovation and Entrepreneurship of the IEEE Technology and Engineering Management Society,The proceedings contain 31 papers. The topics discussed include: open innovation of SMEs - an innovation ecosystem perspective; regional comparative research on innovation and entrepreneurship policy from the perspective of policy tool; effects of relative power imbalance in the ecosystem on innovation; research on regional independent innovation and open innovation optimization strategy under innovation driving strategy; agile project management in new product development and innovation processes: challenges and benefits beyond software domain; determinants of the use of Fintech finance among Chinese small and medium-sized enterprises; return and volatility spillovers in the Asia-Pacific information technology stock markets; research on the crane scheduling for the process of steelmaking-continuous casting based on multi-level heuristic algorithm; hybrid fuzzy MCDM method for selection of organizational innovations in manufacturing companies; state-of-the-art and trends of autonomous driving technology; identifying potential standard essential patents based on text mining and generative topographic mapping; does the sharing economy benefits the relationship between external network utilization and innovation performance?; and entrepreneurship along the new silk road.,,Conference Proceeding,TEMS-ISIE 2018 - 1st Annual International Symposium on Innovation and Entrepreneurship of the IEEE Technology and Engineering Management Society,2018-10-01,,
The Double Channel Synergy of Motivation in Predicting Entrepreneur's Creativity and Firm Innovation,"In this research, the role of motivational impact on entrepreneur's creativity and the following startup innovation was discussed and examined. Drawing on the componential model of creativity (Amabile, 1983, 1988, 1996) and the motivated information processing in group model (MIP-G model; De Dreu et al., 2008a, 2008b), I proposed that creativity is influenced by intrinsic motivation, prosocial motivation and furthermore, motivational synergy through these two channels. In the internal channel, intrinsic motivation is critical for creativity by promoting »the individual's positive reaction to qualities of the task itself» (Amabile, 1996, p. 115). In the external channel, however, taking social information processes (Salancik, Pfeffer, 1978) as a driving force, the minority dissent will influence the team by producing individual creativity (De Dreu et al., 2008a; 2008b) and improving group performance (Gong et al., 2013) when the members have high prosocial motivation. Under the interaction of internal channel and external channel, the intrinsic motivation will enhance the impact of prosocial motivation on individual creativity. Hypotheses were proposed based on the theoretical framework and tested according to the evidence from organizational field research. Implications for motivation as driving force of creativity are discussed.",Qu G.,Conference Proceeding,TEMS-ISIE 2018 - 1st Annual International Symposium on Innovation and Entrepreneurship of the IEEE Technology and Engineering Management Society,2018-10-01,Tsinghua University,firm innovation ;  individual creativity ;  intrinsic motivation ;  Prosocial motivation
"Proceedings of the 2017 IEEE International Conference on Information, Communication and Engineering: Information and Innovation for Modern Technology, ICICE 2017",The proceedings contain 108 papers. The topics discussed include: research on the prediction of state-of-health (SOH) of starting-up battery of diesel engine; a rotary radiation structure of microwave reactor for advanced materials processing; index modulated circular block filtered multicarrier system; a game theoretical resource allocation for relay-assisted device-to-device communication networks; a study on the app assisted English vocabulary learning; glass ball grid array arrangement and characterization for capacitive proximity sensor; HRAS: hybrid resource allocation system for large-scale disasters; and applying instructional APPs and the cloud platform to solve students' learning problems in core specialized courses of refrigeration and air conditioning in vocational high schools under the 12-year national fundamental education system.,,Conference Proceeding,"Proceedings of the 2017 IEEE International Conference on Information, Communication and Engineering: Information and Innovation for Modern Technology, ICICE 2017",2018-10-01,,
Research on Taiwan's traditional industry strategy planning platform,"Expanding the global market is essentially the nature of the market diversification and customer diversification to go along with the emerging market economy taking off. For responding multi-market, multi-customer and multi-technology lots of local resources need to invest and to improve the operational complexity and cost, therefore, easily fall into the 'scale Uneconomical 'dilemma. Based on the expansion of consumption in emerging countries and the middle class, the traditional manufacturing practices are faced with major challenges, providing 'more differentiated' products, 'more flexible' production patterns and 'more flexible' forms of operation, that become government and enterprises urgently need to deal with the issue. Industry 4.0 emphasizes using information technology in series with related equipment and production lines in order to exchange and process information, leads to more efficient arrangements for production equipment, production lines and processes to achieve flexible manufacturing goals. In order to accurately predict the future needs and development, large collected data through the front-end sensor, Internet of things, the Internet and back-end is analyzed and integrated digital information to reinforce the flexibility strength of overall operation.",Lin L.; Hsu K.,Conference Proceeding,"Proceedings of the 2017 IEEE International Conference on Information, Communication and Engineering: Information and Innovation for Modern Technology, ICICE 2017",2018-10-01,Metal Industries Research and Development Center Taiwan;Chia-Nan University of Pharmacy and Science Taiwan,Alliance of Innovation ;  Innovation application ;  Traditional Industry Strategy
Brokenness' and 'establishment': Design and innovation of traditional Chinese lanterns of Gannan Hakka's Area,"Gannan Hakka lanterns custom is of cultural profoundness and historical richness, featuring local colors in the type and style of traditional lanterns artifacts. The paper mainly takes the design of the traditional lanterns artifacts of Gannan Hakka as the research object, and points out the internal reasons after analyzing the 'outmoded and marginal' design situation in the region under the double impact from market economy and social popular culture. Meanwhile, under the background of cultural 'integration and innovation', this paper aims to propose that innovative design is inseparable from current social culture and its function should be integrated into social life from the perspective of cultural concept and market demand by drawing on 'brokenness and establishment' in Chinese traditional philosophy.",Wang Z.,Conference Proceeding,"Proceedings of the 2017 IEEE International Conference on Information, Communication and Engineering: Information and Innovation for Modern Technology, ICICE 2017",2018-10-01,Jiangxi University of Science and Technology,Design and innovation ;  Gannan Hakka ;  Traditional Chinese lanterns artifacts
Open Source Platforms and Frameworks for Artificial Intelligence and Machine Learning,"In recent years Artificial Intelligence (AI) and Machine Learning (ML) have emerged from academic labs and become prominent drivers of innovation in the high-tech industry. The number of jobs in this area has rapidly increased along with research output from industry and the commercialization of that research. It is widely accepted that the changes resulting from these advances will shape society. Diversity in these fields must be increased not only to get people from underrepresented populations into these lucrative jobs but also to have a positive impact by expecting that a more diverse workforce will ensure the fairness of data-driven decisions made by AI and ML algorithms, an issue that has come under scrutiny. The work described here is a result of ongoing efforts to modernize AI and ML courses, and to make its techniques an integral part of the software engineering capstone course at our educational institutions. We report on how the courses and the practice of software engineering have adopted cloud based platforms where we gain the benefit of creating virtual machines and containers for necessary software stacks, the pedagogical benefits of using open-source software that enable blending of markup text, code and output from code within the same document. Information about the choice of software libraries to help students produce code and perform experiments on data at an early stage is an important topic that is included in the discussion. We list of examples of where we have leveraged existing student interest in application of AI and ML, to motivate the work on projects. The defense and intelligence community of the US government are invested in a diverse talent pool in this area. Efforts in specialized certification, and faculty-student visits to government labs are described in this work.",Bhattacharya S.; Czejdo B.; Agrawal R.; Erdemir E.; Gokaraju B.,Conference Proceeding,Conference Proceedings - IEEE SOUTHEASTCON,2018-10-01,College of Engineering;U.S. Army Engineer Research and Development Center;University of West Alabama;Fayetteville State University,artificial intelligence ;  capstone course ;  diversity ;  machine learning ;  project-based learning
A phenomenon of living knowledge in engineering and technical education,"The relevance of the researched problem results in socio-economic changes and apublic interest requirement of modern university education in preparing highlyqualified engineering and technical personnel. The purpose of this article is thetheoretical justification of significant aspects of the project-related technologiespedagogical implementation connected with the phenomenon of translation andcreation of personal, «living knowledge» in the high school educational process.A leading approach to the investigation of the problem made by the article wasactive, systematically implemented in competency paradigm of contemporary highereducation. Didactic features of project activities in engineering education weredefined as the basic method of «living knowledge» comprehension which allowing amaturing subject of engineering to independently produce and creatively applypersonally meaningful, «living» knowledge into project transformation of reality andyourself.The main content of the study is an attempt to build epistemological projections ofengineering knowledge in terms of the maximum accounting of the relationshipbetween thinking processes, broadcasting «living», personally meaningful knowledge,ideas, and images of work.Materials of the study can be useful to high school teachers which are serving asvalid and effective participants in the innovation process of the transformation ofcontemporary University mission held in the epistemological paradigm «educationthrough research, heuristic cooperation, and creative discoveries».",Charikova I.; Zhadanov V.,Journal,International Journal of Mechanical Engineering and Technology,2018-10-01,Orenburg State University;Orenburg State University,Cognitive abilities ;  Engineering and technical education ;  Living knowledge ;  Project activity ;  Project-related technologies
Game research on process conflicts under the bounded rationality of science and technology innovation team members,"Due to the difference of individuals in the team of science and technology innovation, team members are prone to team process conflict due to the differences in tasks and team goals. Based on the moderating effect of process conflict on team collaboration, this paper constructs a process conflict evolutionary game model that focuses on the self-interest of members of S&T team and analyzes the evolutionary stability of the strategy (keeping proper process conflict). The results show that when the net income of team members choosing conflict is greater than the excess return of choosing cooperation, the team members will gradually produce destructive conflict (non-cooperation) in the process of long-term evolutionary learning; the net income of team members choosing conflict is less than the choice during the long-term evolutionary learning process of members, due to the limited rationality of the team members, they can not achieve full cooperation with each other through the learning ability of the members of the game. However, by influencing the team members in the outcome of the evolutionary game, strategic choice of the key parameters of the adjustment, you can gradually generate constructive conflicts, so that the team members to maintain the purpose of cooperation with each other.",Wan T.; Otsuki H.,Journal,Xitong Gongcheng Lilun yu Shijian/System Engineering Theory and Practice,2018-10-01,Xi'an Technological University;Waseda University,Bounded rationality ;  Evolutionary game ;  Process conflict ;  Stable strategy ;  Team members
Participatory Design of Portable and Adaptable Furniture Product for Village Traditional Pastry Vendors in Surabaya,"Traditional pastry making is an authentic skill and source of livelihood for many village vendors in Indonesia. Despite their potentials in improving regional economy and promoting traditional cuisine, village pastry vendors face marketing problems due to their poor product display system, lack of retail space, and uncertainty of available time to make and sell their pastries. This research develops the idea of designing a portable and adaptable furniture product that can help pastry makers display and sell pastries efficiently and independently. Using the participatory method of human-centred design, the designers became participants of the pastry-making community in order to empathize with their problems and aspirations. Meanwhile, the pastry makers became participants in the following design processes of defining problems, ideating concepts and testing of furniture design prototypes. The result of this research is a furniture product for displaying and selling traditional pastries that is movable, adaptable to space and place, visually representable to the natural authentic image of Indonesian traditional cuisine, could be assembled and dissembled easily, and practical for storage and mobility. From the participatory design method, product designers also gain a reflexive awareness of their role in the society as agents of social change and economic innovations.",Thamrin D.; Mulyono G.,Conference Proceeding,IOP Conference Series: Materials Science and Engineering,2018-10-01,Universitas Kristen Petra,
3D/2D multidimensional perovskites: Balance of high performance and stability for perovskite solar cells,"The power conversion efficiency achieved in three-dimensional (3D) perovskite solar cells (PSCs) is already competitive with that of commercial silicon solar cells. Achieving long-term stability under operation conditions is critical for reaching market success for PSC applications. Despite impressive progress over the past few years on fundamental understandings and technical innovations for improving PSC stability, the stability of PSCs against moisture/heat/light is still a key focus of research efforts for PSC development. Recent studies suggest that the long hydrophobic organic spacer in two-dimensional (2D) perovskites is helpful to improve perovskite stability, but 2D perovskites seem limited on obtaining high-performance solar cells due to its wide optical bandgaps and limited charge transport. To overcome this challenge, 3D/2D multidimensional perovskites—with an intermediate dimensionality between 3D and 2D—has recently emerged as a potential candidate to simultaneously maintain long-term stability and high performance. In this review, we first present a detailed discussion of the structure of 3D/2D multidimensional perovskites and their unique properties. Second, we discuss the stability of 3D/2D multidimensional perovskite and 2D perovskite as interface engineering layer-based solar cells. Finally, we summarize and outline the perspectives toward high-performance 3D/2D multidimensional perovskite-based solar cells.",Zhang F.; Kim D.; Zhu K.,Journal,Current Opinion in Electrochemistry,2018-10-01,National Renewable Energy Laboratory,
